x,diffUB,diffLB,diffM
-0.05460651636123659,0.024672445974033286,0.01144479732622461,0.018058621650128837
-0.049206450539405866,0.024672445974026513,0.011444797326217504,0.018058621650121953
-0.04380638471757525,0.024672445974019852,0.01144479732621062,0.01805862165011507
-0.03840631889574453,0.02467244597401308,0.011444797326203515,0.018058621650108186
-0.033006253073913916,0.024695664852381394,0.011464655337295904,0.018080160094838593
-0.027606187252083192,0.024732511924654976,0.011496168899593817,0.01811434041212423
-0.02220612143025258,0.024887993337765146,0.011594325236476521,0.01824115928712078
-0.016806055608421855,0.02545516220146704,0.011905396504384047,0.01868027935292549
-0.011405989786591186,0.02836134375678212,0.013992782577324503,0.021177063167053367
-0.006005923964760518,0.04748587357791423,0.029194913830580482,0.038340393704247244
-0.0006058581429298493,-8.294163925385964,-12.873363406403945,-10.583763665894955
0.004794207678900819,1.5259687227883205,-0.06415564151530262,0.730906540636509
0.010194273500731488,-0.1849941772025332,0.06436521747711588,-0.06031447986270955
0.015594339322562156,-0.3364630691442798,0.3892881912253898,0.026412561040555005
0.020994405144392825,-0.16025263402852197,0.5353027364529961,0.18752505121223706
0.026394470966223493,-0.07976013099830048,0.37265017782008236,0.14644502341089094
0.03179453678805416,0.03340527126993109,0.25015003688750426,0.14177765407871767
0.03719460260988483,0.0918374211412516,0.1950596394902515,0.14344853031575155
0.042594668431715554,0.13591077893623904,0.17723526825314728,0.15657302359469227
0.04799473425354617,0.16236629796388158,0.16809067393853816,0.16522848595120898
0.05339480007537689,0.1503655563767392,0.16378068689443914,0.15707312163558917
0.05879486589720756,0.12174684112304845,0.1373213913743836,0.1295341162487169
0.06419493171903823,0.1044962477382505,0.10844557052509529,0.1064709091316729
0.0695949975408689,0.11002651674769659,0.10132442124274377,0.10567546899522107
0.07499506336269957,0.12465778848193665,0.10646224594373344,0.11556001721283593
0.08039512918453023,0.1360668620613108,0.11649663258316245,0.12628174732223663
0.0857951950063609,0.15101257990870032,0.14189160365717335,0.14645209178293683
0.09119526082819157,0.16022893659281223,0.1662401322161262,0.1632345344044701
0.09659532665002224,0.15837279921005276,0.18108187399871234,0.16972733660438166
0.10199539247185296,0.1526699361209367,0.18836163505869408,0.1705157855898154
0.10739545829368358,0.1458411564935762,0.19166693133820267,0.16875404391588944
0.1127955241155143,0.14051463720796065,0.19883100651846952,0.1696728218632142
0.11819558993734491,0.1350292405685778,0.2112140877894202,0.17312166417899988
0.12359565575917564,0.13103599960552614,0.2271350875154301,0.17908554356047723
0.12899572158100625,0.1305091788981656,0.24029585921959473,0.18540251905887928
0.13439578740283697,0.13157997257054177,0.25502913655110326,0.19330455456082163
0.13979585322466764,0.13506605839065244,0.26657163887710844,0.20081884863388133
0.1451959190464983,0.1402530120475447,0.27682226959545275,0.20853764082149873
0.15059598486832898,0.14779152376167914,0.28371927039720646,0.2157553970794428
0.15599605069015965,0.1541708839106235,0.288691554308814,0.22143121910971963
0.16139611651199032,0.15911198332029386,0.29293959916117096,0.22602579124073152
0.16679618233382099,0.16397230864026469,0.2967446929023012,0.23035850077128295
0.1721962481556517,0.16436647612791688,0.3022659357283466,0.23331620592813174
