"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 5.988276320869531e-47, 8.282449313873070e-28, 1.313761042725070e-46, 1.453781411290608e-03, 4.100409108768381e-04, 1.028279660718716e+01, -7.215853724011418e-19, 2.914030951274472e+04, 6.504998452095447e+01, 3.212900848781413e-44, 4.443797681444967e-25, 7.048746155144728e-44, 7.800000000000000e-01, 2.200000000000000e-01, 5.085999999999998e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959207e+03, -3.871535198494712e-16, 8.926000000000002e+00, -8.015898241884238e-18, 4.000000000000000e+00, 3.570490591145075e-17, 4.000000000000000e+00
1, 0.000000000000000e+00, 0.000000000000000e+00, 1.273052072932576e-43, 2.433264694388209e-26, 2.761468009948186e-43, 1.910209433244413e-03, 5.387770196330393e-04, 1.345042253243909e+01, 4.915957792117924e-02, 3.819376954964134e+04, 8.547317203960496e+01, 5.198281401013041e-41, 9.935802999356039e-24, 1.127596278331218e-40, 7.800000000000000e-01, 2.199999999999999e-01, 7.636873257881899e+02, 1.080256805946554e+03, 9.453004922804952e+02, 5.492240480397691e+03, 2.007343808023882e+01, 8.312351782668213e+00, 8.992923399450492e-03, 1.070141936010464e+06, -7.405155671509844e+05, 9.428676247993096e+05
2, 1.931920337076797e-01, 5.173816881076040e-02, 4.958868259401837e-16, 5.294889035899430e-12, 1.695923853848807e-15, 9.869977281925318e-03, 2.783839740888634e-03, 6.020596061327772e+01, 1.802322745523063e+01, 1.875545103330524e+05, 9.609223335674861e+02, 3.918871474421895e-14, 4.184420419654079e-10, 1.340246859964258e-13, 7.799999999998982e-01, 2.199999995814865e-01, 1.373714262934119e+04, 3.760734444075569e+03, 1.223871779611073e+03, 4.757928811482529e+03, 1.424331284006336e+03, 4.028592507710957e+00, 4.663629217345401e-01, 1.098169501648684e+07, -1.835253087139734e+06, 2.275170488848160e+06
3, 3.346696875411197e-01, 1.931032050318336e-01, 4.038917050162838e-05, 2.245728804330487e-03, 6.462227195229305e-04, 9.532202415957498e-03, 1.947455765430531e-04, 3.736791702816026e+01, 3.446338537795916e+01, 1.840864294576153e+05, 9.412309893260341e+03, 3.190477087671229e-03, 1.773977085033438e-01, 5.104731675752976e-02, 7.529808863475073e-01, 1.538361130394802e-02, 1.729226437400324e+04, 4.068891041479903e+03, 4.503768495205113e+03, 2.951818064387784e+03, 2.722379292427640e+03, 2.852751906061251e+00, 5.916962264241408e-01, 5.815852543358123e+05, -3.370977859683344e+05, 3.635889454706125e+05
4, 4.846696875411197e-01, 1.931032050318336e-01, 1.166782954454443e-06, 1.349045508700915e-04, 3.309872498057173e-05, 5.583081092484324e-04, 9.605440079224349e-06, 3.240586085155960e+00, 6.824014136062821e-03, 1.104229163654400e+04, 4.027347925231032e+02, 1.582972327128817e-03, 1.830247605313595e-01, 4.490498040570928e-02, 7.574556035274925e-01, 1.303168320830990e-02, 6.829275224594392e+02, 2.751813359109093e+03, 3.681895996528865e+03, 4.396497289317304e+03, 9.258127654405223e+00, 3.791113476886972e+00, 6.145793606364679e-03, 7.816172708137907e+03, -6.581673406701579e+03, 7.324465935831459e+04
6, -3.640905996670419e-02, 0.000000000000000e+00, 6.131578703035149e-46, 3.109237814921143e-27, 1.390948687310936e-45, 1.453781411290608e-03, 4.100409108768381e-04, 1.028279660718715e+01, 1.188344131020285e-17, 2.914030951274472e+04, 6.504998452099953e+01, 3.289787138027575e-43, 1.668205052563916e-24, 7.462882436633748e-43, 7.799999999999999e-01, 2.200000000000000e-01, 5.085999999999997e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959207e+03, 6.375844504525278e-15, 8.926000000000004e+00, -1.001987280235530e-17, 4.000000000000000e+00, -7.263712091933343e-17, 4.000000000000000e+00
7, -2.648758523368654e-02, 0.000000000000000e+00, 1.184405261420131e-45, 4.614707650863509e-27, 2.720546634882485e-45, 1.453781411290608e-03, 4.100409108768381e-04, 1.028279660718716e+01, 2.827194205430161e-17, 2.914030951274472e+04, 6.504998452076649e+01, 6.354711215405885e-43, 2.475937537595884e-24, 1.459659862705556e-42, 7.800000000000000e-01, 2.199999999999999e-01, 5.085999999999999e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959206e+03, 1.516879678821748e-14, 8.926000000000004e+00, -6.011923681413179e-18, 4.000000000000001e+00, 1.681797356687789e-17, 4.000000000000001e+00
8, -1.924472747190228e-02, 0.000000000000000e+00, 1.730813409378003e-45, 5.761935467019250e-27, 4.011638757902801e-45, 1.453781411290607e-03, 4.100409108768380e-04, 1.028279660718715e+01, 6.042946889439142e-17, 2.914030951274472e+04, 6.504998452100307e+01, 9.286364847080673e-43, 3.091461776420124e-24, 2.152371881262616e-42, 7.800000000000000e-01, 2.200000000000000e-01, 5.085999999999996e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959207e+03, 3.242233348944860e-14, 8.926000000000004e+00, -1.603179648376848e-17, 4.000000000000000e+00, 5.239396023684062e-17, 4.000000000000000e+00
9, -1.395714581734536e-02, 0.000000000000000e+00, 2.258789675963676e-45, 6.714774425060009e-27, 5.274429478815379e-45, 1.453781411290607e-03, 4.100409108768380e-04, 1.028279660718715e+01, 8.204175852886143e-17, 2.914030951274471e+04, 6.504998452111647e+01, 1.211912556845506e-42, 3.602690205604671e-24, 2.829899296775096e-42, 7.800000000000000e-01, 2.200000000000000e-01, 5.085999999999995e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959208e+03, 4.401801478236123e-14, 8.926000000000005e+00, -1.803577104423954e-17, 4.000000000000001e+00, 3.689577625504088e-17, 4.000000000000001e+00
10, -1.009678458521239e-02, 0.000000000000000e+00, 2.606491325519041e-45, 7.287927918515362e-27, 6.112842077512816e-45, 1.453781411290607e-03, 4.100409108768380e-04, 1.028279660718715e+01, 8.860579362376455e-17, 2.914030951274472e+04, 6.504998452098577e+01, 1.398465558931574e-42, 3.910205297917135e-24, 3.279734342061196e-42, 7.800000000000000e-01, 2.200000000000000e-01, 5.085999999999996e+02, 9.452999999999993e+02, 9.453000000000350e+02, 5.517047673959207e+03, 4.753982853940958e-14, 8.926000000000004e+00, -1.603179648376848e-17, 4.000000000000000e+00, 1.345584335969136e-17, 4.000000000000000e+00
