"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 1.381760252523364e-48, 7.478301561707873e-29, 3.053286659809132e-48, 1.059131894257240e-03, 2.781558510170529e-04, 7.422102578658298e+00, 1.315745562114392e-16, 2.111273424679103e+04, 4.051472040906592e+01, 1.033255750234927e-45, 5.592140949571019e-26, 2.283193479188631e-45, 7.920000000000000e-01, 2.080000000000000e-01, 3.515999999999449e+02, 9.093999999998574e+02, 9.094000000009128e+02, 5.550116349219920e+03, 9.838911384359669e-14, 9.148000000000710e+00, -2.677027798148428e-15, 4.000000000000000e+00, -2.449681045265419e-17, 4.000000000000000e+00
3, -3.640905996670419e-02, 0.000000000000000e+00, 8.376793280532265e-48, 2.090760238351446e-28, 1.919685593443442e-47, 1.059131894257240e-03, 2.781558510170529e-04, 7.422102578658307e+00, 7.353096200407296e-16, 2.111273424679107e+04, 4.051472040890735e+01, 6.264017082437324e-45, 1.563433334179404e-25, 1.435506756288784e-44, 7.919999999999999e-01, 2.080000000000000e-01, 3.515999999999449e+02, 9.093999999998574e+02, 9.094000000009128e+02, 5.550116349219927e+03, 5.498514606442528e-13, 9.148000000000721e+00, -2.677027798148428e-15, 4.000000000000000e+00, 1.890506397471378e-17, 4.000000000000000e+00
4, -2.648758523368654e-02, 0.000000000000000e+00, 1.467685073152762e-47, 2.970292521823197e-28, 3.390091918114166e-47, 1.059131894257240e-03, 2.781558510170529e-04, 7.422102578658305e+00, 8.534283017750213e-16, 2.111273424679107e+04, 4.051472040901351e+01, 1.097508803426388e-44, 2.221131938372737e-25, 2.535050463218609e-44, 7.919999999999999e-01, 2.080000000000000e-01, 3.515999999999449e+02, 9.093999999998574e+02, 9.094000000009128e+02, 5.550116349219925e+03, 6.381785107886211e-13, 9.148000000000719e+00, -2.677027798148428e-15, 4.000000000000001e+00, 8.826933304654179e-18, 4.000000000000001e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 1.851127045464313e-47, 3.448070045603788e-28, 4.286345136658652e-47, 1.059131894257240e-03, 2.781558510170530e-04, 7.422102578658308e+00, -2.013444633544844e-15, 2.111273424679108e+04, 4.051472040898825e+01, 1.384239893026631e-44, 2.578405476150198e-25, 3.205252685374360e-44, 7.920000000000000e-01, 2.080000000000000e-01, 3.515999999999450e+02, 9.093999999998574e+02, 9.094000000009128e+02, 5.550116349219926e+03, -1.505618099515197e-12, 9.148000000000717e+00, -2.671508153203792e-15, 4.000000000000000e+00, -2.100697236763328e-17, 4.000000000000000e+00
20, -1.395714581734536e-02, 0.000000000000000e+00, 2.172119478376540e-47, 3.798001426594224e-28, 5.045935759736407e-47, 1.059131894257241e-03, 2.781558510170533e-04, 7.422102578658309e+00, 4.017422114096037e-15, 2.111273424679107e+04, 4.051472040927445e+01, 1.624272327367369e-44, 2.840077941352260e-25, 3.773261048392709e-44, 7.920000000000000e-01, 2.080000000000000e-01, 3.515999999998937e+02, 9.093999999997238e+02, 9.094000000018395e+02, 5.550116349219921e+03, 3.004156830340214e-12, 9.148000000001382e+00, -5.160868023234598e-15, 4.000000000000000e+00, 7.872180793791246e-17, 4.000000000000000e+00
22, -1.009678458521239e-02, 0.000000000000000e+00, 2.473271925209090e-47, 4.104760495373173e-28, 5.761234560984179e-47, 1.059131894257239e-03, 2.781558510170527e-04, 7.422102578658309e+00, -1.079179845916528e-14, 2.111273424679111e+04, 4.051472040872112e+01, 1.849468772856956e-44, 3.069466919052073e-25, 4.308148774520094e-44, 7.920000000000000e-01, 2.080000000000000e-01, 3.516000000000990e+02, 9.094000000002568e+02, 9.093999999983397e+02, 5.550116349219935e+03, -8.069915018141268e-12, 9.147999999998724e+00, 4.804850924305580e-15, 4.000000000000000e+00, -1.800571152750788e-17, 4.000000000000000e+00
27, -7.278131510363134e-03, 0.000000000000000e+00, 2.686026611557597e-47, 4.315489597281685e-28, 6.266789598888400e-47, 1.059131894257246e-03, 2.781558510170543e-04, 7.422102578658366e+00, -2.248072211517940e-14, 2.111273424679130e+04, 4.051472040905296e+01, 2.008562944698673e-44, 3.227046394862840e-25, 4.686193843496993e-44, 7.920000000000000e-01, 2.079999999999999e-01, 3.516000000001013e+02, 9.094000000002568e+02, 9.093999999983397e+02, 5.550116349219942e+03, -1.681068430831110e-11, 9.147999999998735e+00, 4.915243823198299e-15, 3.999999999999999e+00, 2.512551073437201e-17, 4.000000000000000e+00
28, -5.219729353472306e-03, 0.000000000000000e+00, 2.839812180897940e-47, 4.461786723367732e-28, 6.633414501243834e-47, 1.059131894257245e-03, 2.781558510170543e-04, 7.422102578658340e+00, -3.604793561525420e-15, 2.111273424679117e+04, 4.051472040922788e+01, 2.123561059265856e-44, 3.336444784703046e-25, 4.960349427178227e-44, 7.919999999999999e-01, 2.080000000000000e-01, 3.515999999998454e+02, 9.093999999995957e+02, 9.094000000025825e+02, 5.550116349219925e+03, -2.695600534936495e-12, 9.148000000002034e+00, -7.506717124704869e-15, 4.000000000000000e+00, -1.040965759581840e-16, 4.000000000000000e+00
31, -2.617116624604489e-03, 0.000000000000000e+00, 3.077928996593984e-47, 4.683036467861161e-28, 7.201458741668750e-47, 1.059131894257250e-03, 2.781558510170555e-04, 7.422102578658339e+00, 1.911069332504937e-14, 2.111273424679108e+04, 4.051472040903698e+01, 2.301620580515106e-44, 3.501891409990132e-25, 5.385122810791617e-44, 7.920000000000000e-01, 2.080000000000000e-01, 3.516000000000603e+02, 9.094000000001475e+02, 9.093999999991530e+02, 5.550116349219900e+03, 1.429063669549247e-11, 9.147999999999216e+00, 2.928171643129363e-15, 2.343530026447876e+05, -2.922072067990219e+05, 4.337771814767773e+05
36, -8.698244975333391e-04, 0.000000000000000e+00, 3.214130606006895e-47, 4.805609367666256e-28, 7.527068697750788e-47, 1.059131894257236e-03, 2.781558510170517e-04, 7.422102578658235e+00, 3.345292668084639e-14, 2.111273424679076e+04, 4.051472040897399e+01, 2.403469722477456e-44, 3.593549245215427e-25, 5.628608146862911e-44, 7.920000000000000e-01, 2.079999999999999e-01, 3.515999999998574e+02, 9.093999999996348e+02, 9.094000000023251e+02, 5.550116349219896e+03, 2.501550380541695e-11, 9.148000000001788e+00, -6.924394583045778e-15, 6.279645248124341e+05, -8.989951535199387e+05, 1.473710792065635e+06
