"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 2.293637770090747e-42, 2.975349999593635e-25, 5.262756182358553e-42, 1.337644597366319e-03, 3.728983660177207e-04, 8.926319144626785e+00, 4.439349255571356e-16, 2.413188301575422e+04, 7.955134429332755e+01, 1.340882877067961e-39, 1.739418455592237e-22, 3.076658286294674e-39, 7.820000000000000e-01, 2.180000000000000e-01, 5.108999999999680e+02, 1.034399999999934e+03, 1.034400000000412e+03, 5.218412712047565e+03, 2.595286614016876e-13, 8.070000000000242e+00, -1.371625872149078e-15, 3.999999999999999e+00, -2.716100862638515e-18, 3.999999999999999e+00
3, -3.640905996670419e-02, 0.000000000000000e+00, 1.357689478331040e-41, 8.311312022667267e-25, 3.359799372866699e-41, 1.337644597366315e-03, 3.728983660177196e-04, 8.926319144626774e+00, 1.549191020755850e-15, 2.413188301575423e+04, 7.955134429316378e+01, 7.937184317458293e-39, 4.858873586094949e-22, 1.964171286420000e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.108999999999666e+02, 1.034399999999934e+03, 1.034400000000412e+03, 5.218412712047573e+03, 9.056720900426986e-13, 8.070000000000254e+00, -1.435081873351704e-15, 4.000000000000000e+00, 6.891260241108743e-17, 4.000000000000000e+00
4, -2.648758523368654e-02, 0.000000000000000e+00, 2.342367248985153e-41, 1.173339341092038e-24, 5.893452064984463e-41, 1.337644597366315e-03, 3.728983660177195e-04, 8.926319144626785e+00, 2.367667493797117e-15, 2.413188301575429e+04, 7.955134429314826e+01, 1.369370602858846e-38, 6.859455542530041e-22, 3.445369213834427e-38, 7.820000000000000e-01, 2.179999999999999e-01, 5.109000000002366e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047580e+03, 1.384161371260191e-12, 8.069999999998130e+00, 1.015784142328196e-14, 4.000000000000001e+00, -3.076226075740578e-17, 4.000000000000001e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 3.096965619297775e-41, 1.400651047786546e-24, 7.859736180086364e-41, 1.337644597366316e-03, 3.728983660177196e-04, 8.926319144626788e+00, 4.944563807864081e-15, 2.413188301575431e+04, 7.955134429303325e+01, 1.810516125927013e-38, 8.188341817592132e-22, 4.594877970522959e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002366e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047580e+03, 2.890639939310296e-12, 8.069999999998135e+00, 1.016028203871283e-14, 4.000000000000001e+00, -3.796189733889072e-17, 4.000000000000001e+00
20, -1.395714581734536e-02, 0.000000000000000e+00, 3.598341865457700e-41, 1.540212623572475e-24, 9.172937021960595e-41, 1.337644597366314e-03, 3.728983660177193e-04, 8.926319144626778e+00, 6.703391918152953e-15, 2.413188301575427e+04, 7.955134429316787e+01, 2.103625540243059e-38, 9.004232320043064e-22, 5.362587914081631e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002362e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047580e+03, 3.918867904312308e-12, 8.069999999998130e+00, 1.014319773069674e-14, 4.000000000000000e+00, -2.642843656433115e-17, 4.000000000000000e+00
22, -1.009678458521239e-02, 0.000000000000000e+00, 3.918864772473066e-41, 1.622360618350022e-24, 1.002872366229460e-40, 1.337644597366314e-03, 3.728983660177193e-04, 8.926319144626776e+00, 8.817194407009386e-15, 2.413188301575426e+04, 7.955134429331298e+01, 2.291006339133525e-38, 9.484477461708669e-22, 5.862889080818164e-38, 7.820000000000000e-01, 2.179999999999999e-01, 5.109000000002363e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047578e+03, 5.154617332479032e-12, 8.069999999998128e+00, 1.014563834612761e-14, 4.000000000000000e+00, 2.363765709466360e-17, 4.000000000000000e+00
26, -7.278131510363134e-03, 0.000000000000000e+00, 4.253820015087158e-41, 1.705884149122442e-24, 1.092371238482555e-40, 1.337644597366312e-03, 3.728983660177185e-04, 8.926319144626753e+00, 9.186029343974706e-15, 2.413188301575419e+04, 7.955134429335925e+01, 2.486824421335591e-38, 9.972764120157667e-22, 6.386108164868754e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002352e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047575e+03, 5.370241812460323e-12, 8.069999999998124e+00, 1.009926665294108e-14, 4.000000000000000e+00, 5.134881699583296e-17, 4.000000000000000e+00
27, -5.219729353472306e-03, 0.000000000000000e+00, 4.510237261652589e-41, 1.768309450336433e-24, 1.161012260157559e-40, 1.337644597366310e-03, 3.728983660177181e-04, 8.926319144626742e+00, 8.126199145169611e-15, 2.413188301575416e+04, 7.955134429322680e+01, 2.636728429626711e-38, 1.033770848314808e-21, 6.787390232284417e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002346e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047575e+03, 4.750654803252215e-12, 8.069999999998124e+00, 1.007486049863237e-14, 4.000000000000000e+00, -3.507394302700521e-17, 4.000000000000000e+00
32, -3.716075109627959e-03, 0.000000000000000e+00, 4.728518945615891e-41, 1.819677233781054e-24, 1.219814302921854e-40, 1.337644597366311e-03, 3.728983660177184e-04, 8.926319144626746e+00, 9.481500637771625e-15, 2.413188301575416e+04, 7.955134429288741e+01, 2.764338018298757e-38, 1.063800952523940e-21, 7.131152675105280e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002351e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047572e+03, 5.542977195389483e-12, 8.069999999998119e+00, 1.009438542207934e-14, 4.000000000000000e+00, -3.226974175134672e-17, 4.000000000000000e+00
33, -2.617116624604489e-03, 0.000000000000000e+00, 4.889218683815902e-41, 1.856832121758039e-24, 1.263213979039643e-40, 1.337644597366307e-03, 3.728983660177174e-04, 8.926319144626721e+00, 9.016321358966692e-15, 2.413188301575408e+04, 7.955134429306169e+01, 2.858284643224276e-38, 1.085522060249575e-21, 7.384871389261014e-38, 7.819999999999999e-01, 2.180000000000000e-01, 5.109000000002335e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047574e+03, 5.271028879116489e-12, 8.069999999998123e+00, 1.002604819001497e-14, 3.097007664763228e+04, -3.106398116890186e+04, 3.120140093581448e+04
38, -8.698244975333391e-04, 0.000000000000000e+00, 5.160605282669228e-41, 1.918488118321870e-24, 1.336641975767471e-40, 1.337644597366318e-03, 3.728983660177203e-04, 8.926319144626786e+00, 9.999806894733251e-15, 2.413188301575424e+04, 7.955134429327204e+01, 3.016939879989795e-38, 1.121566753591763e-21, 7.814138576929611e-38, 7.820000000000000e-01, 2.180000000000000e-01, 5.109000000002376e+02, 1.034400000000481e+03, 1.034399999999535e+03, 5.218412712047570e+03, 5.845984058155556e-12, 8.069999999998116e+00, 1.020177250103762e-14, 6.494857295196931e+05, -9.217111776608024e+05, 1.624612120696871e+06
39, 0.000000000000000e+00, 0.000000000000000e+00, 2.467793809462517e-39, 5.961114728588716e-24, 5.390094256506559e-39, 1.831944350441265e-03, 5.106954838826031e-04, 1.214480664095181e+01, 1.702487533602176e-01, 3.293213553711470e+04, 1.089483514494368e+02, 1.053424334934001e-36, 2.544614260053002e-21, 2.300863400994053e-36, 7.820000000000001e-01, 2.180000000000000e-01, 8.168940734002952e+02, 1.207665938393783e+03, 1.034401233178598e+03, 5.184239789236334e+03, 7.267389159262494e+01, 7.420509186478861e+00, 1.313808831809219e-02, 7.147300030741765e+05, -1.018625855590242e+06, 1.999105744746566e+06
40, 8.914882248994977e-04, 2.387467401603415e-04, 8.159431633917602e-35, 4.633209470378126e-22, 1.803160928120957e-34, 2.413894149054609e-03, 6.729270134193153e-04, 1.586378030271175e+01, 3.402123438857319e-01, 4.319159075144535e+04, 1.435621179242799e+02, 2.643312069099024e-32, 1.500964657980008e-19, 5.841481683622444e-32, 7.820000000000000e-01, 2.179999999999999e-01, 1.278420083474313e+03, 1.434328776288157e+03, 1.034411424220005e+03, 5.139196431450458e+03, 1.102144652957704e+02, 6.750719727079979e+00, 3.295405865395198e-02, 9.066458166408099e+05, -1.607384393372481e+06, 3.300623942525012e+06
48, 3.565952899598004e-03, 9.549869606413694e-04, 1.590789866023448e-27, 1.320113371043721e-18, 3.693232779901335e-27, 3.931336665353466e-03, 1.095948072950197e-03, 2.519144263934881e+01, 2.148372496206850e+00, 6.953061028783240e+04, 2.339530360306653e+02, 3.164312245739678e-25, 2.625897357644319e-16, 7.346376766292984e-25, 7.819999999999999e-01, 2.179999999999996e-01, 2.894514141279971e+03, 1.994016684537404e+03, 1.034616703346076e+03, 5.010944068357873e+03, 4.273425135119294e+02, 5.601548790438872e+00, 1.023422864253407e-01, 2.864485691184598e+06, -6.058011252700771e+06, 1.354797002743650e+07
50, 6.240417574296114e-03, 1.671227181122291e-03, 1.403551331934682e-20, 6.139099345630811e-15, 4.494821176323235e-20, 7.430685431300519e-03, 2.071469851686333e-03, 4.467425064515589e+01, 1.173829575433285e+01, 1.291678243980854e+05, 4.532717338522380e+02, 1.477087345064510e-18, 6.460744076260892e-13, 4.730317535820625e-18, 7.819999999999999e-01, 2.179999999993539e-01, 7.724119173770278e+03, 2.815227125589718e+03, 1.042940827922223e+03, 4.701486064442043e+03, 1.235329817787982e+03, 4.556743782242767e+00, 3.097050524856945e-01, 7.549395334196331e+05, 1.892896524867573e+05, 2.598659654429686e+06
89, 1.604678804819070e-02, 4.297441322886079e-03, 1.708703749850034e-20, 7.723637816476219e-15, 8.871883522761261e-20, 4.912568302536243e-03, 1.369488350315679e-03, 2.970615072704656e+01, 8.125186282035832e+00, 8.576073220132994e+04, 3.104179523882415e+02, 2.719975072291361e-18, 1.229475989039410e-12, 1.412257802342917e-17, 7.820000000000000e-01, 2.179999999987705e-01, 4.741150711236747e+03, 2.613776856128894e+03, 1.055010138504299e+03, 4.728730154562370e+03, 1.293395894215182e+03, 4.769314804471370e+00, 1.816290323348696e-01, 1.037744806285742e+06, -2.117572474536527e+06, 4.846733183651325e+06
108, 1.426381159839122e-02, 3.819947842565264e-03, 1.570731644047180e-20, 7.451626505017456e-15, 8.205536219176732e-20, 5.079245974266722e-03, 1.415953481309870e-03, 3.078243703808635e+01, 8.418256267340892e+00, 8.876915993612580e+04, 3.200012866307354e+02, 2.418296242922599e-18, 1.147251374799762e-12, 1.263323208977406e-17, 7.820000000000000e-01, 2.179999999988528e-01, 4.803345551460019e+03, 2.561167220148464e+03, 1.053987000577093e+03, 4.739259702274750e+03, 1.296073557849492e+03, 4.828725677535267e+00, 1.842994151128852e-01, 1.184695563839634e+06, -2.140836728406081e+06, 4.773235197844904e+06
116, 1.782976449799041e-02, 4.774934803206952e-03, 1.958346518622276e-20, 8.449901509428081e-15, 1.037035020223103e-19, 4.804481064127669e-03, 1.339356613776501e-03, 2.905399674031339e+01, 7.864283415557490e+00, 8.384609865314885e+04, 3.054427688999571e+02, 3.187497165920615e-18, 1.375345826567956e-12, 1.687927114271413e-17, 7.820000000000000e-01, 2.179999999986247e-01, 4.664545055731779e+03, 2.629396952979037e+03, 1.057120534426235e+03, 4.728965552713714e+03, 1.280027863338570e+03, 4.751943458730506e+00, 1.783399102400995e-01, 7.231881769581927e+05, -1.682315885535538e+06, 4.183773288676716e+06
117, 1.961274094779022e-02, 5.252428283527852e-03, 2.278880965548664e-20, 9.444242870994336e-15, 1.240373954251964e-19, 4.767380211691965e-03, 1.329013920897011e-03, 2.882868076813421e+01, 7.759421348039642e+00, 8.318185939306939e+04, 3.052524814237080e+02, 3.738080110934943e-18, 1.549152280114965e-12, 2.034602631118419e-17, 7.820000000000000e-01, 2.179999999984508e-01, 4.645293156745039e+03, 2.638922805540263e+03, 1.059600114318117e+03, 4.728808561438394e+03, 1.272788664786081e+03, 4.741385805872080e+00, 1.775133153117464e-01, 3.493081448379591e+05, -9.331340624912884e+05, 2.791213952207172e+06
124, 2.496167029718797e-02, 6.684908724490106e-03, 3.238914037480809e-20, 1.229214393817452e-14, 1.907325394683635e-19, 4.820620411827136e-03, 1.343855818118546e-03, 2.913153733427824e+01, 7.779215168868483e+00, 8.406236594875528e+04, 3.141206935452292e+02, 5.254159342427847e-18, 1.994028929568656e-12, 3.094059127707332e-17, 7.819999999999999e-01, 2.179999999980059e-01, 4.745605199832826e+03, 2.666134279774853e+03, 1.065741965276569e+03, 4.725711682154842e+03, 1.261942601232403e+03, 4.711540947256917e+00, 1.818202891913730e-01, 4.185406574437729e+05, -1.210345624799663e+06, 3.635699447374679e+06
