x,diffUB,diffLB,diffM
-0.05460651636123659,-0.0002776624726457122,0.002026744754206833,0.0008745411407805603
-0.049206450539405866,-0.0002757830903769021,0.002028497263365292,0.0008763570864942505
-0.04380638471757525,-0.00027390370810820297,0.002030249772523973,0.0008781730322078296
-0.03840631889574453,-0.00027202432583950387,0.0020320022816824324,0.0008799889779215198
-0.033006253073913916,-0.00026786228475439433,0.002035931901079868,0.0008840348081627925
-0.027606187252083192,-0.00026236044953853455,0.0020411393634465202,0.0008893894569540484
-0.02220612143025258,-0.000251355064982306,0.0020517700399509398,0.0009002074874844279
-0.016806055608421855,-0.00023283500898074738,0.0020699925652447604,0.000918578778132062
-0.011405989786591186,-0.00019488521289223737,0.002108351242898543,0.0009567330150032083
-0.006005923964760518,-8.548050072620939e-05,0.002223675364642963,0.0010690974319583768
-0.0006058581429298493,-0.004557776381725054,-0.004253438492797468,-0.004405607437261261
0.004794207678900819,-0.0048563768606944,-0.006618670282428907,-0.0057375235715616535
0.010194273500731488,-0.003752873771233678,-0.006477971983579023,-0.005115422877406295
0.015594339322562156,-0.0019768348269150193,-0.004404505362488598,-0.003190670094701753
0.020994405144392825,0.0012420046821771669,-0.0006382702071410229,0.0003018672375181275
0.026394470966223493,0.004268158747444906,0.003590792044662061,0.003929475396053372
0.03179453678805416,0.006425932273957713,0.006583851168972643,0.006504891721465067
0.03719460260988483,0.008080070769177383,0.008416965198439819,0.008248517983808545
0.042594668431715554,0.010127474269617909,0.010668098893105826,0.010397786581361812
0.04799473425354617,0.012722946446273475,0.015198593320880693,0.013960769883577084
0.05339480007537689,0.014355891196308868,0.018070559467208813,0.01621322533175884
0.05879486589720756,0.015391533502326804,0.019986447221418624,0.01768899036187266
0.06419493171903823,0.015525994963096701,0.02082797125744107,0.01817698311026894
0.0695949975408689,0.015793228987411312,0.021397467799384007,0.018595348393397604
0.07499506336269957,0.016428133311932158,0.022407335101082948,0.019417734206507387
0.08039512918453023,0.01702542006787322,0.02346475050575436,0.02024508528681368
0.0857951950063609,0.016952136123353112,0.023835335428900928,0.02039373577612702
0.09119526082819157,0.01653939686785022,0.023807838155217365,0.02017361751153368
0.09659532665002224,0.015908321293031213,0.0234213534884129,0.019664837390722
0.10199539247185296,0.01546189091201755,0.02320940686203299,0.019335648887025325
0.10739545829368358,0.015551915822988094,0.02356944880801337,0.019560682315500788
0.1127955241155143,0.01563955212077428,0.023926040637704205,0.019782796379239187
0.11819558993734491,0.015490164490915892,0.023965782372026512,0.019727973431471257
0.12359565575917564,0.014990306163166212,0.023510824063770697,0.019250565113468454
0.12899572158100625,0.014338710773345253,0.022709803015200647,0.01852425689427295
0.13439578740283697,0.014478636922308663,0.022591297438228075,0.01853496718026837
0.13979585322466764,0.014970855253438442,0.02264287808123555,0.018806866667337108
0.1451959190464983,0.015060918499607112,0.022128469514235638,0.018594694006921486
0.15059598486832898,0.014846136295800783,0.021085668168030036,0.01796590223191541
0.15599605069015965,0.014663824102856715,0.01990357091088346,0.0172836975068702
0.16139611651199032,0.014337194315812374,0.01836997487492331,0.016353584595367954
0.16679618233382099,0.01367845882209262,0.016350333827427344,0.015014396324759982
0.1721962481556517,0.012928398217546766,0.014151224715822197,0.013539811466684482
0.17759631397748232,0.013300596436652823,0.013342353810377405,0.013321475123515114
0.18299637979931305,0.017746481465831687,0.017783904383281035,0.01776519292455636
0.18839644562114366,0.03788530282864255,0.04990081469115837,0.04389305875990046
0.19379651144297438,-1.5,-1.5,-1.5
0.19919657726480505,-0.31007156681253356,0.3120721284225283,0.0010002808049973666
0.20459664308663572,0.03936554261538294,0.3301304005066461,0.18474797156101452
0.2099967089084664,0.042981955600951416,0.1544414060663284,0.0987116808336399
0.21539677473029706,0.0006275962860673445,0.059114658064064685,0.029871127175066015
0.22079684055212773,-9.035604349882931e-05,0.054927604270709196,0.027418624113605183
0.2261969063739584,0.11666563976841449,0.16783543692866498,0.14225053834853973
0.23159697219578906,0.18258787299675827,0.22302443971630925,0.20280615635653376
0.23699703801761973,0.1418511886337961,0.23096497013941697,0.18640807938660675
0.2423971038394504,0.09026510012098177,0.2295356005967899,0.15990035035888583
0.24779716966128107,0.041810798465911514,0.20190451657857977,0.12185765752224542
0.25319723548311174,0.0007430478588612566,0.15011622264986269,0.07542963525436219
0.25859730130494246,-0.03761421737759996,0.08642524762220738,0.024405515122303267
0.26399736712677313,-0.077752521273041,0.019891276102801392,-0.028930622585120247
0.2693974329486038,-0.11667665367371827,-0.041460900199376205,-0.07906877693654746
0.27479749877043447,-0.15024048097915177,-0.09160383964998875,-0.12092216031456982
0.28019756459226514,-0.1714329205388201,-0.1247754854765466,-0.14810420300768268
0.2855976304140958,-0.18737360590245578,-0.1490366160562946,-0.1682051109793754
0.2909976962359265,-0.2034692487622154,-0.16996702374196282,-0.18671813625208866
0.29639776205775714,-0.21719648714849749,-0.18600920359680284,-0.2016028453726495
0.3017978278795878,-0.23199683381772918,-0.2020683309619482,-0.21703258238983913
0.3071978937014185,-0.24978216486522786,-0.22077433892595888,-0.23527825189559337
0.31259795952324915,-0.26814880153438736,-0.2382028484310066,-0.253175824982697
0.3179980253450798,-0.2784223418289091,-0.24364783919357347,-0.26103509051124174
0.3233980911669105,-0.277905818297131,-0.2374576808513149,-0.25768174957422296
0.3287981569887412,-0.25752678918369654,-0.21611652608911225,-0.23682165763640395
0.3341982228105719,-0.18046040993439671,-0.14434851003782612,-0.16240445998611097
0.33959828863240255,-0.10156241308378444,-0.06658554364414204,-0.08407397836396324
0.3449983544542332,-0.06191331089494989,-0.027956029596008847,-0.044934670245480035
0.3503984202760639,-0.03674941007037136,-0.002719266522237085,-0.019734338296304443
0.35579848609789455,-0.019152493557594408,0.016502816639194506,-0.0013248384592001727
0.3611985519197252,-0.005450897799307963,0.03241984745099913,0.01348447482584536
0.3665986177415559,0.006582803926093561,0.04475943843403307,0.025671121180063317
0.37199868356338656,0.016591905760667824,0.052919454916729336,0.0347556803386988
0.3773987493852172,0.027849040788351598,0.06214573934781864,0.0449973900680849
0.3827988152070479,0.0380850487512121,0.0705394552668368,0.05431225200902423
0.38819888102887856,0.04735744324403779,0.0782099088850261,0.06278367606453239
0.39359894685070923,0.05591624410592955,0.08543287693595847,0.07067456052094423
0.39899901267253995,0.06385867589809369,0.09233918821436848,0.07809893205623109
0.4043990784943706,0.071432603162501,0.09915342014043471,0.08529301165146741
0.4097991443162013,0.07931994803580045,0.10643154864846593,0.09287574834213341
0.41519921013803196,0.08571298042913611,0.11231956344340954,0.09901627193627283
0.42059927595986263,0.09248223838029235,0.1187341322790596,0.1056081853296762
0.4259993417816933,0.09908802300541719,0.1251210826260607,0.1121045528157385
0.43139940760352397,0.10600060243909226,0.13192676311359008,0.11896368277634073
0.43679947342535463,0.11415058794463784,0.14002014489528314,0.1270853664199607
0.4421995392471853,0.12382672336703049,0.149646040074483,0.1367363817207563
0.44759960506901597,0.13392102768814196,0.15973453170662966,0.1468277796973858
0.4529996708908467,0.14497376998883782,0.1707136219359633,0.15784369596240033
0.4583997367126773,0.15671078981355535,0.18248084342403814,0.1695958166187972
0.46379980253450803,0.16863274202623524,0.19450129093354374,0.1815670164798897
0.46919986835633865,0.17743880119096467,0.20368162120923872,0.19056021120010147
0.47459993417816937,0.18382556061458288,0.21098188680242957,0.197403723708506
0.48,0.18884278074637217,0.2169975649431528,0.20292017284476227
