"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 9.007201053561678e-45, 1.282058005413296e-26, 1.971620465486389e-44, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526751e+00, 3.313136212977087e-17, 2.273700247243776e+04, 5.607787089153764e+01, 6.675491218709193e-42, 9.501694151290295e-24, 1.461223639365451e-41, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000260e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695599e+03, 2.455458867254931e-14, 8.999999999999696e+00, 1.177329908982858e-15
1, 0.000000000000000e+00, 0.000000000000000e+00, 2.996080223875176e-42, 2.085606712813100e-25, 6.537644891488154e-42, 1.409494167243776e-03, 3.746756647103708e-04, 1.016804691345830e+01, 3.459692352046638e-02, 2.998921862908775e+04, 7.415172982212148e+01, 1.679257305115209e-39, 1.168950777812894e-22, 3.664250327743560e-39, 7.900000000000000e-01, 2.100000000000000e-01, 5.915861670664983e+02, 1.147159588876002e+03, 1.000000149203154e+03, 5.699035333604730e+03, 1.939104837490354e+01, 8.364674071151439e+00, 9.116187215548998e-03
2, 1.931920337076797e-01, 5.173816881076040e-02, 9.803084980986974e-17, 2.700285606888190e-12, 4.766293104787166e-16, 7.189178521617505e-03, 1.911047452413059e-03, 4.529120626191110e+01, 1.339711043946519e+01, 1.458565258772181e+05, 7.297951121523755e+02, 1.077235335260103e-14, 2.967273135626095e-10, 5.237554668394181e-14, 7.899999999999648e-01, 2.099999997032446e-01, 1.012203020592715e+04, 3.848198561992478e+03, 1.251267014579516e+03, 4.976932042975330e+03, 1.472173380498524e+03, 4.159145766833691e+00, 4.401046492210128e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 4.703623358460201e-05, 1.678902026858181e-03, 4.458644137998639e-04, 7.378613074276040e-03, 1.125926373022613e-04, 3.047727316001362e+01, 2.816267446195132e+01, 1.523726049418198e+05, 7.841907565381992e+03, 4.867659398249183e-03, 1.737452726753010e-01, 4.614136674600269e-02, 7.635937773895628e-01, 1.165192379088427e-02, 1.325208386190050e+04, 4.086117642905801e+03, 4.779539076046487e+03, 3.154014975784824e+03, 2.914483082026082e+03, 3.045362549666171e+00, 5.816528295242475e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 1.696506377641220e-06, 8.892046620743473e-05, 2.102475301601499e-05, 3.837758607922429e-04, 4.945221886521707e-06, 2.332623235555908e+00, -2.929558526363991e-03, 8.118525915393197e+03, 3.207610597929311e+02, 3.390552514231543e-03, 1.777119816581192e-01, 4.201901633795237e-02, 7.669951771827034e-01, 9.883272306993323e-03, 4.577301636049281e+02, 2.720807614193651e+03, 4.079908123816313e+03, 4.661863745578907e+03, -5.854868663071122e+00, 4.046934716645580e+00, 3.062912800750903e-03
6, -3.632186890306500e-02, 0.000000000000000e+00, 7.541964205043624e-44, 4.302329836282474e-26, 1.695544505916243e-43, 1.065942355278786e-03, 2.833517653272723e-04, 7.724885620526758e+00, -1.181372013918435e-16, 2.273700247243778e+04, 5.607787089141994e+01, 5.589562786841480e-41, 3.188578213288300e-23, 1.256615944605658e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000264e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695599e+03, -8.755481817320911e-14, 8.999999999999696e+00, 1.192753444908397e-15
7, -2.650896669203175e-02, 0.000000000000000e+00, 1.448855273103964e-43, 6.385017363035192e-26, 3.289407206517296e-43, 1.065942355278787e-03, 2.833517653272724e-04, 7.724885620526759e+00, -1.161358073991606e-15, 2.273700247243777e+04, 5.607787089161552e+01, 1.073787583431539e-40, 4.732116790197863e-23, 2.437872630053262e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000265e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695598e+03, -8.607152853152298e-13, 8.999999999999694e+00, 1.200465212871167e-15
8, -1.946891746619603e-02, 0.000000000000000e+00, 2.057265381446500e-43, 7.858601705153771e-26, 4.701039127965899e-43, 1.065942355278787e-03, 2.833517653272725e-04, 7.724885620526761e+00, -2.494463031857739e-15, 2.273700247243777e+04, 5.607787089158438e+01, 1.524697506665517e-40, 5.824231785449373e-23, 3.484072935746836e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000266e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695597e+03, -1.848717039348920e-12, 8.999999999999694e+00, 1.203035802192090e-15
9, -1.441803665817253e-02, 0.000000000000000e+00, 2.583209696691408e-43, 8.971954453236773e-26, 5.931583212164399e-43, 1.065942355278785e-03, 2.833517653272721e-04, 7.724885620526749e+00, -2.500772406788754e-15, 2.273700247243773e+04, 5.607787089154697e+01, 1.914489700385797e-40, 6.649368967239606e-23, 4.396063928226510e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000261e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695596e+03, -1.853393095395310e-12, 8.999999999999691e+00, 1.179900498303781e-15
10, -1.079409732605052e-02, 0.000000000000000e+00, 2.963289310745024e-43, 9.712866952457453e-26, 6.825907010484710e-43, 1.065942355278785e-03, 2.833517653272718e-04, 7.724885620526731e+00, -2.155947924123972e-15, 2.273700247243765e+04, 5.607787089152529e+01, 2.196177442331118e-40, 7.198480156494542e-23, 5.058872566211693e-40, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000258e+02, 1.000000000000067e+03, 9.999999999997042e+02, 5.725131016695587e+03, -1.597833927532119e-12, 8.999999999999677e+00, 1.167047551699165e-15
