"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 3.430482675570798e-48, 1.183219930819243e-28, 7.604211750056958e-48, 9.440263317317157e-04, 2.419363965744598e-04, 6.132582575544880e+00, 7.019079793274555e-17, 1.631953989628967e+04, 3.664097080508222e+01, 2.892572079790659e-45, 9.976872818837660e-26, 6.411847158904818e-45, 7.960000000000000e-01, 2.040000000000000e-01, 3.140999999999975e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159411e+03, 5.918465754231078e-14, 8.492000000000036e+00, -1.613269529945735e-16, 4.000000000000000e+00, 4.153117199851904e-17, 4.000000000000000e+00
3, -3.640905996670419e-02, 0.000000000000000e+00, 1.572063527632749e-47, 2.798059978345373e-28, 3.601468614234351e-47, 9.440263317317139e-04, 2.419363965744593e-04, 6.132582575544866e+00, -1.624760050543851e-15, 1.631953989628962e+04, 3.664097080492725e+01, 1.325558965818442e-44, 2.359315273205629e-25, 3.036746879371221e-44, 7.959999999999999e-01, 2.040000000000000e-01, 3.140999999999968e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159409e+03, -1.369992506311206e-12, 8.492000000000035e+00, -2.007624303932470e-16, 4.000000000000000e+00, -2.105143519225468e-17, 4.000000000000000e+00
4, -2.648758523368654e-02, 0.000000000000000e+00, 2.528176200791078e-47, 3.820349111596298e-28, 5.822941782878579e-47, 9.440263317317130e-04, 2.419363965744591e-04, 6.132582575544863e+00, -5.752423667298046e-15, 1.631953989628962e+04, 3.664097080514549e+01, 2.131750130463119e-44, 3.221306218495277e-25, 4.909885988740203e-44, 7.959999999999999e-01, 2.040000000000000e-01, 3.140999999999965e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159411e+03, -4.850425337998464e-12, 8.492000000000038e+00, -2.222726907925235e-16, 3.999999999999999e+00, 9.025737798399480e-17, 3.999999999999999e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 3.279548563022195e-47, 4.496936334247574e-28, 7.583659818777882e-47, 9.440263317317168e-04, 2.419363965744601e-04, 6.132582575544888e+00, -3.047523693634656e-15, 1.631953989628970e+04, 3.664097080516972e+01, 2.765304916206037e-44, 3.791802412433497e-25, 6.394517835825299e-44, 7.959999999999999e-01, 2.040000000000000e-01, 3.140999999999979e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159412e+03, -2.569662284401812e-12, 8.492000000000038e+00, -1.362316491954176e-16, 4.000000000000000e+00, 8.042695346423264e-17, 4.000000000000000e+00
22, -1.395714581734536e-02, 0.000000000000000e+00, 3.822206959096984e-47, 4.948902973314155e-28, 8.859783507793969e-47, 9.440263317317128e-04, 2.419363965744590e-04, 6.132582575544862e+00, 5.743826696614303e-15, 1.631953989628962e+04, 3.664097080495721e+01, 3.222872749598106e-44, 4.172899244803695e-25, 7.470541271096927e-44, 7.959999999999999e-01, 2.040000000000000e-01, 3.140999999999964e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159411e+03, 4.843176399664609e-12, 8.492000000000038e+00, -2.258577341924029e-16, 4.000000000000000e+00, 4.156375917034625e-17, 4.000000000000000e+00
24, -1.009678458521239e-02, 0.000000000000000e+00, 4.213940458196641e-47, 5.254511770116347e-28, 9.784543635257517e-47, 9.440263317317047e-04, 2.419363965744569e-04, 6.132582575544810e+00, 3.821695355322805e-15, 1.631953989628948e+04, 3.664097080521455e+01, 3.553181189947812e-44, 4.430587610135983e-25, 8.250296068943234e-44, 7.960000000000000e-01, 2.040000000000000e-01, 3.140999999999937e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159412e+03, 3.222441366923141e-12, 8.492000000000042e+00, -3.979398173866146e-16, 4.000000000000000e+00, 3.960331186252706e-17, 4.000000000000000e+00
28, -7.278131510363134e-03, 0.000000000000000e+00, 4.525665683900127e-47, 5.489580573078418e-28, 1.052142441366017e-46, 9.440263317317095e-04, 2.419363965744582e-04, 6.132582575544848e+00, -8.816952750428082e-15, 1.631953989628959e+04, 3.664097080527071e+01, 3.816026908673460e-44, 4.628796877047582e-25, 8.871631597299204e-44, 7.960000000000002e-01, 2.040000000000000e-01, 3.140999999999954e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159418e+03, -7.434426512729245e-12, 8.492000000000047e+00, -2.903885153902322e-16, 4.000000000000001e+00, -8.435386513546406e-17, 4.000000000000001e+00
29, -5.219729353472306e-03, 0.000000000000000e+00, 4.775253849534422e-47, 5.672301256680282e-28, 1.111239879107390e-46, 9.440263317317241e-04, 2.419363965744619e-04, 6.132582575544939e+00, -1.106235314196807e-14, 1.631953989628983e+04, 3.664097080510437e+01, 4.026478856004631e-44, 4.782866376232218e-25, 9.369939312464594e-44, 7.960000000000000e-01, 2.040000000000000e-01, 3.141000000000002e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159414e+03, -9.327740980332096e-12, 8.492000000000045e+00, 1.075513019963823e-17, 4.000000000000001e+00, 4.112269570516860e-17, 4.000000000000001e+00
33, -2.617116624604489e-03, 0.000000000000000e+00, 5.185343140460809e-47, 5.961317711996791e-28, 1.208604943929872e-46, 9.440263317317172e-04, 2.419363965744601e-04, 6.132582575544895e+00, -1.510643066072884e-15, 1.631953989628972e+04, 3.664097080510581e+01, 4.372264841633472e-44, 5.026564132003457e-25, 1.019091844189769e-43, 7.960000000000000e-01, 2.040000000000000e-01, 3.140999999999980e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159415e+03, -1.273769428007593e-12, 8.492000000000045e+00, -1.290615623956588e-16, 2.382139094418835e+05, -3.020297794477872e+05, 4.557995670558186e+05
37, -8.698244975333391e-04, 0.000000000000000e+00, 5.421801763460322e-47, 6.122097592566916e-28, 1.264890408243421e-46, 9.440263317317205e-04, 2.419363965744610e-04, 6.132582575544919e+00, -1.186890885265766e-15, 1.631953989628979e+04, 3.664097080511363e+01, 4.571646000379675e-44, 5.162133215864745e-25, 1.066551568656771e-43, 7.960000000000000e-01, 2.040000000000000e-01, 3.140999999999991e+02, 9.155999999999920e+02, 9.156000000000255e+02, 5.170974120159418e+03, -1.000782618995885e-12, 8.492000000000049e+00, -6.094573779794998e-17, 7.266744095719325e+05, -1.059174519117507e+06, 1.736556535036396e+06
38, 0.000000000000000e+00, 0.000000000000000e+00, 1.606332516726893e-43, 9.071189611787531e-27, 3.471400437671351e-43, 1.372771656244704e-03, 3.518158516004015e-04, 8.849783320519709e+00, 1.042263586265034e-01, 2.363212928169395e+04, 5.328224920046567e+01, 9.314299850948281e-41, 5.259918427173407e-24, 2.012887384304964e-40, 7.960000000000000e-01, 2.040000000000000e-01, 5.559559679204881e+02, 1.114458879196149e+03, 9.156008508718725e+02, 5.131536254473761e+03, 6.043552916415104e+01, 7.638991163492457e+00, 1.525355368997007e-02, 9.958147395926643e+05, -1.701531236471491e+06, 3.389602308018231e+06
39, 1.782976449799005e-03, 4.774934803206855e-04, 2.106014705945168e-32, 1.171710666966635e-21, 4.774441529732508e-32, 2.367949148607197e-03, 6.068613395927993e-04, 1.491085066728051e+01, 8.895902539044066e-01, 4.028675829171713e+04, 9.193257135536274e+01, 7.079492002260214e-30, 3.938774155914771e-19, 1.604956533759378e-29, 7.959999999999999e-01, 2.040000000000000e-01, 1.436244665631908e+03, 1.669083303715014e+03, 9.156702903824195e+02, 5.012369939673971e+03, 2.990409834283869e+02, 6.107537783903885e+00, 7.077226190571841e-02, 1.303812280770122e+06, -2.700341246766200e+06, 6.215975275386637e+06
49, 3.565952899598004e-03, 9.549869606413694e-04, 1.403223979262962e-30, 9.279001304405632e-21, 3.182236947550529e-30, 2.556931599812613e-03, 6.552940280926797e-04, 1.595375797893285e+01, 1.507780957308718e+00, 4.335235356249653e+04, 9.930089568386695e+01, 4.368385480374899e-28, 2.888651788279428e-18, 9.906642048758202e-28, 7.960000000000000e-01, 2.040000000000000e-01, 1.700499351794556e+03, 1.830118942405842e+03, 9.157546595722224e+02, 4.966574527125096e+03, 4.693882472670356e+02, 5.794804227017409e+00, 8.743847476730600e-02, 2.813340479620867e+06, -6.621070626310664e+06, 1.584590937628631e+07
51, 6.240417574296114e-03, 1.671227181122291e-03, 1.065187328788114e-22, 1.245700985670888e-16, 3.300942443538881e-22, 4.923626999286303e-03, 1.261834055093350e-03, 2.880062114149514e+01, 8.118799353526983e+00, 8.216873220560183e+04, 1.949913048358598e+02, 1.722082346689226e-20, 2.013917757656621e-14, 5.336615030825490e-20, 7.960000000000000e-01, 2.039999999999798e-01, 4.585032744518300e+03, 2.562590742512813e+03, 9.210133533268943e+02, 4.656180176108634e+03, 1.312561712401092e+03, 4.748813294485087e+00, 2.693623915295678e-01, 5.975869068849840e+05, -1.438318280336573e+05, 4.818034568325574e+06
