"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 7.170319578590339e-45, 1.140093903914948e-26, 1.566103536163918e-44, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526755e+00, 1.265928573185915e-18, 2.273700247243775e+04, 5.607787089159054e+01, 5.314126452555558e-42, 8.449558080063792e-24, 1.160683584288115e-41, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999999e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695602e+03, 9.382154371333823e-16, 9.000000000000002e+00, -2.570589320923272e-18, 4.000000000000001e+00, 3.518042528873984e-17, 4.000000000000001e+00
1, 0.000000000000000e+00, 0.000000000000000e+00, 1.020898708315661e-41, 3.001884955936914e-25, 2.212565533373973e-41, 1.400606216896181e-03, 3.723130449977189e-04, 1.010530066868741e+01, 3.632755591552674e-02, 2.980235733501902e+04, 7.368421726962328e+01, 5.758292158352988e-39, 1.693187625887817e-22, 1.247978732551209e-38, 7.900000000000000e-01, 2.100000000000000e-01, 5.856118461079886e+02, 1.142780749175792e+03, 1.000000453235789e+03, 5.699808719937162e+03, 2.049024831323693e+01, 8.381827321427751e+00, 8.846014767031807e-03, 1.058838890715112e+06, -7.325122904408823e+05, 9.327128715136193e+05
2, 1.931920337076797e-01, 5.173816881076040e-02, 1.469828333532031e-15, 9.536759650496503e-12, 4.690738279601380e-15, 7.263901291466749e-03, 1.930910460345278e-03, 4.541736499496377e+01, 1.358685714526614e+01, 1.469106611401186e+05, 7.548998400300493e+02, 1.598540972540189e-13, 1.037189221271362e-09, 5.101505502609825e-13, 7.899999999996019e-01, 2.099999989625388e-01, 1.068910238878580e+04, 4.021984707560116e+03, 1.262246980878923e+03, 4.939455659750348e+03, 1.477665611640969e+03, 4.041367960600970e+00, 4.657489494172871e-01, 1.098176867577908e+07, -1.824432600059608e+06, 2.272187917073510e+06
3, 3.346696875411197e-01, 1.931032050318336e-01, 7.158635150737121e-05, 1.667186235707492e-03, 3.500989857418011e-04, 6.964715622842446e-03, 5.999060186843182e-05, 2.793299139086799e+01, 2.575883505731593e+01, 1.428023065326549e+05, 7.528810369247502e+03, 7.854911989196215e-03, 1.829343286161642e-01, 3.841509816610143e-02, 7.642131089970988e-01, 6.582552231439265e-03, 1.340510076319875e+04, 4.340142087190531e+03, 4.889223770609635e+03, 3.064986332592337e+03, 2.826424004841264e+03, 2.851558631894338e+00, 5.885726035329369e-01, 5.779816761630691e+05, -3.350317841282423e+05, 3.629745014239319e+05
4, 4.846696875411197e-01, 1.931032050318336e-01, 3.004105524556900e-06, 1.006751103068285e-04, 1.602830222662224e-05, 4.101270171042846e-04, 2.587053861901885e-06, 2.430395497787127e+00, 5.080160393779285e-03, 8.599466095989066e+03, 3.484223002530752e+02, 5.642343560979059e-03, 1.890890835049396e-01, 3.010453099018472e-02, 7.703050093365913e-01, 4.859032607305345e-03, 5.262798905205575e+02, 2.908558076096137e+03, 4.184949136573272e+03, 4.564795169635178e+03, 9.541612320961754e+00, 3.807228982092072e+00, 6.162888127587160e-03, 7.658623213044296e+03, -6.518058673953397e+03, 7.371641233324501e+04
6, -3.640905996670419e-02, 0.000000000000000e+00, 7.364962992326810e-44, 4.279921245851506e-26, 1.653270187507092e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526753e+00, 1.147443428039988e-17, 2.273700247243775e+04, 5.607787089151415e+01, 5.458382186545597e-41, 3.171970573716804e-23, 1.225285252680490e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999999e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695601e+03, 8.504027480121203e-15, 9.000000000000000e+00, -2.570589320923272e-18, 4.000000000000000e+00, -9.650171811245886e-17, 4.000000000000000e+00
7, -2.648758523368654e-02, 0.000000000000000e+00, 1.424336916562315e-43, 6.352227296201375e-26, 3.230207634707028e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526755e+00, 1.364730504038203e-17, 2.273700247243776e+04, 5.607787089152038e+01, 1.055616336579419e-40, 4.707815145113187e-23, 2.393998154572947e-40, 7.900000000000001e-01, 2.100000000000000e-01, 3.900000000000000e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695602e+03, 1.011440339949908e-14, 9.000000000000000e+00, 0.000000000000000e+00, 4.000000000000001e+00, -1.241317569540424e-18, 4.000000000000001e+00
8, -1.924472747190228e-02, 0.000000000000000e+00, 2.083223595431113e-43, 7.931406823940436e-26, 4.759595903450647e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526755e+00, 1.944768436893204e-17, 2.273700247243776e+04, 5.607787089151522e+01, 1.543935872554903e-40, 5.878189716248016e-23, 3.527471016706718e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000000e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695601e+03, 1.441322842212994e-14, 9.000000000000000e+00, 0.000000000000000e+00, 4.000000000000000e+00, 4.466296092797833e-17, 4.000000000000000e+00
9, -1.395714581734536e-02, 0.000000000000000e+00, 2.720633301241272e-43, 9.243006625287885e-26, 6.254007867796776e-43, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526751e+00, 1.697057642283472e-17, 2.273700247243775e+04, 5.607787089151921e+01, 2.016338216918381e-40, 6.850253391111081e-23, 4.635021951320509e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999998e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695601e+03, 1.257737372724348e-14, 9.000000000000000e+00, -7.711767962769815e-18, 4.000000000000000e+00, 5.613763889234048e-17, 4.000000000000000e+00
10, -1.009678458521239e-02, 0.000000000000000e+00, 3.140735033613466e-43, 1.003196262022691e-25, 7.245567058590555e-43, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526753e+00, 3.887722030413544e-17, 2.273700247243776e+04, 5.607787089151752e+01, 2.327687481660971e-40, 7.434970972615590e-23, 5.369894486263746e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999998e+02, 9.999999999999998e+02, 1.000000000000001e+03, 5.725131016695603e+03, 2.881300652720040e-14, 9.000000000000002e+00, -7.711767962769815e-18, 4.000000000000000e+00, -2.118219796033857e-17, 4.000000000000000e+00
