"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 4.388893803130314e-43, 8.358963641709239e-26, 1.135854281016724e-42, 1.065942355278766e-03, 2.833517653272668e-04, 7.724885620526642e+00, -6.571562497826760e-14, 2.273700247243750e+04, 5.607787089130533e+01, 3.252733215171093e-40, 6.195064155437678e-23, 8.418137036768211e-40, 7.900000000000000e-01, 2.099999999999999e-01, 3.899999999998325e+02, 9.999999999995887e+02, 9.999999999999795e+02, 5.725131016695622e+03, -4.870370660827570e-11, 9.000000000001883e+00, -7.575526728760883e-15, 4.000000000000001e+00, 4.939161957951266e-17, 4.000000000000001e+00
2, -3.640905996670419e-02, 0.000000000000000e+00, 8.805238687669003e-43, 1.383911989539121e-25, 2.313475730839871e-42, 1.065942355278799e-03, 2.833517653272756e-04, 7.724885620526851e+00, 1.900330785252307e-14, 2.273700247243805e+04, 5.607787089153246e+01, 6.525811202463312e-40, 1.025656280868916e-22, 1.714582236377571e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000067e+02, 1.000000000000004e+03, 9.999999999999795e+02, 5.725131016695600e+03, 1.408388842900107e-11, 8.999999999999979e+00, 3.007589505480228e-16, 4.000000000000001e+00, -8.000407972916544e-17, 4.000000000000001e+00
3, -2.648758523368654e-02, 0.000000000000000e+00, 1.150355250662721e-42, 1.687573857687633e-25, 3.035224581264531e-42, 1.065942355278797e-03, 2.833517653272751e-04, 7.724885620526839e+00, 1.919974005730855e-14, 2.273700247243801e+04, 5.607787089190545e+01, 8.525607820376540e-40, 1.250708671975546e-22, 2.249490703999494e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000029e+02, 9.999999999999964e+02, 9.999999999999797e+02, 5.725131016695602e+03, 1.422946988658371e-11, 9.000000000000018e+00, 1.311000553670869e-16, 3.999999999999999e+00, 9.177774428420142e-17, 4.000000000000000e+00
4, -1.924472747190228e-02, 0.000000000000000e+00, 1.344321118800729e-42, 1.886932235241739e-25, 3.558058450508699e-42, 1.065942355278765e-03, 2.833517653272668e-04, 7.724885620526641e+00, -7.669250933115930e-14, 2.273700247243751e+04, 5.607787089173004e+01, 9.963143678391858e-40, 1.398458798882358e-22, 2.636977658296329e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999998159e+02, 9.999999999995465e+02, 9.999999999999806e+02, 5.725131016695625e+03, -5.683898577777323e-11, 9.000000000002078e+00, -8.326138810470477e-15, 4.000000000000000e+00, 5.768248546832806e-17, 4.000000000000000e+00
11, -1.395714581734536e-02, 0.000000000000000e+00, 1.488814197955581e-42, 2.027628300761768e-25, 3.949190549092712e-42, 1.065942355278791e-03, 2.833517653272735e-04, 7.724885620526809e+00, -2.153065841340389e-14, 2.273700247243795e+04, 5.607787089198078e+01, 1.103402271764771e-39, 1.502732628710347e-22, 2.926856708838876e-39, 7.899999999999999e-01, 2.099999999999999e-01, 3.899999999999284e+02, 9.999999999998111e+02, 9.999999999999810e+02, 5.725131016695611e+03, -1.595697934541724e-11, 9.000000000000865e+00, -3.236371955042399e-15, 4.013067578355940e+00, -4.695442610529012e-02, 4.168716656661550e+00
12, -1.009678458521239e-02, 0.000000000000000e+00, 1.592496005178405e-42, 2.125532534166724e-25, 4.230354240911059e-42, 1.065942355278808e-03, 2.833517653272779e-04, 7.724885620526913e+00, 2.216879604036689e-14, 2.273700247243823e+04, 5.607787089193857e+01, 1.180243788850926e-39, 1.575292222582251e-22, 3.135235065732620e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000139e+02, 1.000000000000015e+03, 9.999999999999810e+02, 5.725131016695598e+03, 1.642992117271581e-11, 8.999999999999929e+00, 6.272237943052783e-16, 4.000000000000000e+00, -1.065600955821736e-16, 4.000000000000000e+00
15, -7.278131510363134e-03, 0.000000000000000e+00, 1.666170284944744e-42, 2.193040612916780e-25, 4.430784255439269e-42, 1.065942355278796e-03, 2.833517653272749e-04, 7.724885620526839e+00, -6.274806916533010e-15, 2.273700247243803e+04, 5.607787089109770e+01, 1.234845879411629e-39, 1.625324367330466e-22, 3.283779413082349e-39, 7.900000000000000e-01, 2.099999999999999e-01, 3.899999999999629e+02, 9.999999999998944e+02, 9.999999999999820e+02, 5.725131016695605e+03, -4.650436714060915e-12, 9.000000000000481e+00, -1.678594826562896e-15, 4.000000000000001e+00, 9.216288710094357e-18, 4.000000000000001e+00
16, -5.219729353472306e-03, 0.000000000000000e+00, 1.719314267791899e-42, 2.241129746953521e-25, 4.575417864750007e-42, 1.065942355278798e-03, 2.833517653272753e-04, 7.724885620526847e+00, 8.431445195100606e-15, 2.273700247243805e+04, 5.607787089091359e+01, 1.274232386797640e-39, 1.660964583427411e-22, 3.390971467877463e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999808e+02, 9.999999999999387e+02, 9.999999999999839e+02, 5.725131016695603e+03, 6.248782282778632e-12, 9.000000000000275e+00, -8.688591904720658e-16, 4.000000000000000e+00, -2.018924248090264e-17, 4.000000000000000e+00
17, -3.165922246397782e-03, -6.938893903907228e-18, 1.778079137908104e-42, 2.293494859373191e-25, 4.735580787388042e-42, 1.065942355278797e-03, 2.833517653272750e-04, 7.724885620526833e+00, 1.869106173845739e-14, 2.273700247243799e+04, 5.607787089127401e+01, 1.317784692569054e-39, 1.699773847930951e-22, 3.509672735593725e-39, 7.900000000000001e-01, 2.099999999999999e-01, 3.900000000000028e+02, 9.999999999999964e+02, 9.999999999999854e+02, 5.725131016695599e+03, 1.385247401067886e-11, 9.000000000000012e+00, 1.259588767252403e-16, 4.000000000000000e+00, -1.038342018592312e-16, 4.000000000000000e+00
18, -1.675430254851178e-03, -6.938893903907228e-18, 1.815538557276890e-42, 2.326440016977813e-25, 4.837793373132962e-42, 1.065942355278795e-03, 2.833517653272744e-04, 7.724885620526821e+00, 1.868374740510930e-14, 2.273700247243795e+04, 5.607787089162848e+01, 1.345546926760042e-39, 1.724190435168305e-22, 3.585425371126605e-39, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000013e+02, 9.999999999999944e+02, 9.999999999999864e+02, 5.725131016695600e+03, 1.384705315155233e-11, 9.000000000000021e+00, 5.912355438123526e-17, 2.700681455259749e+05, -7.917735728468200e+05, 2.322914752049907e+06
