"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 1.738563139417150e-45, 5.357098038806164e-27, 3.808926865038673e-45, 1.001265966694433e-03, 3.144580368462148e-04, 6.825883304950946e+00, -8.399888850236176e-18, 1.829606225025250e+04, 5.318917478958901e+01, 1.321373733958362e-42, 4.071597101208213e-24, 2.894928461279684e-42, 7.610000000000000e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171951e+03, -6.384233188443668e-15, 8.236000000000049e+00, -2.407789571075272e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 2.742291854844196e-42, 1.449450102989420e-25, 5.951136076477819e-42, 1.315607875603394e-03, 4.131803972000148e-04, 8.921484210169512e+00, 3.831246498186076e-02, 2.397013498801863e+04, 6.988773416576370e+01, 1.586250842850343e-39, 8.384196756720167e-23, 3.442374158882647e-39, 7.609999999999999e-01, 2.390000000000000e-01, 5.598446405311427e+02, 1.124557049426610e+03, 9.842004959629021e+02, 5.160541837608837e+03, 2.216145585007535e+01, 7.664300401806033e+00, 1.055820509181580e-02
2, 1.931920337076797e-01, 5.173816881076040e-02, 3.093020956221384e-17, 7.545990509750483e-13, 9.751136489564226e-17, 6.469543056355580e-03, 2.031827581990424e-03, 3.780711496365281e+01, 1.143418964313535e+01, 1.118083872390659e+05, 5.604042157307118e+02, 3.638261508086137e-15, 8.876204591108960e-11, 1.147007571310371e-14, 7.609999999999910e-01, 2.389999999112318e-01, 8.818558161093035e+03, 3.602171683583806e+03, 1.158394602405324e+03, 4.447178763123780e+03, 1.344981900982598e+03, 3.855419274306718e+00, 4.769914277661966e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 8.409125480698618e-06, 1.245513054007733e-03, 6.252848702805347e-04, 6.224288065343494e-03, 4.701935773916448e-04, 2.391192938650227e+01, 2.196866793960339e+01, 1.109070651284819e+05, 6.197915645686269e+03, 9.808060197066214e-04, 1.452715509832627e-01, 7.293067111559758e-02, 7.259755151578259e-01, 5.484145672360725e-02, 1.074600961595150e+04, 3.844624780719741e+03, 4.275924450326095e+03, 2.788989692080637e+03, 2.562335620934124e+03, 2.817971503929294e+00, 5.858494710195106e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 2.025860965916581e-07, 8.219080603583572e-05, 3.918225486839911e-05, 3.966852790177722e-04, 2.730799527723016e-05, 2.263442817062452e+00, 2.405466826453906e-03, 7.272645670408877e+03, 2.859878502045411e+02, 3.713299799234862e-04, 1.506515544188571e-01, 7.181907425249569e-02, 7.271038791498058e-01, 5.005416219891803e-02, 4.684957613611141e+02, 2.624292410216379e+03, 3.475972781392216e+03, 4.148775211913371e+03, 4.409097975633343e+00, 3.727689747431274e+00, 5.399029635143690e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 1.781893868806985e-44, 2.011058706100030e-26, 4.029071454100402e-44, 1.001265966694432e-03, 3.144580368462147e-04, 6.825883304950945e+00, -4.954166466498483e-17, 1.829606225025249e+04, 5.318917478946429e+01, 1.354306726951748e-41, 1.528480669721172e-23, 3.062246674270643e-41, 7.609999999999999e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171951e+03, -3.765353868415180e-14, 8.236000000000049e+00, -2.439893432022943e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 3.443254284799253e-44, 2.984798381403692e-26, 7.877873750054275e-44, 1.001265966694433e-03, 3.144580368462148e-04, 6.825883304950946e+00, -5.902423298400907e-17, 1.829606225025249e+04, 5.318917478945902e+01, 2.617003471498100e-41, 2.268559647290406e-23, 5.987481971032460e-41, 7.610000000000000e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171952e+03, -4.486064921303657e-14, 8.236000000000050e+00, -2.407789571075272e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 5.033089342709337e-44, 3.726826693451348e-26, 1.161380558658768e-43, 1.001265966694433e-03, 3.144580368462148e-04, 6.825883304950946e+00, -2.101751563312958e-17, 1.829606225025249e+04, 5.318917478945469e+01, 3.825338238996296e-41, 2.832529226055283e-23, 8.826931450163280e-41, 7.610000000000000e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171951e+03, -1.597410670974376e-14, 8.236000000000049e+00, -2.407789571075272e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 6.569854829195744e-44, 4.343124061534313e-26, 1.526675905980627e-43, 1.001265966694432e-03, 3.144580368462147e-04, 6.825883304950945e+00, -6.124624909109653e-18, 1.829606225025249e+04, 5.318917478946015e+01, 4.993338125257345e-41, 3.300938532584991e-23, 1.160331423514584e-40, 7.609999999999999e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171951e+03, -4.654946548537634e-15, 8.236000000000049e+00, -2.439893432022943e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 7.582148204900123e-44, 4.713840420834425e-26, 1.769161314222573e-43, 1.001265966694432e-03, 3.144580368462148e-04, 6.825883304950945e+00, -1.297306410539242e-29, 1.829606225025249e+04, 5.318917478960053e+01, 5.762719373133245e-41, 3.582696985195496e-23, 1.344629503955019e-40, 7.609999999999999e-01, 2.390000000000000e-01, 3.728999999999957e+02, 9.841999999999889e+02, 9.842000000000004e+02, 5.187929449171951e+03, -9.860019328127762e-27, 8.236000000000049e+00, -2.439893432022943e-16
