"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 8.035766652139282e-45, 1.454466421239811e-26, 1.776557185240401e-44, 1.520938658303146e-03, 4.698187478528044e-04, 1.111039407470101e+01, 3.260645046734093e-16, 3.190354312745042e+04, 8.140889190401343e+01, 4.036537363764443e-42, 7.306095743972691e-24, 8.924026502409657e-42, 7.639999999999999e-01, 2.360000000000000e-01, 5.668999999999821e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059648e+03, 1.637891707272474e-13, 8.839000000000135e+00, -5.757040016511308e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 1.239635863512288e-41, 3.909757063749151e-25, 2.704511992297153e-41, 1.998448777322054e-03, 6.173218736230428e-04, 1.453164859642208e+01, 5.416409582245098e-02, 4.181356941045650e+04, 1.069680692202534e+02, 4.739084686436094e-39, 1.494686494145244e-22, 1.033925505403156e-38, 7.640000000000000e-01, 2.360000000000000e-01, 8.512132965296712e+02, 1.129606786960058e+03, 9.885007086857634e+02, 5.555398593975236e+03, 2.070674499038403e+01, 8.230665318255701e+00, 9.170364121011873e-03
2, 1.931920337076797e-01, 5.173816881076040e-02, 3.408342460157072e-15, 2.598461744523253e-11, 1.249011847520121e-14, 1.029957714137121e-02, 3.181544745429906e-03, 6.486704982814602e+01, 1.942569087968443e+01, 2.048535666276886e+05, 1.272218594647251e+03, 2.528233541839364e-13, 1.927481823345698e-09, 9.264895426352186e-13, 7.639999999993148e-01, 2.359999980720241e-01, 1.503158914782131e+04, 3.870503074101562e+03, 1.324358639520537e+03, 4.811695217038909e+03, 1.440955063334741e+03, 4.020171789862122e+00, 4.665503442922065e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 4.491332775947805e-05, 2.661932115940071e-03, 6.880488318865596e-04, 1.013313499979074e-02, 2.144133169195266e-04, 4.100383599926721e+01, 3.787035529433413e+01, 2.052938749329297e+05, 9.884440496226302e+03, 3.268220147752714e-03, 1.937015270802204e-01, 5.006743359235571e-02, 7.373605479328025e-01, 1.560227124686848e-02, 1.885357731091036e+04, 4.042444095029747e+03, 4.460258721027229e+03, 2.983737113972213e+03, 2.755722284447685e+03, 2.874738332327732e+00, 5.898264047140452e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 1.214246324328773e-06, 1.518242030163362e-04, 3.344586340691147e-05, 5.651213205613272e-04, 1.010631896539348e-05, 3.384553386114732e+00, 9.644932525944958e-03, 1.172072029898272e+04, 3.984099077283101e+02, 1.594101708268213e-03, 1.993197068301527e-01, 4.390880740029062e-02, 7.419094828090916e-01, 1.326790125219689e-02, 7.032569015241799e+02, 2.712732289856089e+03, 3.625345572401753e+03, 4.443350765350646e+03, 1.266217826456235e+01, 3.832364878893261e+00, 4.398114518921878e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 8.183164298851035e-44, 5.460078083369659e-26, 1.890313022096729e-43, 1.520938658303146e-03, 4.698187478528044e-04, 1.111039407470103e+01, 2.730594808848954e-15, 3.190354312745053e+04, 8.140889190437829e+01, 4.110578352513730e-41, 2.742713937160623e-23, 9.495446387648130e-41, 7.639999999999999e-01, 2.360000000000000e-01, 5.668999999999821e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059657e+03, 1.371636142307058e-12, 8.839000000000150e+00, -5.757040016511308e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 1.577455218485930e-43, 8.103807301186481e-26, 3.703797763272018e-43, 1.520938658303150e-03, 4.698187478528054e-04, 1.111039407470105e+01, 9.342011325249180e-16, 3.190354312745057e+04, 8.140889190433414e+01, 7.923894762907903e-41, 4.070715636233394e-23, 1.860496789723792e-40, 7.640000000000000e-01, 2.360000000000000e-01, 5.668999999999835e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059655e+03, 4.692691985653891e-13, 8.839000000000144e+00, -5.317011480217450e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 2.301761939033922e-43, 1.011843398092446e-25, 5.468343583277499e-43, 1.520938658303153e-03, 4.698187478528063e-04, 1.111039407470106e+01, -2.394041708129832e-15, 3.190354312745062e+04, 8.140889190407800e+01, 1.156224224968975e-40, 5.082705682588711e-23, 2.746865874449546e-40, 7.639999999999999e-01, 2.360000000000000e-01, 5.668999999999845e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059654e+03, -1.202578325579404e-12, 8.839000000000143e+00, -4.986990077997057e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 3.000212770898096e-43, 1.179169779058885e-25, 7.196959572612965e-43, 1.520938658303160e-03, 4.698187478528085e-04, 1.111039407470108e+01, -1.301901889296878e-14, 3.190354312745055e+04, 8.140889190457102e+01, 1.507071008059854e-40, 5.923221862254881e-23, 3.615186637185420e-40, 7.640000000000000e-01, 2.360000000000000e-01, 5.668999999999872e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059635e+03, -6.539731487478280e-12, 8.839000000000111e+00, -4.106933005409341e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 3.459552641938078e-43, 1.279820260431366e-25, 8.345849619059951e-43, 1.520938658303157e-03, 4.698187478528075e-04, 1.111039407470106e+01, -1.078368795146262e-14, 3.190354312745050e+04, 8.140889190426175e+01, 1.737807244237896e-40, 6.428810745467094e-23, 4.192298666453437e-40, 7.640000000000001e-01, 2.360000000000000e-01, 5.668999999999859e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059636e+03, -5.416876972611789e-12, 8.839000000000112e+00, -4.546961541703199e-16
11, -7.278131510363134e-03, 0.000000000000000e+00, 3.829069437890544e-43, 1.356823140640774e-25, 9.275778560653277e-43, 1.520938658303158e-03, 4.698187478528081e-04, 1.111039407470106e+01, -7.071669062704389e-15, 3.190354312745046e+04, 8.140889190423890e+01, 1.923423429720775e-40, 6.815612673071594e-23, 4.659421852190544e-40, 7.639999999999999e-01, 2.360000000000000e-01, 5.668999999999866e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059629e+03, -3.552250535819610e-12, 8.839000000000103e+00, -4.326947273556269e-16
12, -5.219729353472306e-03, 0.000000000000000e+00, 4.127602216544339e-43, 1.416471700594331e-25, 1.003120434117595e-42, 1.520938658303147e-03, 4.698187478528046e-04, 1.111039407470100e+01, -1.479400539363246e-16, 3.190354312745036e+04, 8.140889190387298e+01, 2.073382825943881e-40, 7.115240140331629e-23, 5.038888369902228e-40, 7.639999999999999e-01, 2.360000000000000e-01, 5.668999999999824e+02, 9.884999999999703e+02, 9.885000000001743e+02, 5.580988442059642e+03, -7.431345149281100e-14, 8.839000000000123e+00, -5.683701927128998e-16
13, -3.716075109627959e-03, 0.000000000000000e+00, 4.337542265268757e-43, 1.457217623102330e-25, 1.056454757084510e-42, 1.520938658303139e-03, 4.698187478528021e-04, 1.111039407470098e+01, 7.489417412971790e-15, 3.190354312745041e+04, 8.140889190401192e+01, 2.178840200144902e-40, 7.319915619031394e-23, 5.306798075032528e-40, 7.640000000000000e-01, 2.360000000000000e-01, 5.669000000000838e+02, 9.885000000001526e+02, 9.884999999992401e+02, 5.580988442059661e+03, 3.762094462043721e-12, 8.838999999999340e+00, 2.702508593738111e-15
14, -2.617116624604489e-03, 0.000000000000000e+00, 4.500101268049418e-43, 1.488197854440831e-25, 1.097854411957153e-42, 1.520938658303140e-03, 4.698187478528025e-04, 1.111039407470096e+01, 1.515482918018831e-15, 3.190354312745027e+04, 8.140889190470992e+01, 2.260497062140233e-40, 7.475535943450135e-23, 5.514757391143188e-40, 7.640000000000000e-01, 2.360000000000000e-01, 5.668999999996233e+02, 9.884999999993488e+02, 9.885000000035313e+02, 5.580988442059647e+03, 7.612594650320332e-13, 8.839000000002910e+00, -1.214845450617959e-14
