x,S1_M,S1_P,S1_T,S1_beta
-0.05,6.004639730213403e-12,2.7259832186467414e-15,6.885927090822812e-11,0.9999999999251334
-0.03640905996670419,8.342125681380334e-12,3.999861751301451e-15,8.362965229097552e-11,0.9999999999080241
-0.02648758523368654,1.1615002083067391e-11,8.502435270600459e-15,1.105907863202587e-10,0.9999999998777857
-0.01924472747190228,2.1215421728567564e-11,1.48600374157075e-14,1.6560734489089637e-10,0.9999999998131625
-0.01395714581734536,3.167587248610764e-11,3.164372945782879e-14,2.3874563818947627e-10,0.9999999997295469
-0.01009678458521239,5.875320978231851e-11,5.427441171150683e-14,3.727993740392983e-10,0.9999999995683931
-0.007278131510363134,8.818388440528232e-11,1.1122001528761905e-13,5.423447618494009e-10,0.9999999993693601
-0.005219729353472306,1.598594052539072e-10,1.843904717889903e-13,8.45817561791874e-10,0.9999999989941387
-0.0037659261494563,2.3648898565725156e-10,3.771033484191169e-13,1.23397717566765e-09,0.9999999985291567
-0.002617116624604489,4.225349613099595e-10,5.883055212180472e-13,1.8897924591584617e-09,0.9999999976870844
-0.001672444159907453,6.304796607458998e-10,1.1677279686131072e-12,2.713579196945189e-09,0.9999999966547733
-0.0008698244975333391,1.0843318928739719e-09,1.7656722383116598e-12,4.142702791391835e-09,0.9999999947711997
0.0,1.6040546369004962e-09,3.465636797912487e-12,5.88329280900772e-09,0.999999992509187
0.001782976449799005,2.7030815891153957e-09,9.759535891193325e-12,1.089798131771079e-08,0.9999999863891774
0.002724088530967324,3.3730972932538134e-09,1.3342489457525916e-11,1.4019207165892593e-08,0.9999999825943531
0.003565952899598004,3.972458865130672e-09,1.2993012119838637e-11,1.7226445129670243e-08,0.999999978788103
0.00480687577905693,5.765940593994742e-09,2.5616549316998222e-11,2.3990278154603677e-08,0.9999999702181647
0.00553143386050076,6.939691392055585e-09,1.8165910051385463e-11,2.9309351103390116e-08,0.9999999637327917
0.006240417574296114,8.455924579346078e-09,5.737820892415456e-12,3.4730473307876064e-08,0.9999999568078642
0.006986977332469599,1.0403721198767313e-08,3.340447776555377e-11,4.146801205523819e-08,0.9999999480948623
0.007713398677127803,1.3059196368544447e-08,8.529929775041248e-11,4.857574147454068e-08,0.999999938279763
0.008495466289571301,1.598417146189269e-08,2.636278805189856e-10,5.889756569805169e-08,0.999999924854635
0.009317077746248483,1.93953430782205e-08,4.668562188276239e-10,7.006569792463351e-08,0.9999999100721028
0.01009155576779682,2.2873397825347627e-08,1.028574607567861e-09,8.2213949645851e-08,0.999999893884078
0.01093992566862321,2.995638772905462e-08,1.6339855904534228e-09,9.812470264958129e-08,0.9999998702849241
0.01246516445713973,4.0438966276311185e-08,3.2460505196654677e-09,1.3742459599102592e-07,0.9999998188903871
0.01394825918311062,4.8998344726245285e-08,4.707579394515109e-09,1.8248206885880383e-07,0.999999763812007
0.01537731977716695,7.317878040974785e-08,9.097822357821231e-09,2.5779850871858054e-07,0.9999996599248885
0.01729546095673389,1.2731201298475281e-07,1.2273200276012175e-08,4.183705160549396e-07,0.9999994420442706
0.01961274094779022,2.42263772621358e-07,2.180910739763832e-08,6.5857510284888e-07,0.9999990773520172
0.02185724102573922,5.07174608442531e-07,2.932599156749549e-08,1.0623824930659905e-06,0.999998401116907
0.02451918637556533,1.2554159508969271e-06,4.844821414052196e-08,1.9930164052745182e-06,0.9999967031194297
0.02763613497188353,3.2358730315667873e-06,3.8987150193550025e-08,4.202215016314365e-06,0.999992522924802
0.03120208876295687,6.1081172603695685e-06,1.827721796322333e-08,7.680231482468448e-06,0.9999861933740393
0.03396152863007571,8.991125666492236e-06,6.358195116856894e-08,1.159590302570707e-05,0.9999793493893567
0.03716498282558875,1.4302506778923274e-05,1.0719252764655247e-07,1.7355049418859198e-05,0.9999682352512747
0.04076281136501216,2.2973151805761993e-05,3.664349967189591e-07,2.5784518264609392e-05,0.9999508758949328
0.04466648738017173,3.5892671246314535e-05,6.492314645585396e-07,3.7074112807758826e-05,0.9999263839844814
0.04863138271324059,5.590242318788712e-05,1.344649371351247e-06,5.314661895962427e-05,0.9998896063084811
0.0522429796984596,8.482747739682307e-05,2.1040234448926855e-06,7.528137401708332e-05,0.9998377871251413
0.05567779462008837,0.00011464708960549074,3.3079569375993545e-06,9.393664271885099e-05,0.999788108310738
0.05945070895489997,0.0001549445042815925,3.730540846941336e-06,0.00011558003420487822,0.9997257449206665
0.0633395978503255,0.00020595459160924865,5.887016983935754e-06,0.00013922744576905788,0.9996489309456378
0.06759998970449857,0.0002799984811946093,6.5883722584093865e-06,0.0001674355422876697,0.9995459776042592
0.07219325844631382,0.00037836582550459244,1.0460299126689674e-05,0.0001974450662693385,0.9994137288090994
0.07712409355215573,0.0005081838759205991,1.178869017868714e-05,0.00022531658896383293,0.999254710844937
0.08242461639642955,0.0006812260359114878,1.8719711429447832e-05,0.0002526806231688553,0.9990473736294901
0.08663407555061102,0.0008383939692755204,2.060999525294793e-05,0.00027182029505440656,0.998869175740417
0.09113047082487051,0.001043118017972882,3.165859932962571e-05,0.0003020018295485837,0.9986232215531489
0.09748170013635063,0.0014227857695563503,3.6263268949019016e-05,0.00033446088512937807,0.9982064900763652
0.1043097319128833,0.0018336754418642111,5.7070271214119326e-05,0.0003195142986492038,0.9977897399882724
0.1116309809947942,0.0023324843654795122,6.680404469885344e-05,0.0002582996391010239,0.9973424119507206
0.1198103135568739,0.003009078059551895,0.0001158157648884665,0.000220598880289486,0.99665450729527
0.1277962626229142,0.003695111443474418,0.0001449049676155003,9.749472856076686e-05,0.9960624888603494
0.1368001042322728,0.0044573140476532325,0.0002074217046184474,0.00012391886072467975,0.9952113453870035
0.1464799102645229,0.005366700251151705,0.00028495979600137326,0.0002897378699505087,0.9940586020828964
0.1518960400497444,0.005739625205354367,0.00036819541983044985,0.0003872284803317388,0.9935049508944833
0.1570238587437373,0.006237732219989712,0.00037744582559394305,0.000581026531415726,0.9928037954230006
0.1623795444791689,0.006779980784596905,0.0004525753910734045,0.0007054315577443962,0.9920620122665853
0.1680748718576803,0.00730073675770326,0.0005049699358172195,0.0007710273690098969,0.9914232659374697
0.1736973472536992,0.0077911345861795,0.0006841885498588073,0.0007589901272368445,0.9907656867367248
0.1778935653319111,0.008245634653883725,0.0007671400473798539,0.0008497412121587295,0.9901374840865775
0.1808818454983137,0.008644223080251322,0.0010325764592552232,0.0008384462642834793,0.98948475419621
0.1834741165241921,0.009317016141890195,0.0012139795881262914,0.0009565416905585348,0.9885124625794249
