"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 2.569215610071887e-50, 8.747468949644471e-30, 5.893599413426634e-50, 1.817074098217082e-03, 5.065500683009256e-04, 1.201523644148978e+01, 2.404564984734811e-15, 3.186431505482685e+04, 5.829976576414157e+01, 1.105693273074321e-47, 3.764579950445562e-27, 2.536382388490260e-47, 7.820000000000000e-01, 2.180000000000000e-01, 5.766000000002238e+02, 8.594000000003325e+02, 8.593999999976555e+02, 5.170903545686060e+03, 1.034833868309304e-12, 8.772999999998309e+00, 7.202222232914140e-15, 4.000000000000000e+00, -9.446405365210889e-19, 4.000000000000000e+00
2, -3.640905996670419e-02, 0.000000000000000e+00, 1.103020071327505e-49, 2.038171246666182e-29, 2.669784108776507e-49, 1.817074098217077e-03, 5.065500683009240e-04, 1.201523644148971e+01, 4.175864194843955e-14, 3.186431505482656e+04, 5.829976576376264e+01, 4.746981406121298e-47, 8.771518544328209e-27, 1.148974153069356e-46, 7.820000000000000e-01, 2.179999999999999e-01, 5.766000000002531e+02, 8.594000000003787e+02, 8.593999999973496e+02, 5.170903545686044e+03, 1.797134086921455e-11, 8.772999999998044e+00, 8.146416001253494e-15, 4.000000000000001e+00, 2.044422083086087e-17, 4.000000000000001e+00
3, -2.648758523368654e-02, 0.000000000000000e+00, 1.761528049589507e-49, 2.764313391780163e-29, 4.310490572173613e-49, 1.817074098217073e-03, 5.065500683009232e-04, 1.201523644148974e+01, -4.335516905417814e-14, 3.186431505482680e+04, 5.829976576367717e+01, 7.580950805091671e-47, 1.189655982930557e-26, 1.855072190367593e-46, 7.820000000000000e-01, 2.180000000000000e-01, 5.766000000002550e+02, 8.594000000003830e+02, 8.593999999973647e+02, 5.170903545686068e+03, -1.865842578111366e-11, 8.772999999998063e+00, 8.208630319322366e-15, 4.000000000000000e+00, 2.586848785997482e-18, 4.000000000000000e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 2.258085435461970e-49, 3.239153220381426e-29, 5.562271754610320e-49, 1.817074098217076e-03, 5.065500683009240e-04, 1.201523644148975e+01, -2.651453238401793e-14, 3.186431505482678e+04, 5.829976576396564e+01, 9.717946077509423e-47, 1.394009094523821e-26, 2.393791489501292e-46, 7.820000000000000e-01, 2.180000000000000e-01, 5.765999999999131e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686064e+03, -1.141085239432267e-11, 8.773000000000662e+00, -2.799644313099247e-15, 4.000000000000000e+00, 2.443745611485390e-17, 4.000000000000000e+00
19, -1.395714581734536e-02, 0.000000000000000e+00, 2.691490506538658e-49, 3.615851507802609e-29, 6.664583893075769e-49, 1.817074098217092e-03, 5.065500683009285e-04, 1.201523644148986e+01, -3.374755575478564e-14, 3.186431505482710e+04, 5.829976576408393e+01, 1.158315766087030e-46, 1.556125796892966e-26, 2.868184962571950e-46, 7.819999999999999e-01, 2.180000000000000e-01, 5.765999999999183e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686066e+03, -1.452367221905630e-11, 8.773000000000666e+00, -2.631299687736416e-15, 4.000000000000000e+00, -4.353261983595954e-17, 4.000000000000000e+00
21, -1.009678458521239e-02, 0.000000000000000e+00, 3.066334697045372e-49, 3.916272447374384e-29, 7.627139803719356e-49, 1.817074098217122e-03, 5.065500683009368e-04, 1.201523644149005e+01, -1.905150370717073e-14, 3.186431505482756e+04, 5.829976576456072e+01, 1.319634535235645e-46, 1.685415612303130e-26, 3.282432638471218e-46, 7.820000000000000e-01, 2.179999999999999e-01, 5.765999999999277e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686061e+03, -8.199046980871837e-12, 8.773000000000659e+00, -2.327547428929570e-15, 4.000000000000000e+00, -6.072229933952651e-17, 4.000000000000000e+00
24, -7.278131510363134e-03, 0.000000000000000e+00, 3.302130244563208e-49, 4.098960509733144e-29, 8.234260711973729e-49, 1.817074098217121e-03, 5.065500683009363e-04, 1.201523644149001e+01, 1.457587014505561e-14, 3.186431505482738e+04, 5.829976576388491e+01, 1.421112024975811e-46, 1.764037648082918e-26, 3.543714526051233e-46, 7.820000000000000e-01, 2.180000000000000e-01, 5.765999999999273e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686047e+03, 6.272903490626672e-12, 8.773000000000634e+00, -2.342186092004599e-15, 4.000000000000001e+00, -4.475237288810167e-17, 4.000000000000001e+00
25, -5.219729353472306e-03, 0.000000000000000e+00, 3.478895032261513e-49, 4.233785821907238e-29, 8.689268386997592e-49, 1.817074098217068e-03, 5.065500683009218e-04, 1.201523644148964e+01, 4.170167944549166e-14, 3.186431505482634e+04, 5.829976576356108e+01, 1.497184907262660e-46, 1.822061365565703e-26, 3.739532628470929e-46, 7.820000000000000e-01, 2.180000000000000e-01, 5.765999999999108e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686039e+03, 1.794682636133135e-11, 8.773000000000618e+00, -2.872837628474390e-15, 4.000000000000000e+00, 9.101747069521225e-17, 4.000000000000000e+00
31, -8.698244975333391e-04, 0.000000000000000e+00, 3.844215721086158e-49, 4.499869797357987e-29, 9.635630393544647e-49, 1.817074098217026e-03, 5.065500683009099e-04, 1.201523644148942e+01, -5.550939498669006e-15, 3.186431505482587e+04, 5.829976576378672e+01, 1.654405121309658e-46, 1.936573849677791e-26, 4.146811060234457e-46, 7.820000000000000e-01, 2.180000000000000e-01, 5.765999999998970e+02, 8.593999999998722e+02, 8.594000000007499e+02, 5.170903545686063e+03, -2.388914514943852e-12, 8.773000000000662e+00, -3.315657186494010e-15, 9.467553318696911e+05, -2.423311461276152e+06, 6.402543380123047e+06
32, 0.000000000000000e+00, 0.000000000000000e+00, 2.089709030963086e-42, 1.683671247425887e-26, 4.573614961139489e-42, 3.041350497931894e-03, 8.478445122111929e-04, 1.987900673165957e+01, 5.974176024557381e-01, 5.300614412895068e+04, 9.758143309824293e+01, 5.373114553302390e-40, 4.329099577251445e-24, 1.175979849097673e-39, 7.820000000000000e-01, 2.179999999999999e-01, 1.292243180721417e+03, 1.150723878317679e+03, 8.594036217974876e+02, 5.111342239156119e+03, 1.536095775340816e+02, 7.497643672834025e+00, 2.303709825708970e-02, 3.065309031362079e+06, -7.773222948687511e+06, 2.001817315934969e+07
