x,S1_M,S1_P,S1_T,S1_beta
-0.05,0.0,6.163048132860176e-09,0.9938062382895007,1.9631233971750817e-08
-0.036321868903065,0.0,7.824627823419289e-09,0.9938065268363602,2.671579568680471e-08
-0.02650896669203175,0.0,1.2837831930048155e-08,0.993807145918173,4.266309694411774e-08
-0.019468917466196032,0.0,1.8964677718904855e-08,0.993808207025685,7.163517135033715e-08
-0.01441803665817253,3.277557499990696e-15,3.271249773219922e-08,0.9938098471968494,1.2011731265193504e-07
-0.01079409732605052,1.0356184457412053e-13,4.6715151599255075e-08,0.9938123313666577,1.99067440198597e-07
-0.008193750092243442,9.201709658190663e-13,7.697470480270743e-08,0.9938159214163007,3.233264439517214e-07
-0.006327637772575889,5.138764706645891e-12,1.0417516602969237e-07,0.9938211182680218,5.163553796760922e-07
-0.0049881893861881965,2.0412214506900104e-11,1.6247730237481435e-07,0.9938283464439123,8.079111450953746e-07
-0.004026523985122925,6.549989364264732e-11,2.0870470183545185e-07,0.9938384576895262,1.243226902314376e-06
-0.003335871429679449,1.63189355673204e-10,3.079312412419132e-07,0.9938520675347429,1.8765772574758088e-06
-0.00283967477847865,3.951504800206543e-10,3.766019169760583e-07,0.9938705013699168,2.787592648489934e-06
-0.002483045367522009,7.093159273625203e-10,5.255944352249866e-07,0.9938945651055532,4.0668245084862775e-06
-0.0022041559146859647,1.405492174147622e-09,6.138431664027378e-07,0.9939261412472792,5.84246537915778e-06
-0.001928636425350724,1.9570713355584027e-09,8.100680660356521e-07,0.9939661839524212,8.252677783038287e-06
-0.001653116936015483,3.2647360106208212e-09,9.058711403022425e-07,0.9940171114934172,1.1485819233492123e-05
-0.0013775974466796038,3.691040224642752e-09,1.1296821324890416e-06,0.9940799445395113,1.573410038180345e-05
-0.00110207795734342,5.215452014172831e-09,1.2125039041286378e-06,0.9941574533543839,2.124888464627439e-05
-0.0008265584680072213,4.937886724310667e-09,1.4276276128101964e-06,0.9942506154614663,2.8272389597905345e-05
-0.0005510389786710299,5.865741761085612e-09,1.4738900134370896e-06,0.9943621997793434,3.710634411180358e-05
-0.0002755194893352339,4.755495918643453e-09,1.6366067539774046e-06,0.994493008370556,4.8023699965482614e-05
0.0,1.1088173994079202e-07,1.6284323571160434e-06,0.9946453630290479,6.13441255881142e-05
0.0002687398190813291,4.643758716949146e-07,1.702892250893446e-06,0.9948197436193491,7.733550712085702e-05
0.0005374796381626582,2.042548199695418e-06,1.635955983455487e-06,0.9950176260112119,9.62845055838546e-05
0.0008062194572439872,6.172990985763272e-06,1.6083708089322035e-06,0.9952388227701324,0.00011840496990989102
0.001074959276325316,1.6692912104498675e-05,1.4943632768179592e-06,0.995483242224689,0.00014388758904504417
0.0013436990954066462,3.89946143291388e-05,1.378486276155457e-06,0.995749232835575,0.00017283831490932933
0.0016124389144879779,8.116956326574628e-05,1.2405790324337848e-06,0.996034780044677,0.00020529390593970742
0.001881178733569316,0.00015545199955754687,1.0712577504682708e-06,0.9963364852786334,0.00024121097134754965
0.002149918552650655,0.00027049437071978877,9.351627931138726e-07,0.9966502156958555,0.0002804347962069853
0.002418658371731993,0.00044256369236307224,7.538934609617205e-07,0.9969706335258257,0.00032275407324022787
0.002687398190813331,0.0006722454680444995,6.392193011317028e-07,0.9972918723827278,0.0003678189135650767
0.002956138009894669,0.0009704141387957616,4.795965402445632e-07,0.9976068449936488,0.0004152636516416841
0.003224877828975986,0.0013238909787273323,3.9545779144433205e-07,0.9979086535572574,0.000464573540272295
0.003493617648057295,0.001729958079006438,2.7504588983868865e-07,0.9977547243239739,0.000515042551129774
0.003762357467138606,0.002168631316142235,2.2067099073258892e-07,0.9972650983695405,0.0005660496433265161
0.004031097286219916,0.002633725726204155,1.418236470858078e-07,0.9967489061296609,0.0006172263204877737
0.004299837105301226,0.003115174753122043,1.1115087000627966e-07,0.9962167653699503,0.0006679487260576877
0.004568576924382532,0.003613970780463411,6.651027918344599e-08,0.9956682114526418,0.0007177512566155508
0.004837316743463812,0.004133558589769211,5.240615980582619e-08,0.9951003553284532,0.0007660336756177832
0.005106056562545092,0.004679933078007617,3.338740232807641e-08,0.9945076253375511,0.0008124081970389829
0.005374796381626372,0.005256368074092444,3.358996793038915e-08,0.9938872559774474,0.0008563423584921903
0.005643536200707652,0.005860562772861284,4.0947490762693883e-08,0.9932418206996234,0.0008975755800245677
0.005912276019788932,0.006482810346059006,6.862311897545825e-08,0.9925814528394792,0.0009356681913428311
0.006181015838870209,0.007108631375360121,1.323610309116735e-07,0.9919207266919529,0.0009705095716561196
0.0064497556579514856,0.00772166655961784,2.4423876181754733e-07,0.9912763193033733,0.0010017698982469625
0.006718495477032762,0.008309591735915169,4.714350704190795e-07,0.9906604282991028,0.0010295085299115714
0.0069872352961140366,0.008868842900017531,8.382421028841486e-07,0.9900768132060377,0.001053505651841924
0.007255975115195314,0.009404027399171361,1.5199403087026025e-06,0.9895204862620753,0.0010739663984445924
0.007524714934276591,0.00992899107676431,2.575977527159365e-06,0.9889776589475006,0.0010907739982080056
0.0077934547533578934,0.01045692765439017,4.39020792687185e-06,0.988434414290783,0.0011042678468998757
0.0080621945724392,0.010999425718425708,7.097180366563011e-06,0.9878790092087736,0.00111446789243419
0.008330934391520507,0.011557029033957285,1.1427042681155103e-05,0.9873097237034639,0.0011218202198975957
0.008599674210601814,0.01212074050152337,1.765052736327384e-05,0.9867351205366048,0.0011264884345084658
0.00886841402968312,0.012673887911532818,2.6977646138154343e-05,0.9861701790808003,0.001128955361528683
0.009137153848764415,0.013197631829660657,3.98910061104249e-05,0.9856329743190603,0.0011295028451686617
0.009405893667845696,0.013681791419665707,5.81286040847364e-05,0.9851315294155035,0.0011285505607460111
0.009674633486926971,0.014123841539808805,8.244762900755723e-05,0.9846672687814298,0.001126442049753762
0.009943373306008252,0.014534980429885986,0.00011498347811909893,0.9842265750558715,0.0011234610361233743
0.010212113125089529,0.014928947825913943,0.0001567674921144572,0.9837942942788566,0.0011199904031150565
0.01048085294417081,0.015321760315686652,0.0002099875652708371,0.9833520896381512,0.0011161624808913029
0.01074959276325209,0.01572241208661494,0.0002758349394607479,0.9828893618501806,0.0011123911237437278
0.011018332582333359,0.016132132797363374,0.00035607382889164124,0.9824031229108502,0.0011086704628947563
0.01128707240141464,0.01654406969592841,0.00045181258918521733,0.9818986729611225,0.00110544475376384
0.01155581222049592,0.016947217964310597,0.0005639633761297669,0.9813862261566603,0.0011025925028993466
0.0118245520395772,0.017330920071484405,0.0006932229954441926,0.9808752920163955,0.0011005649166759834
0.01209329185865849,0.01769080722163214,0.0008394212607451164,0.9803706313674334,0.0010991401501893039
0.012362031677739879,0.018028111207944342,0.001002292518306313,0.9798708431706608,0.001098753103088601
0.01263077149682128,0.018353328422430693,0.0011799185353531007,0.9793676398635676,0.0010991131786486363
0.01289951131590268,0.018679097068557804,0.0013705616203464228,0.9788497079719669,0.0011006333391289091
0.01316825113498408,0.019019898918912856,0.0015711388846848598,0.9783059581152581,0.0011030040811441655
0.01343699095406548,0.019387057207976552,0.0017791392075740403,0.9777271807397944,0.0011066228446550141
0.01370573077314688,0.019783703315746852,0.001991112209415929,0.9771139728451766,0.0011112116296605468
0.01397447059222828,0.020209518577188258,0.002204391979423872,0.9764689364606405,0.0011171529827473936
0.01424321041130969,0.020652025820867073,0.002415759109328331,0.975807986269403,0.0011242288004015277
