"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","MassFrac_5","MassFrac_6","MassFrac_7","MassFrac_8","MassFrac_9","MassFrac_10","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 2.991781742042154e-83, 2.980181410159091e-134, 4.802924637228824e-114, 1.632179850861601e-78, 1.410965228125455e-101, 3.196374091434294e-84, 2.247002095657666e-43, 6.062307132057108e-26, 5.560095652964356e-43, 1.065942355278791e-03, 2.833517653272736e-04, 7.724885620526805e+00, -1.823790832311085e-14, 2.273700246985256e+04, 5.607786830569413e+01, 2.217293988280576e-80, 2.208696654529613e-131, 3.559583165656637e-111, 1.209654608239508e-75, 1.045706200432927e-98, 2.368923159613689e-81, 1.665316746987956e-40, 4.492947119145594e-23, 4.120744000920213e-40, 7.900000000000000e-01, 2.099999999999999e-01, 3.899999999999374e+02, 9.999999999998339e+02, 1.000000000000896e+03, 5.725131016695607e+03, -1.351662920973738e-11, 9.000000000000755e+00, -2.830218842336522e-15, 4.000000000000000e+00, -7.790542541566797e-17, 4.000000000000000e+00
3, -3.640905996670419e-02, 0.000000000000000e+00, 1.003605926963894e-82, 1.447081722757129e-133, 1.783601510971246e-113, 5.475217533420751e-78, 4.453227786467365e-101, 9.963768738309053e-84, 5.401118502751336e-43, 1.088279596255684e-25, 1.368920313830880e-42, 1.065942355278798e-03, 2.833517653272753e-04, 7.724885620526861e+00, -3.085657582625002e-14, 2.273700246985277e+04, 5.607786830628496e+01, 7.438007115254428e-80, 1.072473155153994e-130, 1.321877479292722e-110, 4.057838428111881e-75, 3.300412948117697e-98, 7.384430559760794e-81, 4.002921542654669e-40, 8.065547604749462e-23, 1.014545526379371e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999513e+02, 9.999999999998632e+02, 1.000000000000758e+03, 5.725131016695614e+03, -2.286868026401088e-11, 9.000000000000634e+00, -2.202995048031244e-15, 4.000000000000000e+00, -5.394737715007328e-17, 4.000000000000000e+00
4, -2.648758523368654e-02, 0.000000000000000e+00, 1.816834098232605e-82, 3.300953803290252e-133, 3.508353345385599e-113, 9.911821311388841e-78, 7.711272796669687e-101, 1.728818759384295e-83, 8.216490116280569e-43, 1.435838407183099e-25, 2.108359591560079e-42, 1.065942355278801e-03, 2.833517653272763e-04, 7.724885620526890e+00, -1.466985219590959e-14, 2.273700246985283e+04, 5.607786830648875e+01, 1.346507088770621e-79, 2.446430139195690e-130, 2.600139800364440e-110, 7.345930853783485e-75, 5.715042168275311e-98, 1.281276434086693e-80, 6.089472999845190e-40, 1.064140416277918e-22, 1.562564869557902e-39, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999687e+02, 9.999999999999046e+02, 1.000000000000624e+03, 5.725131016695615e+03, -1.087224199073821e-11, 9.000000000000449e+00, -1.416394715828723e-15, 4.000000000000001e+00, 5.346167999376561e-17, 4.000000000000001e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 2.572702718907117e-82, 5.398418355810003e-133, 5.273900153903962e-113, 1.403549767796953e-77, 1.058118793915252e-100, 2.381750955225230e-83, 1.043478364101163e-42, 1.677525804701126e-25, 2.697900213784775e-42, 1.065942355278803e-03, 2.833517653272768e-04, 7.724885620526897e+00, -5.731601104478577e-15, 2.273700246985282e+04, 5.607786830635114e+01, 1.906702682252483e-79, 4.000920387457944e-130, 3.908636429494717e-110, 1.040210393243618e-74, 7.842017376018532e-98, 1.765182934433441e-80, 7.733513013696753e-40, 1.243261775977806e-22, 1.999490083431865e-39, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999666e+02, 9.999999999998978e+02, 1.000000000000563e+03, 5.725131016695612e+03, -4.247851537294211e-12, 9.000000000000476e+00, -1.508935931381961e-15, 4.000000000000000e+00, -6.388092666284145e-17, 4.000000000000000e+00
12, -1.395714581734536e-02, 0.000000000000000e+00, 3.134568653255455e-82, 7.155811013049202e-133, 6.666127931324071e-113, 1.710078344240488e-77, 1.263756200942829e-100, 2.860317287450311e-83, 1.196046840363072e-42, 1.833531078648488e-25, 3.105184871189270e-42, 1.065942355278832e-03, 2.833517653272846e-04, 7.724885620527074e+00, 9.356071308293473e-14, 2.273700246985325e+04, 5.607786830658496e+01, 2.323117402933152e-79, 5.303373744661940e-130, 4.940455775742635e-110, 1.267387382872685e-74, 9.366054306789212e-98, 2.119861966170449e-80, 8.864241102790808e-40, 1.358881692766027e-22, 2.301340251741695e-39, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000001283e+02, 1.000000000000285e+03, 1.000000000000555e+03, 5.725131016695585e+03, 6.934048822572967e-11, 8.999999999998693e+00, 5.801820097323824e-15, 4.000000000000000e+00, -7.755028729081888e-17, 4.000000000000000e+00
15, -1.009678458521239e-02, 0.000000000000000e+00, 3.550811405935522e-82, 8.543331210707482e-133, 7.734105286626041e-113, 1.937161520934210e-77, 1.413132346582929e-100, 3.209509217478340e-83, 1.302655544784563e-42, 1.937982086350450e-25, 3.391009492033561e-42, 1.065942355278795e-03, 2.833517653272748e-04, 7.724885620526825e+00, 1.053079447048871e-16, 2.273700246985257e+04, 5.607786830612552e+01, 2.631606668782180e-79, 6.331704170525863e-130, 5.731963971763301e-110, 1.435685141845933e-74, 1.047312313158368e-97, 2.378657972686271e-80, 9.654348335850170e-40, 1.436293286062756e-22, 2.513172954841307e-39, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999565e+02, 9.999999999998790e+02, 1.000000000000654e+03, 5.725131016695599e+03, 7.804669352415566e-14, 9.000000000000540e+00, -1.966500830506303e-15, 4.000000000000000e+00, 1.902286409326517e-17, 4.000000000000000e+00
16, -7.278131510363134e-03, 0.000000000000000e+00, 3.877954333402718e-82, 9.699313915407939e-133, 8.596699590608835e-113, 2.115635870379956e-77, 1.527998902716404e-100, 3.485762946484573e-83, 1.385553691032290e-42, 2.017862522301337e-25, 3.612988229933658e-42, 1.065942355278807e-03, 2.833517653272777e-04, 7.724885620526885e+00, 4.876644070432453e-15, 2.273700246985275e+04, 5.607786830570310e+01, 2.874061536457888e-79, 7.188435617766674e-130, 6.371256984909500e-110, 1.567957525398273e-74, 1.132443163711443e-97, 2.583397417398377e-80, 1.026872992235317e-39, 1.495494934340143e-22, 2.677687669987588e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999432e+02, 9.999999999998341e+02, 1.000000000000719e+03, 5.725131016695583e+03, 3.614218720705558e-12, 9.000000000000719e+00, -2.570589320923272e-15, 4.020610340022581e+00, -6.608758399430714e-02, 4.211911533406018e+00
17, -5.219729353472306e-03, 0.000000000000000e+00, 4.092384158608278e-82, 1.048322791173943e-132, 9.173511772079984e-113, 2.232619061831181e-77, 1.602292473804249e-100, 3.666313688882383e-83, 1.438734635819762e-42, 2.068225728217788e-25, 3.755511866699325e-42, 1.065942355278838e-03, 2.833517653272860e-04, 7.724885620527068e+00, 1.084025028738267e-13, 2.273700246985321e+04, 5.607786830595517e+01, 3.032981539095357e-79, 7.769416431630339e-130, 6.798748791671235e-110, 1.654657074195398e-74, 1.187504228569880e-97, 2.717208674440394e-80, 1.066286893159706e-39, 1.532820529365910e-22, 2.783315964507643e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000001242e+02, 1.000000000000269e+03, 1.000000000000719e+03, 5.725131016695552e+03, 8.034015802657661e-11, 8.999999999998710e+00, 5.616737666217349e-15, 4.172217397975780e+00, -5.167919923555426e-01, 5.550795485833391e+00
20, -3.165922246397782e-03, 0.000000000000000e+00, 4.331875970804890e-82, 1.138689985878972e-132, 9.828615550821426e-113, 2.363274936107799e-77, 1.684089796650724e-100, 3.869130374601377e-83, 1.497986345564648e-42, 2.123942462055826e-25, 3.914088524278564e-42, 1.065942355278747e-03, 2.833517653272617e-04, 7.724885620526441e+00, 7.971190189784443e-14, 2.273700246985137e+04, 5.607786830609154e+01, 3.210475688472809e-79, 8.439153246792122e-130, 7.284264713468919e-110, 1.751489834585791e-74, 1.248126535891484e-97, 2.867521851250366e-80, 1.110200009536732e-39, 1.574113775210033e-22, 2.900841606365726e-39, 7.900000000000001e-01, 2.099999999999999e-01, 3.900000000000888e+02, 1.000000000000264e+03, 1.000000000000803e+03, 5.725131016695575e+03, 5.907674292840125e-11, 8.999999999998773e+00, 4.015260519282150e-15, 4.307462281895975e+00, -1.000218688808810e+00, 7.253854161470431e+00
21, -1.675430254851178e-03, 0.000000000000000e+00, 4.481023440471674e-82, 1.196399965969929e-132, 1.024306264552350e-112, 2.444643033157997e-77, 1.734426508091684e-100, 3.995562116298130e-83, 1.534511202155576e-42, 2.157955893525123e-25, 4.011812908774451e-42, 1.065942355278703e-03, 2.833517653272501e-04, 7.724885620526162e+00, -5.294035506472365e-14, 2.273700246985068e+04, 5.607786830683214e+01, 3.321013092726807e-79, 8.866858216447566e-130, 7.591423166450512e-110, 1.811794030541047e-74, 1.285432495112905e-97, 2.961223987623815e-80, 1.137269612845007e-39, 1.599322090394946e-22, 2.973267909129249e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999206e+02, 9.999999999998735e+02, 1.000000000000616e+03, 5.725131016695605e+03, -3.923559308251393e-11, 9.000000000000574e+00, -3.591113281329811e-15, 4.000000000000000e+00, 8.619312381466900e-17, 4.000000000000000e+00
22, -8.698244975333391e-04, 0.000000000000000e+00, 4.587158601344305e-82, 1.238041266183663e-132, 1.054111860795746e-112, 2.502545565026883e-77, 1.770019686778126e-100, 4.085209146764018e-83, 1.560125747518444e-42, 2.181579554921095e-25, 4.080400841627999e-42, 1.065942355278809e-03, 2.833517653272782e-04, 7.724885620526919e+00, 9.768184204974597e-15, 2.273700246985291e+04, 5.607786830601293e+01, 3.399672859527327e-79, 9.175473658979181e-130, 7.812320862424355e-110, 1.854707233069962e-74, 1.311811605599418e-97, 3.027663935072207e-80, 1.156253276207603e-39, 1.616830253392904e-22, 3.024100364266860e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000808e+02, 1.000000000000185e+03, 1.000000000000498e+03, 5.725131016695598e+03, 7.239477335443251e-12, 8.999999999999160e+00, 3.655378014352892e-15, 8.580755211135240e+06, -2.350781919354814e+07, 6.472069877994261e+07
23, 0.000000000000000e+00, 0.000000000000000e+00, 5.393256749589652e-49, 1.732477141065363e-71, 3.862975396095585e-64, 2.926883858599024e-44, 4.498493433578321e-54, 1.646195104362203e-46, 1.776789137896104e-24, 2.423915395394698e-17, 4.446812391540414e-24, 3.397127476831525e-03, 9.030338862463305e-04, 2.307024579750972e+01, 4.739549583261317e+00, 7.075489894662990e+04, 1.791987321474130e+02, 1.254198690285747e-46, 4.028865418727744e-69, 8.983326600866495e-62, 6.806451226993211e-42, 1.046122006537560e-51, 3.828217049008421e-44, 4.131912707164901e-22, 5.636801019159332e-15, 1.034103610557899e-21, 7.899999999999999e-01, 2.099999999999943e-01, 2.950189473971014e+03, 2.373598054608662e+03, 1.000842194343247e+03, 5.364972113743419e+03, 1.102179472602149e+03, 5.588530859861065e+00, 1.157776195243529e-01, 6.800665739379138e+05, -2.537486422253787e+06, 1.174372184479553e+07
25, 1.782976449799005e-03, 4.774934803206855e-04, 4.477274752768070e-45, 1.789292177702168e-65, 4.480734001139585e-59, 2.430781392547270e-40, 1.308947920500891e-49, 1.260526536029314e-42, 3.550192691390976e-22, 5.148418900714521e-16, 9.331450409286938e-22, 4.815662021314207e-03, 1.280112689209591e-03, 3.180410684995888e+01, 8.838252049575942e+00, 9.971340515157994e+04, 2.561559897407407e+02, 7.344882259244402e-43, 2.935299059876617e-63, 7.350557089000728e-57, 3.987649655671399e-38, 2.147303636797799e-47, 2.067869296174977e-40, 5.824022146457599e-20, 8.445881196734209e-14, 1.530806312965644e-19, 7.899999999999999e-01, 2.099999999999155e-01, 4.768630775944958e+03, 2.706492390799052e+03, 1.003470391431872e+03, 5.217401948114865e+03, 1.449898080110599e+03, 5.174417714080075e+00, 1.980116913880871e-01, 1.915281000379404e+06, -2.038381028843384e+06, 3.315497962699066e+06
35, 3.565952899598004e-03, 9.549869606413694e-04, 4.517679128710233e-44, 6.910722981619565e-64, 1.130009746162082e-57, 2.453739106166073e-39, 1.981650920285784e-48, 1.162962012267012e-41, 1.214793139581879e-21, 1.029868126780905e-15, 3.355326591057969e-21, 4.421130574964899e-03, 1.175237241445335e-03, 2.926092853978598e+01, 7.802836939011899e+00, 9.151137833630708e+04, 2.369228600812884e+02, 8.072520028905546e-42, 1.234858609785078e-61, 2.019184198094246e-55, 4.384520793952320e-37, 3.540959038601113e-46, 2.078065721228408e-39, 2.170681376623453e-19, 1.840243816285327e-13, 5.995543361568415e-19, 7.900000000000000e-01, 2.099999999998159e-01, 4.410785953723251e+03, 2.726790381816270e+03, 1.005818705954055e+03, 5.228557074818910e+03, 1.394268067250726e+03, 5.151456448632436e+00, 1.818291306451577e-01, 8.456104978871955e+06, -2.226345256548002e+07, 5.922889459891191e+07
39, 4.513159138553603e-03, 1.208655372061705e-03, 1.042406990753378e-43, 2.397531848624082e-63, 3.069350810047234e-57, 5.663159370715622e-39, 4.388823460128186e-48, 2.532600528942756e-41, 2.018939979151512e-21, 1.421183089230218e-15, 5.652556254090279e-21, 4.426414851723542e-03, 1.176641922608635e-03, 2.925615355742797e+01, 7.836679534630195e+00, 9.157149778293994e+04, 2.382539490432319e+02, 1.860425536875552e-41, 4.278971185169248e-61, 5.477993412644455e-55, 1.010726751272152e-36, 7.832909136727732e-46, 4.520033672591105e-39, 3.603283101466763e-19, 2.536442421465999e-13, 1.008834370549916e-18, 7.899999999999998e-01, 2.099999999997465e-01, 4.465315747777183e+03, 2.757205725459407e+03, 1.007217220120232e+03, 5.221462986319206e+03, 1.398643606562822e+03, 5.117545413824121e+00, 1.842950925643453e-01, 1.855961648764589e+07, -4.835358268700248e+07, 1.259954770706472e+08
42, 5.348929349396780e-03, 1.432480440961994e-03, 2.377649117047052e-43, 8.142039810457978e-63, 8.696028838113389e-57, 1.292239756097486e-38, 9.618990661317172e-48, 5.225081062108498e-41, 3.146878475679796e-21, 1.866173710301717e-15, 9.042564998780561e-21, 4.388062264313885e-03, 1.166446931018280e-03, 2.899053299793369e+01, 7.769123040765783e+00, 9.076048841684070e+04, 2.374727246716169e+02, 4.280574634828861e-41, 1.465843249894618e-60, 1.565580059786081e-54, 2.326469739546042e-36, 1.731744484174666e-45, 9.406917656194963e-39, 5.665448314179185e-19, 3.359745469265518e-13, 1.627968319212904e-18, 7.900000000000000e-01, 2.099999999996639e-01, 4.444215967114535e+03, 2.768161895991844e+03, 1.008940874707168e+03, 5.219278963888779e+03, 1.398705586317527e+03, 5.105429840898067e+00, 1.833409122575970e-01, 8.288234484306886e+05, -1.344853161043243e+06, 2.410263148254641e+06
58, 8.366299223882165e-03, 2.240553056248210e-03, 1.652429085097895e-42, 1.291522524929440e-61, 1.094063552914082e-55, 8.990042304940484e-38, 6.777680177986372e-47, 2.652664852948031e-40, 8.104351358679878e-21, 3.284474376309742e-15, 2.590987406813423e-20, 4.285257398471977e-03, 1.139119055286735e-03, 2.830427439756846e+01, 7.587985094359971e+00, 8.862507214208561e+04, 2.358387594159148e+02, 3.046302370757983e-40, 2.380960348048344e-59, 2.016938835716887e-53, 1.657341149083702e-35, 1.249485583414074e-44, 4.890266882395883e-38, 1.494061377885973e-18, 6.055026608693140e-13, 4.776562668353304e-18, 7.900000000000000e-01, 2.099999999993945e-01, 4.349147286970803e+03, 2.773935218213641e+03, 1.014319886353976e+03, 5.217977520335716e+03, 1.398867714849960e+03, 5.098967288148756e+00, 1.790416892546639e-01, 3.191710375341857e+05, -7.033199747792438e+05, 2.166998603440670e+06
116, 1.003093726317616e-02, 2.686354688090455e-03, 4.019013914506359e-42, 4.718455687401231e-61, 3.523261159152325e-55, 2.187150195434018e-37, 1.744569806283678e-46, 5.806358239418873e-40, 1.260305292988073e-20, 4.297589698315020e-15, 4.259926809599950e-20, 4.270700809206189e-03, 1.135249582189753e-03, 2.820000168001557e+01, 7.553806488224087e+00, 8.830923919254108e+04, 2.374419112744306e+02, 7.434426185078921e-40, 8.728263017188112e-59, 6.517376046878107e-53, 4.045819952238789e-35, 3.227128774727440e-44, 1.074067984170850e-37, 2.331329741747095e-18, 7.949739430002179e-13, 7.880070110107969e-18, 7.899999999999998e-01, 2.099999999992051e-01, 4.349156145057557e+03, 2.783395784106439e+03, 1.017602698891772e+03, 5.216474373289847e+03, 1.397313319826361e+03, 5.088547203788861e+00, 1.790420898375928e-01, 2.155696512454821e+05, -8.945307743182133e+03, 1.997694056978680e+05
