"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","MassFrac_5","MassFrac_6","MassFrac_7","MassFrac_8","MassFrac_9","MassFrac_10","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
0, -5.000000000000000e-02, 0.000000000000000e+00, 6.460387763294739e-85, 2.066371473326908e-136, 4.444703932611186e-116, 3.524478451551624e-80, 3.365597238414597e-103, 2.274781936620991e-85, 5.031334260851568e-44, 3.020460893291203e-26, 1.136283382655723e-43, 1.065942355278785e-03, 2.833517653272718e-04, 7.724885620526755e+00, -7.567559282276844e-16, 2.273700246985241e+04, 5.607786830664561e+01, 4.787975923583625e-82, 1.531446288670379e-133, 3.294095679165027e-113, 2.612090572193814e-77, 2.494339215606221e-100, 1.685905172105276e-82, 3.728863991930584e-41, 2.238548917662604e-23, 8.421317230266621e-41, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000194e+02, 1.000000000000050e+03, 9.999999999996377e+02, 5.725131016695605e+03, -5.608532021823201e-13, 8.999999999999778e+00, 8.765709584348357e-16, 4.000000000000000e+00, -4.126350140448358e-17, 4.000000000000000e+00
3, -3.640905996670419e-02, 0.000000000000000e+00, 2.170770622918982e-83, 2.257322727369757e-134, 3.245398427935848e-114, 1.184272558342296e-78, 9.755100892940466e-102, 3.407778554482942e-84, 2.790936983308896e-43, 7.909447316625270e-26, 6.664279143630019e-43, 1.065942355278786e-03, 2.833517653272722e-04, 7.724885620526756e+00, 5.177449973041943e-15, 2.273700246985240e+04, 5.607786830640231e+01, 1.608819448456459e-80, 1.672965658781528e-131, 2.405256480683487e-111, 8.776978571657600e-76, 7.229780923197675e-99, 2.525600980868633e-81, 2.068442262281035e-40, 5.861914904863445e-23, 4.939085586941299e-40, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000118e+02, 1.000000000000029e+03, 9.999999999997930e+02, 5.725131016695597e+03, 3.837154475049815e-12, 8.999999999999861e+00, 5.346825787520406e-16, 4.000000000000000e+00, -1.017078372211208e-16, 4.000000000000000e+00
4, -2.648758523368654e-02, 0.000000000000000e+00, 4.025720051879590e-83, 5.100799216246089e-134, 6.422631549687349e-114, 2.196247858955895e-78, 1.729883634737460e-101, 6.050624354259012e-84, 4.372019096599279e-43, 1.067544169683228e-25, 1.052484179535886e-42, 1.065942355278786e-03, 2.833517653272721e-04, 7.724885620526755e+00, 2.328496699935219e-15, 2.273700246985240e+04, 5.607786830623146e+01, 2.983574885860594e-80, 3.780346433255767e-131, 4.759993726795842e-111, 1.627701347997732e-75, 1.282065643301294e-98, 4.484288682397335e-81, 3.240226893329612e-40, 7.911871499178568e-23, 7.800257656671220e-40, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000118e+02, 1.000000000000029e+03, 9.999999999997930e+02, 5.725131016695598e+03, 1.725714701024070e-12, 8.999999999999861e+00, 5.321119894311172e-16, 4.000000000000001e+00, 2.847595649573270e-17, 4.000000000000001e+00
6, -1.924472747190228e-02, 0.000000000000000e+00, 5.658029535705103e-83, 8.169875162823096e-134, 9.488780724233887e-114, 3.086761116293019e-78, 2.348494864468251e-101, 8.274166207932245e-84, 5.545644353326561e-43, 1.249679057521105e-25, 1.341035300927132e-42, 1.065942355278784e-03, 2.833517653272717e-04, 7.724885620526749e+00, 8.092879696816387e-16, 2.273700246985237e+04, 5.607786830632249e+01, 4.193325568752729e-80, 6.054925340631791e-131, 7.032403520717824e-111, 2.287685886385211e-75, 1.740535905850822e-98, 6.132218381130852e-81, 4.110033734405995e-40, 9.261724619090408e-23, 9.938791553651664e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000111e+02, 1.000000000000029e+03, 9.999999999997930e+02, 5.725131016695603e+03, 5.997861825101073e-13, 8.999999999999869e+00, 5.038355069009613e-16, 4.000000000000000e+00, -5.948529336984001e-18, 4.000000000000000e+00
20, -1.395714581734536e-02, 0.000000000000000e+00, 6.911406476390144e-83, 1.082217508537439e-133, 1.202254233527292e-113, 3.770546206599085e-78, 2.801491587973149e-101, 9.912478735057166e-84, 6.330591022153932e-43, 1.361204527192630e-25, 1.535183716844404e-42, 1.065942355278785e-03, 2.833517653272717e-04, 7.724885620526749e+00, -4.203762669721065e-16, 2.273700246985237e+04, 5.607786830601554e+01, 5.122238636366236e-80, 8.020619759695866e-131, 8.910245847564216e-111, 2.794458338635231e-75, 2.076264578040862e-98, 7.346418089041124e-81, 4.691779891036989e-40, 1.008827138875566e-22, 1.137768032484165e-39, 7.900000000000001e-01, 2.099999999999999e-01, 3.900000000000132e+02, 1.000000000000034e+03, 9.999999999997229e+02, 5.725131016695602e+03, -3.115527300921522e-13, 8.999999999999845e+00, 5.963767224541991e-16, 4.000000000000000e+00, -8.360889581813878e-17, 4.000000000000000e+00
21, -1.009678458521239e-02, 0.000000000000000e+00, 8.297696041809954e-83, 1.393948028035447e-133, 1.496870778300034e-113, 4.526842456179516e-78, 3.299317127962523e-101, 1.160211510757017e-83, 7.071854204074392e-43, 1.458157022285282e-25, 1.720515647024063e-42, 1.065942355278783e-03, 2.833517653272713e-04, 7.724885620526742e+00, -2.528879832318192e-15, 2.273700246985236e+04, 5.607786830610311e+01, 6.149657005903895e-80, 1.033094272588497e-130, 1.109373231114128e-110, 3.354970859982865e-75, 2.445217152862557e-98, 8.598655349034586e-81, 5.241150981150034e-40, 1.080681372590826e-22, 1.275122762894179e-39, 7.900000000000001e-01, 2.099999999999999e-01, 3.900000000000080e+02, 1.000000000000023e+03, 9.999999999998721e+02, 5.725131016695606e+03, -1.874224302691181e-12, 8.999999999999906e+00, 3.624530942501813e-16, 4.000000000000001e+00, 8.001492839404179e-17, 4.000000000000001e+00
26, -7.278131510363134e-03, 0.000000000000000e+00, 9.581901792351267e-83, 1.700583128995018e-133, 1.781563863167750e-113, 5.227446493101133e-78, 3.753224106842638e-101, 1.311113455166647e-83, 7.694568660552904e-43, 1.535157023862685e-25, 1.877141608504829e-42, 1.065942355278785e-03, 2.833517653272718e-04, 7.724885620526750e+00, -4.246182928904327e-15, 2.273700246985240e+04, 5.607786830617180e+01, 7.101418175636463e-80, 1.260350210546515e-130, 1.320367320927429e-110, 3.874208308825317e-75, 2.781620441032396e-98, 9.717032299657097e-81, 5.702662260987819e-40, 1.137748249561145e-22, 1.391202688752310e-39, 7.900000000000000e-01, 2.099999999999999e-01, 3.900000000000121e+02, 1.000000000000032e+03, 9.999999999997589e+02, 5.725131016695603e+03, -3.146966153678257e-12, 8.999999999999860e+00, 5.475355253566569e-16, 4.000000000000000e+00, 6.153025004448287e-17, 4.000000000000000e+00
28, -5.219729353472306e-03, 0.000000000000000e+00, 1.046629684641192e-82, 1.919696305586440e-133, 1.981317181895172e-113, 5.709932066854694e-78, 4.060747642403232e-101, 1.414764582917365e-83, 8.114171347529321e-43, 1.586226772864606e-25, 1.982705281467262e-42, 1.065942355278786e-03, 2.833517653272721e-04, 7.724885620526757e+00, -4.387972358838326e-15, 2.273700246985241e+04, 5.607786830617821e+01, 7.756868340692690e-80, 1.422741177234343e-130, 1.468410149897659e-110, 4.231792001205773e-75, 3.009534822977869e-98, 1.048522009628189e-80, 6.013641669085985e-40, 1.175597483632498e-22, 1.469438909714286e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000283e+02, 1.000000000000072e+03, 9.999999999996063e+02, 5.725131016695601e+03, -3.252050306768843e-12, 8.999999999999675e+00, 1.277582892498866e-15, 4.000000000000000e+00, -3.691316945021401e-17, 4.000000000000000e+00
34, -1.675430254851178e-03, 0.000000000000000e+00, 1.186160017750228e-82, 2.281110721727204e-133, 2.304805906388914e-113, 6.471145895056978e-78, 4.537780149015987e-101, 1.576306608829562e-83, 8.748278652816587e-43, 1.661418953872548e-25, 2.142516122375495e-42, 1.065942355278783e-03, 2.833517653272716e-04, 7.724885620526754e+00, -8.690021057996069e-15, 2.273700246985240e+04, 5.607786830636740e+01, 8.790967066672219e-80, 1.690595613580981e-130, 1.708156784492381e-110, 4.795949079026868e-75, 3.363077093212098e-98, 1.168245369750474e-80, 6.483596511105503e-40, 1.231324533694920e-22, 1.587879239711763e-39, 7.899999999999999e-01, 2.100000000000000e-01, 3.899999999999676e+02, 9.999999999999185e+02, 9.999999999999650e+02, 5.725131016695611e+03, -6.440420161389882e-12, 9.000000000000380e+00, -1.465235912926265e-15, 2.047963126018219e+06, -5.141596330141746e+06, 1.291069268441763e+07
36, -8.698244975333391e-04, 0.000000000000000e+00, 1.254502153031911e-82, 2.463421603008291e-133, 2.467235396013488e-113, 6.843989425387401e-78, 4.771372302105310e-101, 1.652709802464526e-83, 9.035176192308473e-43, 1.694031849668697e-25, 2.215274551767260e-42, 1.065942355278783e-03, 2.833517653272715e-04, 7.724885620526744e+00, -2.226629980127506e-15, 2.273700246985238e+04, 5.607786830662956e+01, 9.297469942790778e-80, 1.825711359286002e-130, 1.828537869049110e-110, 5.072273954853762e-75, 3.536198838517269e-98, 1.224869935490557e-80, 6.696224384532406e-40, 1.255494872317237e-22, 1.641802567680527e-39, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999675e+02, 9.999999999999185e+02, 9.999999999999650e+02, 5.725131016695605e+03, -1.650218396510453e-12, 9.000000000000373e+00, -1.470377091568111e-15, 3.241679717750903e+06, -8.703761739071414e+06, 2.351600475783711e+07
