"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","MassFrac_5","MassFrac_6","MassFrac_7","MassFrac_8","MassFrac_9","MassFrac_10","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
38, -8.698244975333391e-04, 0.000000000000000e+00, 7.818606064698019e-83, 1.356371242006173e-133, 1.444343983074169e-113, 4.265472030758653e-78, 2.907528644097893e-101, 1.189558011148401e-83, 7.340056492405110e-43, 1.546556552272481e-25, 1.765489208027491e-42, 1.065942355278782e-03, 2.833517653272714e-04, 7.724885620526770e+00, -1.403387964027968e-14, 2.273700246985252e+04, 5.607786830591471e+01, 5.794589886144457e-80, 1.005245054648975e-130, 1.070444138914222e-110, 3.161261852117727e-75, 2.154851636640895e-98, 8.816150555922489e-81, 5.439923275666705e-40, 1.146196762183937e-22, 1.308453939778895e-39, 7.899999999999999e-01, 2.100000000000001e-01, 3.899999999999453e+02, 9.999999999998621e+02, 1.000000000000781e+03, 5.725131016695628e+03, -1.040090475898329e-11, 9.000000000000661e+00, -2.475477516049111e-15, 7.350074091365311e+05, -1.071603145378511e+06, 1.766960518693525e+06
39, 0.000000000000000e+00, 0.000000000000000e+00, 4.943473773969599e-78, 1.091339865745976e-122, 1.106536521657547e-105, 2.696360287061469e-73, 1.308398119370297e-92, 6.172330942369694e-77, 4.721671601611242e-40, 1.237804662646352e-24, 1.023378636237273e-39, 1.535469521616951e-03, 4.081627842272910e-04, 1.105464406419460e+01, 1.101624169969014e-01, 3.263424354876691e+04, 8.077943493468824e+01, 2.543420254492186e-75, 5.614950227285595e-120, 5.693137114105066e-103, 1.387279002800002e-70, 6.731716258451348e-90, 3.175668012828517e-74, 2.429302902310178e-37, 6.368512495519026e-22, 5.265289289337857e-37, 7.899999999999999e-01, 2.100000000000000e-01, 6.797600115204217e+02, 1.209994857420944e+03, 1.000001324080942e+03, 5.687621074703670e+03, 5.667863034878444e+01, 8.128633360093914e+00, 1.310360998990785e-02, 9.417459293068019e+05, -1.585320896630066e+06, 3.133712381841248e+06
40, 1.782976449799005e-03, 4.774934803206855e-04, 3.507990789163782e-61, 2.992997072593507e-93, 5.426981942979370e-82, 1.912062139441046e-56, 1.943719381551079e-70, 1.857016293341829e-59, 6.624627442828953e-31, 1.770220262670468e-20, 1.503023321758178e-30, 2.492387044457816e-03, 6.625332649824577e-04, 1.763415512379935e+01, 8.500407654917325e-01, 5.250431009638672e+04, 1.311494637785401e+02, 1.111911061165963e-58, 9.486759661211557e-91, 1.720164508352413e-79, 6.060571906427239e-54, 6.160914352527408e-68, 5.886095720976513e-57, 2.099776473911715e-28, 5.610982494149049e-18, 4.764061130992039e-28, 7.899999999999999e-01, 2.100000000000001e-01, 1.571260733077784e+03, 1.723065887109726e+03, 1.000067352438225e+03, 5.589413802635127e+03, 2.694333555583664e+02, 6.701567384542050e+00, 5.341931021269650e-02, 1.153489964829827e+06, -2.376807812627072e+06, 5.556078151327891e+06
49, 3.565952899598004e-03, 9.549869606413694e-04, 6.204125295574188e-52, 3.381950567588920e-77, 7.632536529182615e-69, 3.376225410822733e-47, 2.235543938863498e-58, 9.031418989771343e-50, 6.878922115817881e-26, 5.399265597538330e-18, 1.655316550172838e-25, 3.489175732285650e-03, 9.275024098480785e-04, 2.419654422399243e+01, 2.520242370111820e+00, 7.288735017322851e+04, 1.838827059207505e+02, 1.404703964363797e-49, 7.657226672974344e-75, 1.728116988279176e-66, 7.644264087560726e-45, 5.061595767047422e-56, 2.044844269636589e-47, 1.557487753113614e-23, 1.222472053381255e-15, 3.747876790888685e-23, 7.900000000000000e-01, 2.099999999999987e-01, 2.814844583086187e+03, 2.204959871250906e+03, 1.000549316934365e+03, 5.478448608959058e+03, 5.706194313933572e+02, 5.831192873445605e+00, 1.096570142173076e-01, 2.793590418212740e+06, -6.564009873237654e+06, 1.578115732214210e+07
50, 5.348929349396780e-03, 1.432480440961994e-03, 1.444128784931593e-43, 7.307470624887309e-63, 6.535024114898082e-57, 7.830900147138205e-39, 1.249045653476171e-47, 5.078590268221858e-41, 2.378233281152503e-21, 1.405802773964966e-15, 6.379759771097340e-21, 5.430162990410514e-03, 1.443461048082401e-03, 3.621038860319808e+01, 7.716010792413249e+00, 1.121317863248317e+05, 2.895107400609861e+02, 2.100971448022246e-41, 1.063117590366206e-60, 9.507392429815802e-55, 1.139268034341543e-36, 1.817157363395419e-45, 7.388519127290430e-39, 3.459940881016617e-19, 2.045213363564920e-13, 9.281508175845529e-19, 7.900000000000000e-01, 2.099999999997954e-01, 5.682645449089249e+03, 2.860268526062363e+03, 1.004199883240745e+03, 5.268019955762671e+03, 1.122553510230020e+03, 5.006609427583101e+00, 2.393455239590173e-01, 2.783387713300325e+06, -7.428910955111252e+06, 2.017568684999577e+07
105, 1.158934692369223e-02, 3.103707622084108e-03, 1.855762725353204e-40, 2.060733316256405e-58, 1.324064392075915e-52, 1.009060081162682e-35, 4.898593602140363e-44, 3.584624228820389e-38, 7.547114795659185e-20, 1.092739318896148e-14, 3.231547641990032e-19, 4.568824988888103e-03, 1.214497781845403e-03, 3.011987645986256e+01, 8.200368046825920e+00, 9.445032216228943e+04, 2.576030486259161e+02, 3.208817489386519e-38, 3.563234144012933e-56, 2.289452697978122e-50, 1.744775661263663e-33, 8.470206136376185e-42, 6.198208834121449e-36, 1.304979005120912e-17, 1.889466250135456e-12, 5.587700652533465e-17, 7.900000000000000e-01, 2.099999999981104e-01, 4.676264072951504e+03, 2.797458277056423e+03, 1.022155469565302e+03, 5.208057314771921e+03, 1.417933664070830e+03, 5.073156812772710e+00, 1.938346579674677e-01, 2.063136129685920e+06, -4.857103780566069e+06, 1.207035891311827e+07
106, 1.426381159839122e-02, 3.819947842565264e-03, 2.016288751313039e-40, 2.028016250177879e-58, 1.299210328153956e-52, 1.096853471885111e-35, 4.555488018032607e-44, 3.352635787500134e-38, 7.730187324107693e-20, 1.137187816950561e-14, 3.498535281523075e-19, 4.436496048142970e-03, 1.179321734305113e-03, 2.923569806573253e+01, 7.932429779628852e+00, 9.168542966241497e+04, 2.521625468962563e+02, 3.590374241861534e-38, 3.611257217982073e-56, 2.313483767603593e-50, 1.953150038648053e-33, 8.111887163186275e-42, 5.969986771956554e-36, 1.376502519054713e-17, 2.024972784021721e-12, 6.229787747833383e-17, 7.900000000000001e-01, 2.099999999979749e-01, 4.570108505085800e+03, 2.815499954109517e+03, 1.024784582978226e+03, 5.205955605797580e+03, 1.412515520785796e+03, 5.053644894170385e+00, 1.890340605618062e-01, 1.478633982417012e+06, -3.476734112573748e+06, 8.650297307348318e+06
115, 1.693827627309051e-02, 4.536188063046503e-03, 2.418006988666115e-40, 2.842226179799702e-58, 1.446087175990911e-52, 1.315821808950670e-35, 4.616185732157857e-44, 3.556574580880477e-38, 8.478213056422852e-20, 1.207603493222124e-14, 3.947747499429016e-19, 4.170107462995429e-03, 1.108509578758861e-03, 2.744251642476704e+01, 7.432034872370787e+00, 8.611508184589221e+04, 2.393864596318430e+02, 4.580758500823135e-38, 5.384414435279088e-56, 2.739519015205945e-50, 2.492739667491318e-33, 8.745066549880188e-42, 6.737701471312554e-36, 1.606142856990780e-17, 2.287727038478297e-12, 7.478753370803338e-17, 7.899999999999999e-01, 2.099999999977123e-01, 4.360810324676334e+03, 2.858176622144546e+03, 1.028045622249092e+03, 5.198807984673205e+03, 1.407951138255680e+03, 5.008248796147563e+00, 1.795691184764842e-01, 1.007240591816691e+06, -2.332012944980849e+06, 5.797559903338566e+06
116, 1.961274094779022e-02, 5.252428283527852e-03, 3.357271139627072e-40, 4.660377811945282e-58, 2.048570449834679e-52, 1.827305483347563e-35, 5.631595134608637e-44, 4.555807417463995e-38, 1.018429881067899e-19, 1.386005719426907e-14, 4.884758551300360e-19, 4.066880438863948e-03, 1.081069483734785e-03, 2.675645743792124e+01, 7.220643427198707e+00, 8.396318578030373e+04, 2.363584850580732e+02, 6.521569149070609e-38, 9.052881014779050e-56, 3.979390787847886e-50, 3.549578979626520e-33, 1.093949090272151e-41, 8.849750844413644e-36, 1.978321266480084e-17, 2.692344992205183e-12, 9.488745276724326e-17, 7.899999999999999e-01, 2.099999999973078e-01, 4.273062163518762e+03, 2.871751907656898e+03, 1.032123089979570e+03, 5.197497613640789e+03, 1.402625032438975e+03, 4.993934475464649e+00, 1.756009460737185e-01, 6.559499472208063e+05, -1.835137770584548e+06, 5.431400518038332e+06
122, 2.407018207228917e-02, 6.446161984329951e-03, 5.620928295415218e-40, 1.001423855706240e-57, 3.791258212457952e-52, 3.059970661351667e-35, 8.235904745547551e-44, 6.992906195297150e-38, 1.314365666396366e-19, 1.655413830349550e-14, 6.610355813148897e-19, 3.970078979019171e-03, 1.055337450102467e-03, 2.611258971278128e+01, 7.025567909213722e+00, 8.194601729581105e+04, 2.343531790491680e+02, 1.118500003865182e-37, 1.992718155454380e-55, 7.544167266369433e-50, 6.088989249944448e-33, 1.638850205088362e-41, 1.391507807144325e-35, 2.615436322401975e-17, 3.294082895799814e-12, 1.315384686296038e-16, 7.899999999999997e-01, 2.099999999967060e-01, 4.189997375706674e+03, 2.884587496429576e+03, 1.037310417882071e+03, 5.196104657392405e+03, 1.398007112102854e+03, 4.980454336839730e+00, 1.718445665178483e-01, 4.543439030747682e+05, -1.132759125894227e+06, 3.290050392740889e+06
123, 2.139571739759007e-02, 5.729921763848764e-03, 4.193141349531281e-40, 6.741396766710426e-58, 2.653488366867151e-52, 2.282405001862443e-35, 6.612617397115822e-44, 5.530542028565201e-38, 1.154868714535885e-19, 1.508720381847229e-14, 5.582990855991418e-19, 4.022941696070993e-03, 1.069389564763279e-03, 2.645851695134046e+01, 7.134905646490954e+00, 8.304024345833188e+04, 2.353887101204832e+02, 8.234227379842330e-38, 1.323833117169604e-55, 5.210753642968174e-50, 4.482043458975126e-33, 1.298544234141769e-41, 1.086053075746441e-35, 2.267858580636136e-17, 2.962730239971833e-12, 1.096352646756178e-16, 7.899999999999997e-01, 2.099999999970373e-01, 4.242696449589323e+03, 2.882486847878843e+03, 1.034366777252855e+03, 5.195757227099047e+03, 1.401107917182298e+03, 4.982704902976073e+00, 1.742277390866377e-01, 5.406771613037173e+05, -1.660090330220012e+06, 5.356371145618087e+06
163, 3.306263821957166e-02, 8.854404214832268e-03, 2.396313296591013e-39, 1.003691039250363e-56, 2.635113675549727e-51, 1.304662158866496e-34, 3.307584494322823e-43, 2.836255983085118e-37, 2.873415859613604e-19, 2.966727302696972e-14, 1.567653602151805e-18, 4.045135521848359e-03, 1.075289189322426e-03, 2.657589421496792e+01, 7.105523423048102e+00, 8.343269293632118e+04, 2.511691431954461e+02, 4.679911202188560e-37, 1.960171462056423e-54, 5.146279506435590e-49, 2.547956922426120e-32, 6.459590133388328e-41, 5.539102990580198e-35, 5.611674854486724e-17, 5.793908650209292e-12, 3.061569480208758e-16, 7.900000000000000e-01, 2.099999999942057e-01, 4.331770818575644e+03, 2.926857021430539e+03, 1.054479782909159e+03, 5.190173806644519e+03, 1.387682433354684e+03, 4.936638478300742e+00, 1.782558856385701e-01, 1.079637225391613e+05, -2.590329466346274e+05, 8.424519987357337e+05
172, 2.852762319678226e-02, 7.639895685130482e-03, 1.031750344483537e-39, 2.657522913820835e-57, 8.282171593974856e-52, 5.617144349416413e-35, 1.432423422471319e-43, 1.239800617633917e-37, 1.819351626259652e-19, 2.105075467892800e-14, 9.558759453091998e-19, 3.984126500585922e-03, 1.059071601400524e-03, 2.619555579194243e+01, 6.990989264623887e+00, 8.219971114791975e+04, 2.400043315007919e+02, 2.045825532954650e-37, 5.269519182208964e-55, 1.642245937290873e-49, 1.113806008766630e-32, 2.840307664894481e-41, 2.458361921456945e-35, 3.607535515084049e-17, 4.174088396517386e-12, 1.895376556651033e-16, 7.899999999999997e-01, 2.099999999958260e-01, 4.241082730804326e+03, 2.909462321079402e+03, 1.044141674219831e+03, 5.194234940228705e+03, 1.386221426011612e+03, 4.954642272571911e+00, 1.741547630349008e-01, 3.461220049711035e+05, -1.023315222958797e+06, 3.094045438443589e+06
174, 2.585315852208661e-02, 6.923655464650219e-03, 6.696931683758637e-40, 1.324146304346016e-57, 4.715723848409744e-52, 3.645861439525965e-35, 9.601710650404271e-44, 8.196604849738417e-38, 1.432381020349102e-19, 1.759705842825048e-14, 7.337798483357954e-19, 3.965037644698692e-03, 1.053997348573196e-03, 2.607684262661295e+01, 6.987333118302865e+00, 8.182678008194610e+04, 2.352714321512125e+02, 1.334306633189950e-37, 2.638248799054831e-55, 9.395678361905680e-50, 7.264068579718070e-33, 1.913059116591512e-41, 1.633103746177778e-35, 2.853897257668485e-17, 3.506064104310485e-12, 1.461993887902492e-16, 7.899999999999997e-01, 2.099999999964941e-01, 4.199856300301399e+03, 2.895051064160670e+03, 1.039046845761376e+03, 5.195588925257151e+03, 1.392166647103481e+03, 4.969586303284417e+00, 1.722904096213577e-01, 3.500941527680539e+05, -8.099940441242434e+05, 2.218383559411170e+06
175, 3.031059964657972e-02, 8.117389165450753e-03, 1.355132503673865e-39, 4.127844080072449e-57, 1.196630519375032e-51, 7.377785851025609e-35, 1.869129797571551e-43, 1.622375815757337e-37, 2.118192617858448e-19, 2.359038858801322e-14, 1.125836072410426e-18, 4.012783152659648e-03, 1.066689192455557e-03, 2.637521386253166e+01, 7.039880760658943e+00, 8.277806107999326e+04, 2.440393690799991e+02, 2.667860776859563e-37, 8.126521417176171e-55, 2.355816585004627e-49, 1.452470916213643e-32, 3.679771579739702e-41, 3.193984936860614e-35, 4.170103652371728e-17, 4.644259676025191e-12, 2.216442960828174e-16, 7.899999999999998e-01, 2.099999999953557e-01, 4.284476047795299e+03, 2.918240900718016e+03, 1.047368525811161e+03, 5.192510574011397e+03, 1.385947256390974e+03, 4.945586235976950e+00, 1.761171080080203e-01, 1.640471422412382e+05, -4.068932596152464e+05, 1.221845336132578e+06
263, 3.505990866283369e-02, 9.389287115390117e-03, 3.378149126140712e-39, 1.666139491341710e-56, 4.298712058319340e-51, 1.839263793735289e-34, 4.740273311884287e-43, 3.949861985025592e-37, 3.396972479078417e-19, 3.367620897032028e-14, 1.898568668812307e-18, 4.057959285037582e-03, 1.078698037761121e-03, 2.665819187774349e+01, 7.131354868371797e+00, 8.369647954289288e+04, 2.550280536738363e+02, 6.576551468841184e-37, 3.243625935364112e-54, 8.368695414450980e-49, 3.580662828255611e-32, 9.228323039603649e-41, 7.689557112304341e-35, 6.613196609357051e-17, 6.556055203571771e-12, 3.696117045560333e-16, 7.900000000000000e-01, 2.099999999934433e-01, 4.346212393369467e+03, 2.927334646199109e+03, 1.058656236697631e+03, 5.189793712585836e+03, 1.388325991043437e+03, 4.936051124548889e+00, 1.789089666580848e-01, 1.462427550407423e+05, -3.925361992823345e+05, 1.180111813772865e+06
264, 3.951707266937012e-02, 1.058294660207660e-02, 6.300488503512717e-39, 4.106677922564729e-56, 1.049508974738881e-50, 3.430531184411686e-34, 9.216711749794653e-43, 7.181931935354746e-37, 4.560258160218381e-19, 4.233346259600476e-14, 2.683894164096639e-18, 4.069288904703506e-03, 1.081709708802898e-03, 2.673013316306745e+01, 7.157433800915291e+00, 8.393064846455073e+04, 2.618029943219364e+02, 1.223158648682307e-36, 7.972585959861994e-54, 2.037486424434949e-48, 6.659934202638520e-32, 1.789305810634818e-40, 1.394279531829811e-34, 8.853153538468194e-17, 8.218496212492559e-12, 5.210434646666680e-16, 7.900000000000001e-01, 2.099999999917808e-01, 4.357854270671405e+03, 2.927003832220409e+03, 1.066839367290377e+03, 5.189310882895370e+03, 1.389523534735380e+03, 4.936185978559894e+00, 1.794354389580909e-01, 2.447114093193006e+05, -5.664613727640866e+05, 1.344126596320116e+06
278, 4.753441116795683e-02, 1.273004555171822e-02, 1.639977949121070e-38, 1.545056070694540e-55, 4.074699513617280e-50, 8.930279484285979e-34, 2.568924516647418e-42, 1.781934785951441e-36, 7.056193612361168e-19, 6.085254579483881e-14, 4.642355487000305e-18, 4.071103952211006e-03, 1.082192189767385e-03, 2.674699171296763e+01, 7.163341958015852e+00, 8.397970852591429e+04, 2.732130150350040e+02, 3.182386387117473e-36, 2.998189950875082e-53, 7.906977207028608e-48, 1.732925731054942e-31, 4.985012399521931e-40, 3.457854423336709e-34, 1.369258318923024e-16, 1.180847056283445e-11, 9.008516799819009e-16, 7.899999999999999e-01, 2.099999999881907e-01, 4.348174020027476e+03, 2.919199911619829e+03, 1.081866486825692e+03, 5.190268708753732e+03, 1.390050515354469e+03, 4.943756251349456e+00, 1.789976758990097e-01, 8.771493987416485e+04, -2.064939793008117e+05, 6.254304079462743e+05
279, 4.466648738017173e-02, 1.196199563671325e-02, 1.201361790524037e-38, 1.005316552585188e-55, 2.618982185644780e-50, 6.541666407279974e-34, 1.844536281964674e-42, 1.325372973037741e-36, 6.125960006441717e-19, 5.395596351988114e-14, 3.882012809607725e-18, 4.074740196266326e-03, 1.083158786295318e-03, 2.676914455675049e+01, 7.167643564904843e+00, 8.405016932535439e+04, 2.694670524904651e+02, 2.329168901083864e-36, 1.949081507748695e-53, 5.077614343498983e-48, 1.268281218637332e-31, 3.576138827420963e-40, 2.569598546820774e-34, 1.187685146042779e-16, 1.046084145923302e-11, 7.526345170178442e-16, 7.899999999999998e-01, 2.099999999895385e-01, 4.356606253434892e+03, 2.922250887729830e+03, 1.076592133084613e+03, 5.189931917428845e+03, 1.389644037051320e+03, 4.940778949790468e+00, 1.793790007662157e-01, 7.410457127921288e+04, -1.867458868427302e+05, 6.565790279817018e+05
