"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 7.170319578597789e-45, 1.140093903915390e-26, 1.566103536165550e-44, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526754e+00, 1.620388573699281e-17, 2.273700247243776e+04, 5.607787089159303e+01, 5.314126452561080e-42, 8.449558080067068e-24, 1.160683584289324e-41, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695601e+03, 1.200915759546523e-14, 8.999999999999917e+00, 3.238942544363320e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 1.020898708316198e-41, 3.001884955937793e-25, 2.212565533375149e-41, 1.400606216896180e-03, 3.723130449977186e-04, 1.010530066868740e+01, 3.632755591552714e-02, 2.980235733501901e+04, 7.368421726962325e+01, 5.758292158356022e-39, 1.693187625888315e-22, 1.247978732551873e-38, 7.900000000000000e-01, 2.100000000000000e-01, 5.856118461079898e+02, 1.142780749175795e+03, 1.000000453235789e+03, 5.699808719937162e+03, 2.049024831323717e+01, 8.381827321427739e+00, 8.846014767031852e-03
2, 1.931920337076797e-01, 5.173816881076040e-02, 1.469828333499902e-15, 9.536759650259564e-12, 4.690738279507153e-15, 7.263901291466518e-03, 1.930910460345217e-03, 4.541736499496142e+01, 1.358685714526583e+01, 1.469106611401114e+05, 7.548998400250133e+02, 1.598540972505298e-13, 1.037189221245627e-09, 5.101505502507508e-13, 7.899999999996020e-01, 2.099999989625388e-01, 1.068910238878813e+04, 4.021984707561124e+03, 1.262246980875795e+03, 4.939455659750251e+03, 1.477665611640982e+03, 4.041367960600393e+00, 4.657489494173924e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 7.158635150738078e-05, 1.667186235707534e-03, 3.500989857417431e-04, 6.964715622842430e-03, 5.999060186841436e-05, 2.793299139086732e+01, 2.575883505731601e+01, 1.428023065326520e+05, 7.528810369240247e+03, 7.854911989197300e-03, 1.829343286161696e-01, 3.841509816609524e-02, 7.642131089971006e-01, 6.582552231437379e-03, 1.340510076320107e+04, 4.340142087191280e+03, 4.889223770609055e+03, 3.064986332592277e+03, 2.826424004841286e+03, 2.851558631894063e+00, 5.885726035330414e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 3.004105524557021e-06, 1.006751103068207e-04, 1.602830222661701e-05, 4.101270171042416e-04, 2.587053861900585e-06, 2.430395497786900e+00, 5.080160393786131e-03, 8.599466095988271e+03, 3.484223002531988e+02, 5.642343560979892e-03, 1.890890835049452e-01, 3.010453099017812e-02, 7.703050093365933e-01, 4.859032607303426e-03, 5.262798905203945e+02, 2.908558076095534e+03, 4.184949136574590e+03, 4.564795169635242e+03, 9.541612320975634e+00, 3.807228982092508e+00, 6.162888127579783e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 7.364962992335004e-44, 4.279921245853330e-26, 1.653270187508943e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526754e+00, 2.294886856080199e-17, 2.273700247243776e+04, 5.607787089151380e+01, 5.458382186551671e-41, 3.171970573718156e-23, 1.225285252681861e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695601e+03, 1.700805496024406e-14, 8.999999999999917e+00, 3.238942544363320e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 1.424336916563959e-43, 6.352227296204254e-26, 3.230207634710778e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526754e+00, 5.458922016153112e-17, 2.273700247243776e+04, 5.607787089152014e+01, 1.055616336580637e-40, 4.707815145115322e-23, 2.393998154575727e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000070e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695603e+03, 4.045761359799856e-14, 8.999999999999920e+00, 3.187530757944855e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 2.083223595433564e-43, 7.931406823944160e-26, 4.759595903456273e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526755e+00, 3.889536873786516e-17, 2.273700247243776e+04, 5.607787089151520e+01, 1.543935872556719e-40, 5.878189716250776e-23, 3.527471016710888e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695601e+03, 2.882645684426067e-14, 8.999999999999917e+00, 3.264648437572553e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 2.720633301244497e-43, 9.243006625292266e-26, 6.254007867804225e-43, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526752e+00, 3.959801165328109e-17, 2.273700247243775e+04, 5.607787089151977e+01, 2.016338216920772e-40, 6.850253391114328e-23, 4.635021951326030e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000070e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695602e+03, 2.934720536356818e-14, 8.999999999999918e+00, 3.187530757944855e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 3.140735033617221e-43, 1.003196262023170e-25, 7.245567058599256e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526754e+00, 3.110177624331104e-17, 2.273700247243776e+04, 5.607787089151753e+01, 2.327687481663752e-40, 7.434970972619138e-23, 5.369894486270194e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695601e+03, 2.305040522176231e-14, 8.999999999999917e+00, 3.238942544363320e-16
11, -7.278131510363134e-03, 0.000000000000000e+00, 3.479114225819983e-43, 1.063555520261960e-25, 8.047369462404292e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526754e+00, 3.971148670822198e-17, 2.273700247243776e+04, 5.607787089151749e+01, 2.578469862639943e-40, 7.882310491238538e-23, 5.964132904388322e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695601e+03, 2.943130493326757e-14, 8.999999999999917e+00, 3.238942544363320e-16
12, -5.219729353472306e-03, 0.000000000000000e+00, 3.752800155764198e-43, 1.110311470478815e-25, 8.698151172838344e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526755e+00, 5.790329272970097e-17, 2.273700247243776e+04, 5.607787089151870e+01, 2.781306238908510e-40, 8.228832050198961e-23, 6.446445619233432e-40, 7.899999999999999e-01, 2.100000000000000e-01, 3.900000000000072e+02, 1.000000000000018e+03, 1.000000000000000e+03, 5.725131016695602e+03, 4.291376642454558e-14, 8.999999999999917e+00, 3.238942544363320e-16
13, -3.716075109627959e-03, 0.000000000000000e+00, 3.945423479507424e-43, 1.142250453174531e-25, 9.157331698833442e-43, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526756e+00, 1.006176566047668e-16, 2.273700247243777e+04, 5.607787089151568e+01, 2.924064827122550e-40, 8.465540876006118e-23, 6.786757282185649e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.900000000000060e+02, 1.000000000000015e+03, 1.000000000000001e+03, 5.725131016695602e+03, 7.457058847893943e-14, 8.999999999999932e+00, 2.724824680178666e-16
14, -2.617116624604489e-03, 0.000000000000000e+00, 4.094650248308858e-43, 1.166534529021960e-25, 9.513623982802070e-43, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526752e+00, 1.001960929014428e-16, 2.273700247243777e+04, 5.607787089151468e+01, 3.034661002205865e-40, 8.645517024101407e-23, 7.050815561642614e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999998e+02, 9.999999999999999e+02, 1.000000000000000e+03, 5.725131016695603e+03, 7.425815570621340e-14, 9.000000000000002e+00, -1.028235728369308e-17
15, -1.739648995067414e-03, 0.000000000000000e+00, 4.234045487073703e-43, 1.188818884140989e-25, 9.846963213313757e-43, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526752e+00, 2.186940078708035e-16, 2.273700247243776e+04, 5.607787089152118e+01, 3.137970752567954e-40, 8.810672676814246e-23, 7.297862684594548e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999969e+02, 9.999999999999925e+02, 1.000000000000000e+03, 5.725131016695603e+03, 1.620803089044616e-13, 9.000000000000034e+00, -1.388118233298566e-16
16, -8.698244975333391e-04, 0.000000000000000e+00, 4.375172708174026e-43, 1.210979794936788e-25, 1.018499022857812e-42, 1.065942355278784e-03, 2.833517653272718e-04, 7.724885620526750e+00, 2.870778951591897e-16, 2.273700247243775e+04, 5.607787089151753e+01, 3.242564123979767e-40, 8.974913448765776e-23, 7.548384057290179e-40, 7.900000000000000e-01, 2.100000000000000e-01, 3.899999999999998e+02, 1.000000000000000e+03, 1.000000000000000e+03, 5.725131016695604e+03, 2.127615401082784e-13, 9.000000000000000e+00, -1.028235728369308e-17
17, 8.914882248994977e-04, 2.387467401603415e-04, 1.819789398717679e-34, 3.640686993056245e-22, 3.992357065626992e-34, 2.112459679425751e-03, 5.615399147840604e-04, 1.506883192185149e+01, 1.793703290845624e-01, 4.467161074499199e+04, 1.111383127059135e+02, 6.805496166335213e-32, 1.361513666995188e-19, 1.493028298984004e-31, 7.900000000000000e-01, 2.100000000000000e-01, 1.160942945237327e+03, 1.502074802066836e+03, 1.000012691341666e+03, 5.635315710025175e+03, 6.707941522241246e+01, 7.228701920099218e+00, 3.486380203345912e-02
18, 1.782976449799005e-03, 4.774934803206855e-04, 2.672680281741967e-32, 3.859562294512038e-21, 5.916622227158828e-32, 2.344572447895443e-03, 6.232407772886622e-04, 1.664705322358753e+01, 3.214366316025048e-01, 4.945859393392601e+04, 1.233593044187020e+02, 9.005554187380406e-30, 1.300473446833102e-18, 1.993596556869510e-29, 7.899999999999999e-01, 2.100000000000000e-01, 1.409947437718771e+03, 1.643646342920485e+03, 1.000036440345884e+03, 5.609198409901570e+03, 1.083075676308993e+02, 6.879147760113191e+00, 4.612435430252824e-02
19, 2.674464674698533e-03, 7.162402204810351e-04, 3.178183080293430e-30, 3.816889828776111e-20, 7.102161456942338e-30, 2.631214514939523e-03, 6.994367697940506e-04, 1.857907355180008e+01, 5.247567676472514e-01, 5.534657396119399e+04, 1.384638755089399e+02, 9.542227055894448e-28, 1.145989028113291e-17, 2.132364168382298e-27, 7.899999999999999e-01, 2.100000000000000e-01, 1.741038976942154e+03, 1.808511812921906e+03, 1.000088422403711e+03, 5.578210374937606e+03, 1.575538003790835e+02, 6.523256482020858e+00, 6.109707044157257e-02
20, 3.565952899598004e-03, 9.549869606413694e-04, 8.044774868894931e-28, 5.712761000323845e-19, 1.826952508784967e-27, 3.031515249905260e-03, 8.058458259241826e-04, 2.123678269979616e+01, 8.699787693001743e-01, 6.351332624001620e+04, 1.596011883202636e+02, 2.096434166585707e-25, 1.488721255945151e-16, 4.760960651559413e-25, 7.899999999999999e-01, 2.099999999999999e-01, 2.259330538834948e+03, 2.036991081667971e+03, 1.000230107077582e+03, 5.534215383994284e+03, 2.267127726864038e+02, 6.100742308003666e+00, 8.453539946588205e-02
21, 4.457441124497438e-03, 1.193733700801694e-03, 4.084895663292668e-26, 4.178631893641015e-18, 9.410291040578947e-26, 3.313282755671193e-03, 8.807460489758827e-04, 2.304884790213922e+01, 1.240119662548298e+00, 6.918330832253162e+04, 1.745817894985038e+02, 9.739789242187629e-24, 9.963288494850095e-16, 2.243735434089563e-23, 7.899999999999999e-01, 2.099999999999990e-01, 2.702660091072110e+03, 2.229472094083768e+03, 1.000493203033269e+03, 5.495634144572532e+03, 2.956869683809080e+02, 5.794308003590101e+00, 1.045837750820834e-01
22, 5.348929349396780e-03, 1.432480440961994e-03, 8.523531183043839e-25, 2.008990013236771e-17, 1.993475148118800e-24, 3.530045025979328e-03, 9.383663993109407e-04, 2.439905371170899e+01, 1.636139783264283e+00, 7.349245590724502e+04, 1.862614652253857e+02, 1.907508143677730e-22, 4.495982625651481e-15, 4.461261415715083e-22, 7.900000000000000e-01, 2.099999999999956e-01, 3.096451212679602e+03, 2.397469600324714e+03, 1.000928739088047e+03, 5.460341805952642e+03, 3.661569241373051e+02, 5.556158341087044e+00, 1.223919096412901e-01
23, 6.240417574296114e-03, 1.671227181122291e-03, 9.372806175994118e-24, 7.084259968010476e-17, 2.220073906597227e-23, 3.704835535380364e-03, 9.848296992782536e-04, 2.545148338603758e+01, 2.050781412908221e+00, 7.692769099751289e+04, 1.958741734516233e+02, 1.998608793379314e-21, 1.510611016678692e-14, 4.733970967031729e-21, 7.900000000000000e-01, 2.099999999999849e-01, 3.453523016923999e+03, 2.547783574912262e+03, 1.001555140670904e+03, 5.427142900934576e+03, 4.372980394745545e+02, 5.362315261171132e+00, 1.385395127444931e-01
24, 7.131905799195436e-03, 1.909973921282586e-03, 4.785998707195345e-23, 1.689261709404346e-16, 1.151169110018347e-22, 3.761515914865168e-03, 9.998966355969007e-04, 2.572213728325161e+01, 2.408523472365750e+00, 7.796503917917366e+04, 1.993472738632180e+02, 1.005163626649138e-20, 3.547816307663473e-14, 2.417705035676003e-20, 7.900000000000001e-01, 2.099999999999645e-01, 3.645929211747263e+03, 2.649198136390851e+03, 1.002308167586009e+03, 5.402207225407196e+03, 5.058422152753663e+02, 5.240427190149597e+00, 1.472405606336653e-01
25, 8.023394024094811e-03, 2.148720661442895e-03, 3.640014930043335e-22, 5.014623881793851e-16, 8.829219252069298e-22, 4.021044927164324e-03, 1.068885360384952e-03, 2.729950391582098e+01, 3.004781924109138e+00, 8.310836272259591e+04, 2.139063695979980e+02, 7.151404291227707e-20, 9.852048257045624e-14, 1.734644435831667e-19, 7.900000000000000e-01, 2.099999999999015e-01, 4.133424332568954e+03, 2.809572080068906e+03, 1.003496754454401e+03, 5.363433755192468e+03, 5.903385222109986e+02, 5.060515974218514e+00, 1.692862042050876e-01
26, 8.914882248994234e-03, 2.387467401603216e-03, 1.146510174806870e-21, 9.401892154005932e-16, 2.833270662626154e-21, 4.078719025851204e-03, 1.084216449908873e-03, 2.756780756811525e+01, 3.477676239560121e+00, 8.418977583800035e+04, 2.178033520316611e+02, 2.220655633194552e-19, 1.821036152426463e-13, 5.487712709035027e-19, 7.899999999999999e-01, 2.099999999998179e-01, 4.303325621101700e+03, 2.883696383164066e+03, 1.004701368890384e+03, 5.339560739726609e+03, 6.735850672329990e+02, 4.982143977500394e+00, 1.769695287950957e-01
27, 9.806370473893577e-03, 2.626214141763516e-03, 2.832147944372092e-21, 1.544859026540162e-15, 7.119186893859538e-21, 4.099869318982141e-03, 1.089838679727885e-03, 2.761327948580081e+01, 3.803472966496038e+00, 8.453997874723855e+04, 2.198175825874498e+02, 5.457239492231969e-19, 2.976774467703575e-13, 1.371789490974635e-18, 7.900000000000001e-01, 2.099999999997023e-01, 4.412005764131383e+03, 2.941271869541709e+03, 1.005978349232869e+03, 5.320777102036619e+03, 7.328876629360096e+02, 4.923180897493812e+00, 1.818842932597845e-01
28, 1.069785869879290e-02, 2.864960881923812e-03, 8.067686157629904e-21, 2.781165087964032e-15, 2.043454389151718e-20, 4.260260836016731e-03, 1.132474399444704e-03, 2.853965373465338e+01, 4.314522283494775e+00, 8.769364509584184e+04, 2.296531682178919e+02, 1.496028602438040e-18, 5.157243896704350e-13, 3.789272604583588e-18, 7.900000000000000e-01, 2.099999999994843e-01, 4.738241487762466e+03, 3.039835717390888e+03, 1.007691566081389e+03, 5.292240855246928e+03, 8.000619528140757e+02, 4.825902161286364e+00, 1.966374183194023e-01
29, 1.158934692369223e-02, 3.103707622084108e-03, 1.332649516414294e-20, 3.629270543185168e-15, 3.467181034575437e-20, 4.172061713089075e-03, 1.109029062969416e-03, 2.789818295821481e+01, 4.485579715010774e+00, 8.586331097002926e+04, 2.258975222535763e+02, 2.523436109931807e-18, 6.872198750371336e-13, 6.565274451049606e-18, 7.900000000000001e-01, 2.099999999993128e-01, 4.654981202101173e+03, 3.049553942866623e+03, 1.009102141741400e+03, 5.282655447747725e+03, 8.493661452181051e+02, 4.816520896245910e+00, 1.928721979039655e-01
30, 1.248083514859175e-02, 3.342454362244454e-03, 1.994788254520297e-20, 4.537467387687457e-15, 5.312181025397060e-20, 4.149582887088989e-03, 1.103053678841902e-03, 2.769371230435785e+01, 4.703013552426460e+00, 8.537951081718986e+04, 2.256206572499662e+02, 3.797689464100684e-18, 8.638456764958745e-13, 1.011336108773980e-17, 7.900000000000000e-01, 2.099999999991361e-01, 4.651074058287057e+03, 3.063500270753094e+03, 1.010434703142466e+03, 5.272345032199263e+03, 8.953624514832413e+02, 4.803146021896467e+00, 1.926955079306112e-01
31, 1.337232337349147e-02, 3.581201102404856e-03, 2.998647798622120e-20, 5.755545627605357e-15, 8.115997172522287e-20, 4.196488781810997e-03, 1.115522334399699e-03, 2.792958867217413e+01, 4.992902431845627e+00, 8.629090474797701e+04, 2.292237531595012e+02, 5.645032988481293e-18, 1.083496532986327e-12, 1.527857716213330e-17, 7.900000000000000e-01, 2.099999999989165e-01, 4.757364374528504e+03, 3.098485454889811e+03, 1.011907132086487e+03, 5.257818189971586e+03, 9.399269547089890e+02, 4.770005563054783e+00, 1.975021989658017e-01
32, 1.426381159839122e-02, 3.819947842565264e-03, 4.252393074442732e-20, 7.030558336444200e-15, 1.171364073547755e-19, 4.193049887732871e-03, 1.114608197997910e-03, 2.784909056529668e+01, 5.195697617722677e+00, 8.619076035871143e+04, 2.301283130129981e+02, 8.011806724832787e-18, 1.324606487998160e-12, 2.206932049174988e-17, 7.899999999999999e-01, 2.099999999986754e-01, 4.782897494757457e+03, 3.117670086622169e+03, 1.013433144360218e+03, 5.246963936906536e+03, 9.789058627728897e+02, 4.752036249285974e+00, 1.986568650204793e-01
33, 1.515529982329097e-02, 4.058694582725674e-03, 5.355916823833035e-20, 7.990727394982670e-15, 1.510588765307435e-19, 4.149117072368794e-03, 1.102929854672322e-03, 2.752470172156060e+01, 5.310816790931881e+00, 8.528733232127926e+04, 2.286791843934046e+02, 1.019777031360664e-17, 1.521450113826821e-12, 2.876190533499608e-17, 7.899999999999999e-01, 2.099999999984785e-01, 4.733146099442117e+03, 3.117908265172067e+03, 1.014788627614008e+03, 5.240757004626673e+03, 1.011189896948578e+03, 4.751783997065835e+00, 1.964069932136513e-01
34, 1.604678804819070e-02, 4.297441322886079e-03, 8.151052225416636e-20, 1.034935848511144e-14, 2.303907126672105e-19, 4.255822802491599e-03, 1.131294669006404e-03, 2.813325945149323e+01, 5.658102063513354e+00, 8.739473096563193e+04, 2.359618217394725e+02, 1.513063761561970e-17, 1.921131020410754e-12, 4.276697396812154e-17, 7.900000000000000e-01, 2.099999999980788e-01, 4.940866722235911e+03, 3.173136204105820e+03, 1.016709542195028e+03, 5.222321510582565e+03, 1.050302335792416e+03, 4.700960515776643e+00, 2.058005945379625e-01
35, 1.693827627309051e-02, 4.536188063046503e-03, 1.179445478240655e-19, 1.299641325435061e-14, 3.383970575772528e-19, 4.301607754566445e-03, 1.143465352466691e-03, 2.836943731630731e+01, 5.915973270401507e+00, 8.829649488680995e+04, 2.402690107284828e+02, 2.166078315301970e-17, 2.386820709079692e-12, 6.214738552166621e-17, 7.900000000000000e-01, 2.099999999976132e-01, 5.032466742918039e+03, 3.197563805993186e+03, 1.019100831550287e+03, 5.210111371984369e+03, 1.086481880793485e+03, 4.678835986554694e+00, 2.099429568321519e-01
36, 1.782976449799041e-02, 4.774934803206952e-03, 1.350709378592764e-19, 1.380077399229570e-14, 3.972538299664228e-19, 4.174127048641906e-03, 1.109578076207465e-03, 2.751955882310511e+01, 5.886859827878145e+00, 8.571239813165441e+04, 2.340274691829341e+02, 2.556367826502698e-17, 2.611950074078574e-12, 7.518470856692823e-17, 7.899999999999998e-01, 2.099999999973880e-01, 4.850704175095610e+03, 3.176202901703174e+03, 1.020322536374304e+03, 5.208382786845577e+03, 1.114153740369944e+03, 4.698095434018924e+00, 2.017232380827916e-01
37, 1.872125272289031e-02, 5.013681543367401e-03, 1.640799960441195e-19, 1.554012518524124e-14, 4.921266598675452e-19, 4.174321098975182e-03, 1.109629659205711e-03, 2.747671695262560e+01, 6.038079447259604e+00, 8.569978693201227e+04, 2.352357399769860e+02, 3.105252178771719e-17, 2.941004921579840e-12, 9.313611772482194e-17, 7.899999999999999e-01, 2.099999999970590e-01, 4.867525548501116e+03, 3.187069241405892e+03, 1.021983533377108e+03, 5.200032742546640e+03, 1.142720612582048e+03, 4.688224258997070e+00, 2.024839390347406e-01
