"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
36, -1.739648995067414e-03, 0.000000000000000e+00, 7.209258592407830e-83, 1.215511749919851e-133, 1.305692548005460e-113, 3.933039889978188e-78, 2.700158176988672e-101, 1.115288780718858e-83, 7.042281570811612e-43, 1.509341995466922e-25, 1.691032335818690e-42, 1.065942355278787e-03, 2.833517653272725e-04, 7.724885620526757e+00, 7.664126715646980e-16, 2.273700246985240e+04, 5.607786830600286e+01, 3.899999999999811e+02, 9.999999999999498e+02, 9.999999999998879e+02, 5.725131016695593e+03, 5.680100875415139e-13, 9.000000000000213e+00, -8.534356545465257e-16, 4.000000000000000e+00, 0.000000000000000e+00, 4.000000000000000e+00
38, -1.276811472514798e-03, 0.000000000000000e+00, 7.389465342839355e-83, 1.256967991444378e-133, 1.345175576065089e-113, 4.031352447225508e-78, 2.761449107491291e-101, 1.138578825752083e-83, 7.141951139954935e-43, 1.521993941156128e-25, 1.715728794440540e-42, 1.065942355278787e-03, 2.833517653272724e-04, 7.724885620526758e+00, -1.179261755035399e-15, 2.273700246985240e+04, 5.607786830580881e+01, 3.899999999999809e+02, 9.999999999999498e+02, 9.999999999998879e+02, 5.725131016695596e+03, -8.739842092439514e-13, 9.000000000000217e+00, -8.637180118302188e-16, 5.420634141970133e+00, -2.365451583369858e+00, 7.938636294850221e+00
41, -8.698244975333391e-04, 0.000000000000000e+00, 7.530738285145416e-83, 1.289713333885137e-133, 1.376274727532293e-113, 4.108424500906791e-78, 2.809404863459322e-101, 1.156768969276964e-83, 7.219308013516033e-43, 1.531760119147438e-25, 1.734906556298837e-42, 1.065942355278785e-03, 2.833517653272721e-04, 7.724885620526753e+00, -3.307064357404974e-16, 2.273700246985240e+04, 5.607786830610930e+01, 3.899999999999804e+02, 9.999999999999498e+02, 9.999999999998879e+02, 5.725131016695600e+03, -2.450958843517047e-13, 9.000000000000226e+00, -8.842827263976049e-16, 4.488216867386214e+00, -1.090828649099425e+00, 6.437251191394775e+00
42, -4.197285447692004e-04, 0.000000000000000e+00, 7.719463789310200e-83, 1.333847269555552e-133, 1.418053825442526e-113, 4.211384502193321e-78, 2.873308740157592e-101, 1.180968225727896e-83, 7.321471675280134e-43, 1.544578417759922e-25, 1.760248587574671e-42, 1.065942355278782e-03, 2.833517653272712e-04, 7.724885620526740e+00, 9.279576441443554e-17, 2.273700246985237e+04, 5.607786830626222e+01, 3.899999999999794e+02, 9.999999999999498e+02, 9.999999999998879e+02, 5.725131016695606e+03, 6.877356315223183e-14, 9.000000000000233e+00, -9.331239234951470e-16, 3.027955744274839e+07, -5.939274224314130e+07, 1.166424631003657e+08
44, 0.000000000000000e+00, 0.000000000000000e+00, 6.699118922026458e-74, 1.083321598577736e-114, 1.647349053218165e-99, 3.649105614808068e-69, 2.494442720008704e-86, 6.009496855552503e-72, 1.077909833727785e-37, 1.100271565763947e-23, 2.321502580016983e-37, 1.855515746437225e-03, 4.932383629769842e-04, 1.328135635588654e+01, 4.711561707882673e-01, 3.932327814010895e+04, 9.761681468533874e+01, 9.345435311956456e+02, 1.376588076990404e+03, 1.000001596602022e+03, 5.654638900961399e+03, 2.005983380294227e+02, 7.581114521358786e+00, 2.462550307709406e-02, 5.479436659451739e+07, -1.223043753900339e+08, 2.775881835847462e+08
45, 4.263733966255164e-04, 1.141857578061800e-04, 2.864938779324153e-60, 6.620426990637081e-91, 2.852358555674165e-80, 1.554945715145258e-55, 1.695247906238537e-68, 8.571025897100000e-58, 2.629641936433822e-30, 3.224463233774195e-20, 5.740384220975278e-30, 2.721397158375978e-03, 7.234093712138675e-04, 1.914446656399592e+01, 1.200828198500033e+00, 5.717754108411679e+04, 1.431850011797639e+02, 1.866701309975812e+03, 1.874787363083787e+03, 1.000034538137290e+03, 5.557486726627677e+03, 3.485908971041719e+02, 6.393109844833586e+00, 6.677980835235191e-02, 4.418836855715070e+07, -1.006825536217502e+08, 2.357218831622261e+08
51, 8.914882248994977e-04, 2.387467401603415e-04, 2.245511779052095e-52, 3.474782057738973e-77, 5.043721113895173e-69, 1.210033701203835e-47, 3.118640656836697e-58, 1.601482584524181e-49, 4.978665270123683e-26, 4.476250088543472e-18, 1.103794407946694e-25, 3.548545502431450e-03, 9.432842474817732e-04, 2.448679336865200e+01, 2.627920567876069e+00, 7.394854327319383e+04, 1.868143264601045e+02, 3.041755679372019e+03, 2.342842325644077e+03, 1.000218157270411e+03, 5.451407273199755e+03, 5.850445618351486e+02, 5.630939904707898e+00, 1.199184526142425e-01, 1.845430924977523e+07, -4.410827175550961e+07, 1.220116235641091e+08
52, 1.303986530134066e-03, 3.492166520961068e-04, 2.340559055312990e-46, 7.272723769126372e-67, 1.858171035023577e-60, 1.250432848210644e-41, 1.499827604631241e-50, 2.822993672788703e-43, 8.918272994115518e-23, 2.331120866563210e-16, 2.028199448252537e-22, 4.597257284987341e-03, 1.222055733983743e-03, 3.090232724097843e+01, 5.458342153289303e+00, 9.498742060365432e+04, 2.426535871741348e+02, 4.756041186680704e+03, 2.827586564849693e+03, 1.001033755557743e+03, 5.310305037765618e+03, 9.379701926146219e+02, 5.041268306954495e+00, 1.974423613870759e-01, 5.279602198571289e+06, -4.040922931967811e+05, 5.276680919618322e+06
55, 1.782976449799005e-03, 4.774934803206855e-04, 6.483440100354180e-44, 8.447778248828200e-63, 5.000409183435891e-57, 3.460144262849663e-39, 1.468270521059063e-47, 8.204095594906111e-41, 1.881017595589149e-21, 1.307051430303636e-15, 4.376320161101335e-21, 5.358070798471828e-03, 1.424297300858293e-03, 3.523487456368934e+01, 8.761715119395250e+00, 1.102991096886967e+05, 2.841190701910565e+02, 5.951188440692422e+03, 3.035738556376138e+03, 1.002485526256567e+03, 5.195069634625495e+03, 1.291837156443770e+03, 4.829973435441408e+00, 2.514896518151242e-01, 5.173516114479141e+07, -1.300704468642868e+08, 3.285374399288350e+08
86, 2.674464674698533e-03, 7.162402204810351e-04, 4.579064993667691e-43, 8.239385383256119e-62, 4.751273548202053e-56, 2.471081721071859e-38, 6.912976248362128e-47, 2.884871751761616e-40, 5.319436145851397e-21, 2.445543169231516e-15, 1.321233056980436e-20, 4.906108254372940e-03, 1.304155358754918e-03, 3.222312635804441e+01, 8.699922867076175e+00, 1.011975769839588e+05, 2.623852955260421e+02, 5.246807324769629e+03, 2.922988465827498e+03, 1.005183350231594e+03, 5.188688977697396e+03, 1.400894295160355e+03, 4.941737823120220e+00, 2.196359278354859e-01, 3.941748264666072e+07, -9.519133368926294e+07, 2.331402437451537e+08
87, 3.565952899598004e-03, 9.549869606413694e-04, 3.595270445940280e-43, 4.649459305254052e-62, 3.391679510366477e-56, 1.944987461725299e-38, 4.869521160537525e-47, 1.752319744698717e-40, 4.046750767701552e-21, 1.909621455434606e-15, 1.046642532121771e-20, 4.312194782592315e-03, 1.146279625750477e-03, 2.835362631679067e+01, 7.734145139629762e+00, 8.902867230701771e+04, 2.308033475465745e+02, 4.529988622084935e+03, 2.871229144475762e+03, 1.005432203760779e+03, 5.194423239109587e+03, 1.416905999926665e+03, 4.995105661993136e+00, 1.872197477554062e-01, 2.020905956452231e+07, -5.169465270357921e+07, 1.386129085338645e+08
90, 4.457441124497438e-03, 1.193733700801694e-03, 5.968284757405785e-43, 8.078758146870715e-62, 5.450551455273923e-56, 3.234075928264521e-38, 6.758118050661307e-47, 2.341238076324654e-40, 5.289724504817329e-21, 2.245923114165314e-15, 1.413342924020760e-20, 4.114561829811132e-03, 1.093744283871599e-03, 2.707255286590289e+01, 7.279857780379072e+00, 8.493586992147479e+04, 2.212656220042473e+02, 4.334887666082604e+03, 2.879541666251924e+03, 1.006926444044770e+03, 5.197957315674853e+03, 1.397739998663103e+03, 4.986409168999021e+00, 1.783968366066312e-01, 9.464500363456443e+06, -2.274763096924744e+07, 5.806729826210100e+07
92, 6.240417574296114e-03, 1.671227181122291e-03, 2.784131574835848e-42, 6.743055150749314e-61, 3.243853134662856e-55, 1.511548401181346e-37, 2.435293077286257e-46, 7.837868494471369e-40, 1.191882281129909e-20, 3.762301103164178e-15, 3.404926909423770e-20, 4.159995560902126e-03, 1.105821604793007e-03, 2.736614989321782e+01, 7.325020361013943e+00, 8.585265549486772e+04, 2.267728031689696e+02, 4.403845839481125e+03, 2.893399171357370e+03, 1.011261873955298e+03, 5.196942664754617e+03, 1.391051024089581e+03, 4.971946494367347e+00, 1.815152828169599e-01, 2.976044832885665e+06, -1.002960547313941e+07, 3.384223055149802e+07
93, 5.348929349396780e-03, 1.432480440961994e-03, 1.190516007880687e-42, 2.076931978415406e-61, 1.166903821931012e-55, 6.457404678682707e-38, 1.167383451410450e-46, 4.001209125648946e-40, 7.694186146765837e-21, 2.851821681304579e-15, 2.113898119051006e-20, 4.132779676647770e-03, 1.098587002650352e-03, 2.718954440829281e+01, 7.274286947972475e+00, 8.529296744197569e+04, 2.235069257293697e+02, 4.373049970561864e+03, 2.892086639193814e+03, 1.008726523546965e+03, 5.197407498861452e+03, 1.390513682926252e+03, 4.973361265895760e+00, 1.801226232380867e-01, 3.478460637958287e+06, -1.061986697270554e+07, 3.406225307723249e+07
119, 8.023394024094811e-03, 2.148720661442895e-03, 9.887874782385834e-42, 3.853495562709909e-60, 1.591590805896794e-54, 5.374084760151497e-37, 7.989192340788637e-46, 2.164734731398144e-39, 2.229737636370441e-20, 5.568880242096799e-15, 6.866936313932901e-20, 4.177967857826805e-03, 1.110599050809152e-03, 2.748595573680162e+01, 7.360512381202198e+00, 8.622840969030889e+04, 2.311736890423021e+02, 4.418023945076142e+03, 2.890227860212722e+03, 1.016051842636867e+03, 5.197240804855759e+03, 1.391778246990713e+03, 4.975113702058231e+00, 1.821564491571253e-01, 1.177127204511662e+06, -3.804765645403727e+06, 1.313211836833530e+07
125, 7.131905799195436e-03, 1.909973921282586e-03, 5.400368843583896e-42, 1.681794410405050e-60, 7.411939498454849e-55, 2.933741827661105e-37, 4.483280985781406e-46, 1.328625176932983e-39, 1.655467467391568e-20, 4.619406784086432e-15, 4.907116457487740e-20, 4.172425321072606e-03, 1.109125718255188e-03, 2.744824754605344e+01, 7.349424940168142e+00, 8.611113816994913e+04, 2.290986238262546e+02, 4.415042939050570e+03, 2.892114425223808e+03, 1.013576538703301e+03, 5.197005073252666e+03, 1.391527770050123e+03, 4.973220392277398e+00, 1.820216412513287e-01, 1.485509067752839e+06, -4.208385978168590e+06, 1.283271252475970e+07
252, 8.914882248994234e-03, 2.387467401603216e-03, 1.587532552477355e-41, 7.261592725564896e-60, 2.916643842349537e-54, 8.631387783543154e-37, 1.266423780897839e-45, 3.144060832477932e-39, 2.787434710971331e-20, 6.412040820638478e-15, 8.909797116286653e-20, 4.183541983111356e-03, 1.112080780314329e-03, 2.752608256139873e+01, 7.370249101009585e+00, 8.634900264493524e+04, 2.330594594777733e+02, 4.418368870987890e+03, 2.886602285102679e+03, 1.018246886371747e+03, 5.197893390646101e+03, 1.391762485784188e+03, 4.978816585721755e+00, 1.821720474952094e-01, 2.616111476904379e+06, -9.886623293363167e+06, 3.743415501745513e+07
253, 9.806370473893577e-03, 2.626214141763516e-03, 2.601167146840088e-41, 1.400123140815901e-59, 5.487400484917148e-54, 1.414714864361708e-36, 2.057387278543935e-45, 4.656013100264447e-39, 3.516461989877777e-20, 7.447820708624056e-15, 1.173276932160769e-19, 4.190060348696038e-03, 1.113813510405423e-03, 2.757164863309870e+01, 7.383739927432262e+00, 8.648885441216658e+04, 2.352998901203290e+02, 4.419941502768085e+03, 2.883137505752047e+03, 1.020846862739472e+03, 5.198398258613742e+03, 1.392140937656610e+03, 4.982349444263004e+00, 1.822431654986816e-01, 1.638858670097467e+06, -5.662985821354418e+06, 2.001468005690022e+07
259, 1.069785869879290e-02, 2.864960881923812e-03, 4.218055574484657e-41, 2.734500335559531e-59, 1.034088406616125e-53, 2.294651693425707e-36, 3.365689608851674e-45, 6.965294900066561e-39, 4.417517193748408e-20, 8.627052136419584e-15, 1.534253466559858e-19, 4.190591403421554e-03, 1.113954676850268e-03, 2.757498351807632e+01, 7.385490961683669e+00, 8.650045668580630e+04, 2.372662685475058e+02, 4.419861150447756e+03, 2.882719731402426e+03, 1.023519103829085e+03, 5.198368173402396e+03, 1.392294618598770e+03, 4.982720364877327e+00, 1.822395317831049e-01, 1.164765156286004e+06, -4.248151963615589e+06, 1.597485757260850e+07
260, 1.337232337349147e-02, 3.581201102404856e-03, 8.471646123519595e-41, 6.562596767073589e-59, 2.538572913675730e-53, 4.610493848165243e-36, 6.732377538284372e-45, 1.200661138228172e-38, 6.022624427624995e-20, 1.066022909594697e-14, 2.277785737860977e-19, 4.200618620321173e-03, 1.116620139568386e-03, 2.765215652807262e+01, 7.404411922841939e+00, 8.672557352666500e+04, 2.413912092196928e+02, 4.412297790651861e+03, 2.870917250382946e+03, 1.028391462435258e+03, 5.200472985454489e+03, 1.392529517139999e+03, 4.994894679711769e+00, 1.818974993664897e-01, 1.203056642437550e+06, -4.143299961169869e+06, 1.488745131599054e+07
261, 1.515529982329097e-02, 4.058694582725674e-03, 1.255921829416426e-40, 1.074143367198870e-58, 4.226841440971513e-53, 6.836355137130637e-36, 9.974561782956408e-45, 1.641728865245477e-38, 7.159845231020699e-20, 1.205535655392519e-14, 2.857021695001182e-19, 4.203368714457365e-03, 1.117351177248763e-03, 2.767602428667263e+01, 7.411318339538665e+00, 8.679240514627610e+04, 2.438890917435187e+02, 4.405133031603176e+03, 2.864380134489273e+03, 1.031577340074618e+03, 5.201556340101828e+03, 1.392916464381924e+03, 5.001656116307137e+00, 1.815734925866964e-01, 1.099371606885428e+06, -3.738681766250437e+06, 1.339819082461420e+07
289, 1.872125272289031e-02, 5.013681543367401e-03, 2.830745109050401e-40, 3.004510785422416e-58, 1.228112872707955e-52, 1.541335842989502e-35, 2.260040592854439e-44, 3.191330246867544e-38, 1.018111238298862e-19, 1.565335333469571e-14, 4.579956203420916e-19, 4.201818650051749e-03, 1.116939134808229e-03, 2.767589321084506e+01, 7.412538395051230e+00, 8.677854710700038e+04, 2.493950525499963e+02, 4.385360412373283e+03, 2.852575183551363e+03, 1.039146275999186e+03, 5.203450566886871e+03, 1.393659703047477e+03, 5.013876746409169e+00, 1.806793295532675e-01, 1.065410278556454e+06, -3.277157690523278e+06, 1.050874992561664e+07
290, 1.693827627309051e-02, 4.536188063046503e-03, 1.870439070157846e-40, 1.791820434099392e-58, 7.097333391162610e-53, 1.018291696314269e-35, 1.488577588948505e-44, 2.278429017368977e-38, 8.559677017121103e-20, 1.371991717329841e-14, 3.604421483704642e-19, 4.201461206124361e-03, 1.116844118069970e-03, 2.766748592859708e+01, 7.409729010854145e+00, 8.676044474653802e+04, 2.463817950836097e+02, 4.395707563043376e+03, 2.859549023530759e+03, 1.035108150262960e+03, 5.202312436380670e+03, 1.393250022168956e+03, 5.006638573284397e+00, 1.811472513557836e-01, 1.529437278512318e+06, -5.021829861287352e+06, 1.676415409509575e+07
309, 2.139571739759007e-02, 5.729921763848764e-03, 4.812506823384179e-40, 5.936230543623093e-58, 2.489772664051186e-52, 2.620796548352571e-35, 3.876044457623530e-44, 5.004448462784882e-38, 1.279748492590463e-19, 1.872331080535277e-14, 6.260480132370228e-19, 4.203669863440144e-03, 1.117431229503340e-03, 2.769375778975327e+01, 7.415823250450734e+00, 8.682645763128178e+04, 2.538385029279440e+02, 4.377614364523185e+03, 2.846282560175361e+03, 1.044955232808546e+03, 5.204516378458130e+03, 1.393663289024718e+03, 5.020376252037801e+00, 1.803290355652936e-01, 9.281274567602844e+05, -2.825094301236758e+06, 8.969937129549587e+06
384, 3.211603615231537e-02, 8.600897604790440e-03, 1.598722113474483e-39, 2.805007000924123e-57, 1.264909379019016e-51, 8.708348909217865e-35, 1.330755270751830e-43, 1.446775299065325e-37, 2.145220835300623e-19, 2.902750068655560e-14, 1.290254736964960e-18, 4.226600582178836e-03, 1.123526737005854e-03, 2.785704800637620e+01, 7.459109461762910e+00, 8.732303880334167e+04, 2.679678898104494e+02, 4.378544888362291e+03, 2.831442262553142e+03, 1.061708175423196e+03, 5.206800949639869e+03, 1.394192888639356e+03, 5.035705236802416e+00, 1.803711159800823e-01, 3.887108926779052e+05, -9.198336787089453e+05, 2.422555990618112e+06
423, 2.763613497188353e-02, 7.401148944970346e-03, 1.023225658633056e-39, 1.575268426949310e-57, 6.881050151106951e-52, 5.573173132116442e-35, 8.412892910642235e-44, 9.693944999224519e-38, 1.771237401945969e-19, 2.451569954579235e-14, 9.837628037725572e-19, 4.217080996908740e-03, 1.120996214343630e-03, 2.778927125141660e+01, 7.440982383896459e+00, 8.711683448058154e+04, 2.620817005359356e+02, 4.378209456919739e+03, 2.837616523782630e+03, 1.054790436441489e+03, 5.205857868205938e+03, 1.393944315413255e+03, 5.029313608765904e+00, 1.803559470035956e-01, 5.932890562675243e+05, -1.607719054218765e+06, 4.632114392182049e+06
558, 3.611437659401692e-02, 9.671680953179728e-03, 2.867267292923290e-39, 6.261110833984757e-57, 2.869675548263550e-51, 1.561909623101004e-34, 2.457931014156055e-43, 2.499332172875707e-37, 2.780194060425070e-19, 3.630646935020421e-14, 1.830392427766161e-18, 4.230025032291411e-03, 1.124437033863943e-03, 2.788131481866473e+01, 7.467202468031028e+00, 8.739917642343843e+04, 2.753483202772445e+02, 4.376705156720141e+03, 2.827961323179593e+03, 1.070969142065415e+03, 5.207117815757577e+03, 1.394575659650166e+03, 5.039182194759094e+00, 1.802879191103751e-01, 2.392674334692952e+05, -6.015832952294198e+05, 1.702029548116479e+06
563, 3.394779539031658e-02, 9.091455454705605e-03, 2.068024991132241e-39, 3.954723483550903e-57, 1.808549482704126e-51, 1.126502835518650e-34, 1.739723444202122e-43, 1.833668912584513e-37, 2.399048702567373e-19, 3.203405528183283e-14, 1.506951997637495e-18, 4.229515579889540e-03, 1.124301609812021e-03, 2.787810795987652e+01, 7.465058229663967e+00, 8.738724085166767e+04, 2.713312822583203e+02, 4.377587497612121e+03, 2.828872139791936e+03, 1.065830699664810e+03, 5.207146036539159e+03, 1.394343132219542e+03, 5.038340151242514e+00, 1.803278205821689e-01, 3.060421567855413e+05, -7.689883697725283e+05, 2.161899766891543e+06
607, 4.753441116795683e-02, 1.273004555171822e-02, 8.507237203291877e-39, 2.822594654546300e-56, 1.364076673494499e-50, 4.634504925735359e-34, 7.837249684271408e-43, 7.107336620724723e-37, 4.481294226490936e-19, 5.581333994267428e-14, 3.489766534242843e-18, 4.235597372333820e-03, 1.125918288792415e-03, 2.792200912656129e+01, 7.477463559272097e+00, 8.752479855448153e+04, 2.911794319650118e+02, 4.371982173070259e+03, 2.821193174512119e+03, 1.090605230158023e+03, 5.207857421497361e+03, 1.394654801329731e+03, 5.045910980854296e+00, 1.800743349949824e-01, 7.807113136755132e+04, -2.433034631678656e+05, 9.105398870157545e+05
610, 4.466648738017173e-02, 1.196199563671325e-02, 6.341126190431459e-39, 1.869373430721336e-56, 8.915070800374772e-51, 3.454430500924232e-34, 5.716790904252905e-43, 5.337892880607896e-37, 3.935937106182238e-19, 4.959560228702341e-14, 2.933751931749182e-18, 4.233725532749811e-03, 1.125420711187695e-03, 2.790899045873910e+01, 7.474290165615306e+00, 8.748389411947352e+04, 2.866184249702180e+02, 4.372274619570501e+03, 2.822629293024115e+03, 1.085021365397866e+03, 5.207730707116387e+03, 1.394679268922987e+03, 5.044518562672460e+00, 1.800875600941325e-01, 4.265506769745217e+04, -1.319908919947009e+05, 6.494961026952534e+05
613, 4.199973579341539e-02, 1.124782103476910e-02, 4.670948555617610e-39, 1.212685214564880e-56, 5.746137838959200e-51, 2.544540961911737e-34, 4.120434619195971e-43, 3.967578135099229e-37, 3.430862843923914e-19, 4.392726562059464e-14, 2.448029179774104e-18, 4.232491122320887e-03, 1.125092576775549e-03, 2.790098574628807e+01, 7.471638672562078e+00, 8.745716027962466e+04, 2.822101254494130e+02, 4.372226323502665e+03, 2.823421327983470e+03, 1.079536931613030e+03, 5.207755457141030e+03, 1.394591123935388e+03, 5.043811995544996e+00, 1.800853760355605e-01, 1.996850816011838e+05, -5.688863090050173e+05, 1.752992227884233e+06
