"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
17, 8.914882248994977e-04, 2.387467401603415e-04, 8.345117249720603e-68, 1.363102277124077e-104, 3.034368138853243e-91, 4.549376289144034e-63, 6.360721550361315e-79, 3.570285813552946e-66, 1.819789403972093e-34, 3.640687003579787e-22, 3.992357077154385e-34, 2.112459679425774e-03, 5.615399147840665e-04, 1.506883192185178e+01, 1.793703290844263e-01, 4.467161073986923e+04, 1.111383075823077e+02, 1.160942945237215e+03, 1.502074802066673e+03, 1.000012691465075e+03, 5.635315710025220e+03, 6.707941522236086e+01, 7.228701920099665e+00, 3.486380203345402e-02, 6.362299346329445e+06, -6.543484113390829e+06, 1.005696332985994e+07
18, 1.782976449799005e-03, 4.774934803206855e-04, 8.297686261517741e-64, 1.307996976713175e-97, 1.384435487821337e-85, 4.521847899629885e-59, 1.112885189243348e-73, 5.332162355289459e-62, 2.672680302055407e-32, 3.859562323939481e-21, 5.916622272124731e-32, 2.344572447895461e-03, 6.232407772886669e-04, 1.664705322358784e+01, 3.214366316023479e-01, 4.945859392824031e+04, 1.233592987321169e+02, 1.409947437718594e+03, 1.643646342920266e+03, 1.000036440700207e+03, 5.609198409901630e+03, 1.083075676308456e+02, 6.879147760113722e+00, 4.612435430252022e-02, 3.916469307360300e+06, -5.076768000837242e+06, 1.072276893338860e+07
19, 2.674464674698533e-03, 7.162402204810351e-04, 5.464248008199140e-60, 6.440305801819448e-91, 3.757166991741914e-80, 2.975774072114135e-55, 1.200398245804146e-68, 5.626633956858416e-58, 3.178183135665348e-30, 3.816889895527758e-20, 7.102161580664966e-30, 2.631214514939540e-03, 6.994367697940551e-04, 1.857907355180044e+01, 5.247567676470672e-01, 5.534657395481318e+04, 1.384638691271000e+02, 1.741038976941908e+03, 1.808511812921638e+03, 1.000088423263383e+03, 5.578210374937677e+03, 1.575538003790272e+02, 6.523256482021424e+00, 6.109707044156143e-02, 3.451805713191001e+06, -4.765874918557650e+06, 9.372781598405149e+06
20, 3.565952899598004e-03, 9.549869606413694e-04, 1.476272202286349e-55, 3.445978501040868e-83, 7.651319653877838e-74, 8.030085726190929e-51, 7.654936675571720e-63, 2.537823395505528e-53, 8.044775188250636e-28, 5.712761247799204e-19, 1.826952593871684e-27, 3.031515249905303e-03, 8.058458259241943e-04, 2.123678269979671e+01, 8.699787692999575e-01, 6.351332623266496e+04, 1.596011809673316e+02, 2.259330538834764e+03, 2.036991081667776e+03, 1.000230109314149e+03, 5.534215383994348e+03, 2.267127726863440e+02, 6.100742308004028e+00, 8.453539946587375e-02, 2.738659854874819e+06, -3.691743609411240e+06, 7.578449130998188e+06
21, 4.457441124497438e-03, 1.193733700801694e-03, 2.095385914537870e-52, 1.030332844712405e-77, 2.437829428521951e-69, 1.138264037778324e-47, 9.503299390492147e-59, 5.209607003733827e-50, 4.084896014344958e-26, 4.178632255504654e-18, 9.410291849853920e-26, 3.313282755671250e-03, 8.807460489758979e-04, 2.304884790213973e+01, 1.240119662548155e+00, 6.918330831449681e+04, 1.745817814608218e+02, 2.702660091072577e+03, 2.229472094084115e+03, 1.000493207824751e+03, 5.495634144572562e+03, 2.956869683808687e+02, 5.794308003589678e+00, 1.045837750821045e-01, 1.581758519936360e+06, -2.010887223892101e+06, 5.551401825609732e+06
22, 5.348929349396780e-03, 1.432480440961994e-03, 5.813183857783424e-50, 1.708695816334420e-73, 7.495225903957780e-66, 3.153879919498778e-45, 1.320009106337854e-55, 1.869870964036283e-47, 8.523532187008466e-25, 2.008990252122784e-17, 1.993475382767127e-24, 3.530045025979359e-03, 9.383663993109490e-04, 2.439905371170949e+01, 1.636139783264116e+00, 7.349245589868468e+04, 1.862614566633858e+02, 3.096451212679444e+03, 2.397469600324570e+03, 1.000928745883981e+03, 5.460341805952705e+03, 3.661569241372644e+02, 5.556158341087271e+00, 1.223919096412830e-01, 1.823368363658460e+06, -4.036967314689653e+03, 1.784333905565484e+06
23, 6.240417574296114e-03, 1.671227181122291e-03, 4.881823522254355e-48, 3.615263443405697e-70, 4.249299764757847e-63, 2.644896993863752e-43, 3.890087299011775e-53, 1.963098128315628e-45, 9.372806595304248e-24, 7.084260208762267e-17, 2.220073984044890e-23, 3.704835535380401e-03, 9.848296992782618e-04, 2.545148338603803e+01, 2.050781412908071e+00, 7.692769098852841e+04, 1.958741644646201e+02, 3.453523016924320e+03, 2.547783574912474e+03, 1.001555141299825e+03, 5.427142900934620e+03, 4.372980394745184e+02, 5.362315261170950e+00, 1.385395127445076e-01, 3.324059471195205e+06, -2.163874632263190e+06, 2.258857508152280e+06
24, 7.131905799195436e-03, 1.909973921282586e-03, 9.999684341951857e-47, 6.042457096939869e-68, 2.997979332482940e-61, 5.414738576606707e-42, 1.653562984238137e-51, 4.334295264836029e-44, 4.785998440544254e-23, 1.689261589591135e-16, 1.151169045965298e-22, 3.761515914865140e-03, 9.998966355968908e-04, 2.572213728325264e+01, 2.408523472365103e+00, 7.796503917005431e+04, 1.993472647469654e+02, 3.645929211743692e+03, 2.649198136388277e+03, 1.002308160818789e+03, 5.402207225407456e+03, 5.058422152752344e+02, 5.240427190152381e+00, 1.472405606335038e-01, 1.880915262734696e+06, -2.144182615524779e+06, 4.458533693710882e+06
25, 8.023394024094811e-03, 2.148720661442895e-03, 4.281863881785640e-45, 4.268881088460290e-65, 7.031779866514998e-59, 2.313325759225811e-40, 2.270037543014611e-49, 2.417386915898570e-42, 3.640014110201927e-22, 5.014622659175021e-16, 8.829217281303931e-22, 4.021044927164455e-03, 1.068885360384985e-03, 2.729950391582368e+01, 3.004781924107867e+00, 8.310836271285178e+04, 2.139063598539745e+02, 4.133424332564394e+03, 2.809572080065715e+03, 1.003496736050539e+03, 5.363433755192826e+03, 5.903385222107297e+02, 5.060515974221693e+00, 1.692862042048814e-01, 2.883808323696233e+06, -4.604562214016853e+06, 8.190090505594632e+06
26, 8.914882248994234e-03, 2.387467401603216e-03, 3.529190475938131e-44, 1.389969512694853e-63, 1.292123677499606e-57, 1.906648755370722e-39, 2.828530916849134e-48, 1.996359431691185e-41, 1.146509873497846e-21, 9.401889583006271e-16, 2.833269922631994e-21, 4.078719025851539e-03, 1.084216449908961e-03, 2.756780756811978e+01, 3.477676239558369e+00, 8.418977582812177e+04, 2.178033421496623e+02, 4.303325621096377e+03, 2.883696383160263e+03, 1.004701350861362e+03, 5.339560739727048e+03, 6.735850672326045e+02, 4.982143977504037e+00, 1.769695287948551e-01, 3.441217324445754e+06, -5.384116985299877e+06, 9.288497902299955e+06
27, 9.806370473893577e-03, 2.626214141763516e-03, 1.905267125705542e-43, 2.210844298099102e-62, 1.327637362695553e-56, 1.029507177287203e-38, 2.106258083759032e-47, 1.058060329122569e-40, 2.832147544176958e-21, 1.544858878697089e-15, 7.119185857000163e-21, 4.099869318982719e-03, 1.089838679728038e-03, 2.761327948580707e+01, 3.803472966494037e+00, 8.453997873731361e+04, 2.198175726534125e+02, 4.412005764126577e+03, 2.941271869538090e+03, 1.005978352257242e+03, 5.320777102037076e+03, 7.328876629355209e+02, 4.923180897497193e+00, 1.818842932595671e-01, 3.428172629643918e+06, -5.143396376624797e+06, 8.984761158059914e+06
28, 1.069785869879290e-02, 2.864960881923812e-03, 1.312172871113261e-42, 6.428901659611167e-61, 2.195774486961544e-55, 7.079531454303569e-38, 2.557826000635171e-46, 8.435224975198957e-40, 8.067685422132244e-21, 2.781164885411066e-15, 2.043454195657959e-20, 4.260260836017711e-03, 1.132474399444964e-03, 2.853965373466325e+01, 4.314522283492291e+00, 8.769364508553933e+04, 2.296531579016082e+02, 4.738241487755139e+03, 3.039835717385488e+03, 1.007691563317011e+03, 5.292240855247541e+03, 8.000619528134313e+02, 4.825902161291109e+00, 1.966374183190709e-01, 3.558914758839240e+06, -5.515272685629988e+06, 9.744366271744367e+06
29, 1.158934692369223e-02, 3.103707622084108e-03, 3.503480387495190e-42, 2.770785712627105e-60, 8.057206474737093e-55, 1.892563869946410e-37, 7.561764362451283e-46, 2.002608746258493e-39, 1.332649385158783e-20, 3.629270183671452e-15, 3.467180693219247e-20, 4.172061713090274e-03, 1.109029062969734e-03, 2.789818295822623e+01, 4.485579715008254e+00, 8.586331095994526e+04, 2.258975121513873e+02, 4.654981202094064e+03, 3.049553942861090e+03, 1.009102134235960e+03, 5.282655447748368e+03, 8.493661452173840e+02, 4.816520896250749e+00, 1.928721979036440e-01, 2.970268716371547e+06, -5.311540688796080e+06, 1.101414330335903e+07
30, 1.248083514859175e-02, 3.342454362244454e-03, 7.624281438403702e-42, 8.935079573135384e-60, 2.236733077099640e-54, 4.121930665197960e-37, 1.768362211074911e-45, 4.003055566082593e-39, 1.994788017404507e-20, 4.537466778225328e-15, 5.312180408766778e-20, 4.149582887090442e-03, 1.103053678842288e-03, 2.769371230437162e+01, 4.703013552423450e+00, 8.537951080716800e+04, 2.256206472077637e+02, 4.651074058277971e+03, 3.063500270746037e+03, 1.010434691176493e+03, 5.272345032200039e+03, 8.953624514823549e+02, 4.803146021902552e+00, 1.926955079302003e-01, 2.943891348166357e+06, -5.129373218035005e+06, 1.068842026873863e+07
31, 1.337232337349147e-02, 3.581201102404856e-03, 1.624855235473211e-41, 3.083645650812389e-59, 6.267933221622166e-54, 8.784823375609472e-37, 4.270876622719338e-45, 8.495344379199179e-39, 2.998647398456228e-20, 5.755544778877060e-15, 8.115996117396640e-20, 4.196488781812920e-03, 1.115522334400210e-03, 2.792958867219230e+01, 4.992902431842197e+00, 8.629090473785583e+04, 2.292237430149399e+02, 4.757364374515113e+03, 3.098485454879671e+03, 1.011907120750962e+03, 5.257818189972598e+03, 9.399269547079126e+02, 4.770005563063309e+00, 1.975021989651961e-01, 3.049731244256058e+06, -4.573554847875995e+06, 8.648725488951322e+06
32, 1.426381159839122e-02, 3.819947842565264e-03, 3.176421699862546e-41, 9.005933651993977e-59, 1.580029719237984e-53, 1.717733161546101e-36, 9.321440978668734e-45, 1.618919972263563e-38, 4.252392528345081e-20, 7.030557455368636e-15, 1.171363925050364e-19, 4.193049887735451e-03, 1.114608197998596e-03, 2.784909056531839e+01, 5.195697617719732e+00, 8.619076034860790e+04, 2.301283028673103e+02, 4.782897494748907e+03, 3.117670086614677e+03, 1.013433138454461e+03, 5.246963936907399e+03, 9.789058627717327e+02, 4.752036249292249e+00, 1.986568650200927e-01, 2.980128242844726e+06, -4.297533337594517e+06, 7.620230287799301e+06
33, 1.515529982329097e-02, 4.058694582725674e-03, 5.103370554593982e-41, 1.800818549223936e-58, 3.002900821740488e-53, 2.761309959136184e-36, 1.579061819346773e-44, 2.437993379538899e-38, 5.355916216943225e-20, 7.990726640456220e-15, 1.510588592700604e-19, 4.149117072371636e-03, 1.102929854673077e-03, 2.752470172158462e+01, 5.310816790929109e+00, 8.528733231129037e+04, 2.286791743609673e+02, 4.733146099431228e+03, 3.117908265162759e+03, 1.014788626509691e+03, 5.240757004627658e+03, 1.011189896947358e+03, 4.751783997073582e+00, 1.964069932131589e-01, 2.654214244225746e+06, -4.605862399272170e+06, 8.871410022162311e+06
34, 1.604678804819070e-02, 4.297441322886079e-03, 1.070410591105942e-40, 6.662542494041150e-58, 8.496082030493000e-53, 5.788292357069135e-36, 3.917788852197637e-44, 5.480389470163437e-38, 8.151051442736710e-20, 1.034935769539139e-14, 2.303906898438845e-19, 4.255822802495443e-03, 1.131294669007426e-03, 2.813325945152376e+01, 5.658102063511666e+00, 8.739473095540427e+04, 2.359618114475626e+02, 4.940866722226740e+03, 3.173136204097064e+03, 1.016709540550493e+03, 5.222321510583516e+03, 1.050302335791154e+03, 4.700960515783732e+00, 2.058005945375477e-01, 1.547655772832142e+06, -2.464483228889894e+06, 5.876859051712885e+06
35, 1.693827627309051e-02, 4.536188063046503e-03, 2.127512065105056e-40, 2.035820526464953e-57, 2.233313710000716e-52, 1.150436195971386e-35, 8.865719353842636e-44, 1.091962923722161e-37, 1.179445381586584e-19, 1.299641243278859e-14, 3.383970284347985e-19, 4.301607754571033e-03, 1.143465352467911e-03, 2.836943731634248e+01, 5.915973270400938e+00, 8.829649487648570e+04, 2.402690003245131e+02, 5.032466742910488e+03, 3.197563805984978e+03, 1.019100829998339e+03, 5.210111371985270e+03, 1.086481880792222e+03, 4.678835986561248e+00, 2.099429568318105e-01, 2.188046080607109e+06, -4.420765446551698e+06, 9.356179101763582e+06
36, 1.782976449799041e-02, 4.774934803206952e-03, 2.982430863109327e-40, 3.199133997519257e-57, 3.589310575063391e-52, 1.613909413651086e-35, 1.290371897492416e-43, 1.404676386352569e-37, 1.350709292599555e-19, 1.380077357310541e-14, 3.972538021776752e-19, 4.174127048646502e-03, 1.109578076208687e-03, 2.751955882313882e+01, 5.886859827878348e+00, 8.571239812163320e+04, 2.340274590736713e+02, 4.850704175094243e+03, 3.176202901698781e+03, 1.020322541561774e+03, 5.208382786846221e+03, 1.114153740368756e+03, 4.698095434022509e+00, 2.017232380827297e-01, 2.001010122223468e+06, -3.150060132464384e+06, 6.426515440458477e+06
37, 1.872125272289031e-02, 5.013681543367401e-03, 4.370361142437110e-40, 5.556775560231293e-57, 5.934607009353048e-52, 2.365891328193683e-35, 1.955159857139831e-43, 1.960384543056547e-37, 1.640799888883941e-19, 1.554012514436497e-14, 4.921266341916512e-19, 4.174321098980001e-03, 1.109629659206992e-03, 2.747671695266064e+01, 6.038079447261088e+00, 8.569978692199590e+04, 2.352357298697388e+02, 4.867525548499219e+03, 3.187069241400970e+03, 1.021983541230274e+03, 5.200032742547269e+03, 1.142720612581009e+03, 4.688224259001032e+00, 2.024839390346549e-01, 2.249006240247628e+06, -3.952526370383190e+06, 7.680624904245993e+06
38, 1.961274094779022e-02, 5.252428283527852e-03, 6.422072107554042e-40, 9.860934981078589e-57, 9.842720423675035e-52, 3.477606224346642e-35, 2.959658468023594e-43, 2.771624889080176e-37, 2.004508389267791e-19, 1.763134418924517e-14, 6.125747561354505e-19, 4.176183809304570e-03, 1.110124810050672e-03, 2.745121978120420e+01, 6.161175381375460e+00, 8.572207060637802e+04, 2.367391338276304e+02, 4.885655781495917e+03, 3.197513394633143e+03, 1.023917907392030e+03, 5.192890116290790e+03, 1.165496724651383e+03, 4.678772684866261e+00, 2.033038296088176e-01, 1.796259183785979e+06, -3.013197084566685e+06, 6.208451080942308e+06
39, 2.050422917269014e-02, 5.491175023688308e-03, 8.500094603759363e-40, 1.434679381096651e-56, 1.426836726779062e-51, 4.604950769434026e-35, 3.953951542455102e-43, 3.446871217230536e-37, 2.273704607257114e-19, 1.897227955922503e-14, 7.115190638356301e-19, 4.118325734493433e-03, 1.094744815479282e-03, 2.705920600356604e+01, 6.164695274492948e+00, 8.454723894713588e+04, 2.345942377719952e+02, 4.805181436213863e+03, 3.189027094901728e+03, 1.025506146287921e+03, 5.190646423077696e+03, 1.182545913272318e+03, 4.686377670906870e+00, 1.996645957848125e-01, 2.069474051351303e+06, -3.670845570821980e+06, 7.148571276444104e+06
40, 2.139571739759007e-02, 5.729921763848764e-03, 1.037079580296685e-39, 1.763994898470707e-56, 1.850933835728591e-51, 5.621585133115609e-35, 4.778035565564335e-43, 3.866703441188233e-37, 2.436297569772653e-19, 1.965779301173418e-14, 7.862196160935749e-19, 4.030283103663584e-03, 1.071341078169397e-03, 2.648426326433802e+01, 6.103501347368667e+00, 8.276926824760521e+04, 2.305089444312957e+02, 4.672953023596723e+03, 3.169019952415054e+03, 1.026833329922712e+03, 5.191339526448681e+03, 1.196383961225501e+03, 4.704473713258328e+00, 1.936849247479846e-01, 1.575011909688855e+06, -2.640550441643285e+06, 5.637516128159208e+06
41, 2.228720562248999e-02, 5.968668504009221e-03, 1.317373910825128e-39, 2.468636363383977e-56, 2.501743942055521e-51, 7.142666470888849e-35, 6.096044068771647e-43, 4.728326998958031e-37, 2.744287722740798e-19, 2.121993119319978e-14, 9.024234113327216e-19, 4.039932887313137e-03, 1.073906210530375e-03, 2.651668651537795e+01, 6.207053877200309e+00, 8.295240963575934e+04, 2.320392428910527e+02, 4.699176212421417e+03, 3.179191528124642e+03, 1.028223844717199e+03, 5.185279788417650e+03, 1.213775748202959e+03, 4.695206971769895e+00, 1.948707972817668e-01, 1.225816009420445e+06, -2.782036950649060e+06, 6.963232920285073e+06
