"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
53, -1.739648995067414e-03, 0.000000000000000e+00, 8.283597370193168e-83, 1.429717033514608e-133, 1.501427144458036e-113, 4.519150486844613e-78, 3.200495877775668e-101, 1.198829722610375e-83, 7.338039788051414e-43, 1.525956774620972e-25, 1.777032534688934e-42, 1.065942355278787e-03, 2.833517653272724e-04, 7.724885620526767e+00, -4.040052086117311e-16, 2.273700246985241e+04, 5.607786830625279e+01, 3.900000000000203e+02, 1.000000000000051e+03, 9.999999999999649e+02, 5.725131016695603e+03, -2.994196761416741e-13, 8.999999999999774e+00, 9.202709768905307e-16, 7.638183960159953e+00, -1.345381226205008e+00, 4.497514876555421e+00
57, -8.698244975333391e-04, 0.000000000000000e+00, 8.620693258598513e-83, 1.510484303892150e-133, 1.575919429765947e-113, 4.703054593249221e-78, 3.315527111468133e-101, 1.240869755076737e-83, 7.514657182538581e-43, 1.548064317759577e-25, 1.821033231246570e-42, 1.065942355278785e-03, 2.833517653272719e-04, 7.724885620526758e+00, -7.978034438105921e-16, 2.273700246985237e+04, 5.607786830625001e+01, 3.900000000000394e+02, 1.000000000000102e+03, 9.999999999999404e+02, 5.725131016695606e+03, -5.912746758669979e-13, 8.999999999999551e+00, 1.783988988720749e-15, 5.501269759949713e+06, -5.680159952370832e+06, 6.203931857467361e+06
59, 0.000000000000000e+00, 0.000000000000000e+00, 2.065050516842749e-82, 7.993217076588890e-131, 3.147893222849269e-112, 1.126493810054724e-77, 3.117456915264430e-99, 1.127871736430583e-81, 1.819510759662523e-42, 2.182253352500326e-25, 4.176349367960544e-42, 1.330035231953780e-03, 3.535536692535366e-04, 9.606138286032339e+00, 4.790908210773354e-02, 2.831712814459721e+04, 6.997148337366691e+01, 5.397119481683759e+02, 1.109093089938832e+03, 1.000000114418183e+03, 5.705750542275308e+03, 2.845652051601047e+01, 8.517090487793977e+00, 6.770316474429854e-03, 2.044057725941509e+07, -2.940304198226129e+07, 4.529067689019156e+07
61, 8.914882248994977e-04, 2.387467401603415e-04, 8.450702723153943e-71, 2.257181548865214e-109, 3.339407183644939e-95, 4.602848630659240e-66, 2.273227700934220e-82, 7.974978738894106e-69, 5.119148083456496e-36, 6.782648237965222e-23, 1.105789961083958e-35, 2.085599536565303e-03, 5.543998768084985e-04, 1.489626696773280e+01, 3.282254750742841e-01, 4.413840895357032e+04, 1.097222765563640e+02, 1.111379080843448e+03, 1.456466193437361e+03, 1.000004413363153e+03, 5.642526620373767e+03, 1.243278590940392e+02, 7.351668092627953e+00, 3.262241080351607e-02, 1.181853740455699e+07, -2.044768924018447e+07, 4.444726920168415e+07
62, 1.782976449799005e-03, 4.774934803206855e-04, 2.913889003003488e-51, 1.274398369385269e-75, 1.176313481542252e-67, 1.579491266056868e-46, 3.920197192930339e-57, 1.087395183215226e-48, 1.862911512104334e-25, 9.147909847121965e-18, 4.259537650820723e-25, 3.908587392971250e-03, 1.038991585473362e-03, 2.703314879360694e+01, 2.297179055642733e+00, 8.145847036778567e+04, 2.058780728445698e+02, 3.343404558404541e+03, 2.337966131758102e+03, 1.000384685528373e+03, 5.463914555256963e+03, 4.643036656213018e+02, 5.637729751657051e+00, 1.335597043659752e-01, 1.453757551287360e+07, -2.730648974573788e+07, 5.773956738947174e+07
79, 2.674464674698533e-03, 7.162402204810351e-04, 2.338952049118917e-45, 1.594438660146041e-65, 2.973960460100906e-59, 1.263098092115442e-40, 1.298902525061860e-49, 1.378864665071374e-42, 2.749679788495325e-22, 4.181444572891867e-16, 6.626919660832502e-22, 4.644279439518522e-03, 1.234555294048810e-03, 3.142522057155887e+01, 4.391171298687709e+00, 9.600369930424399e+04, 2.458425694974613e+02, 4.759969140414340e+03, 2.801269589805072e+03, 1.001939455478103e+03, 5.345484606349450e+03, 7.469458655836024e+02, 5.069507552177025e+00, 1.976199924325535e-01, 3.020162547616086e+06, -1.132642244723249e+07, 4.992986645415970e+07
80, 3.565952899598004e-03, 9.549869606413694e-04, 2.719019460693807e-43, 5.639557821158799e-62, 2.797334827737147e-56, 1.464379828028909e-38, 5.257041233131336e-47, 2.025761265054281e-40, 3.528969020820187e-21, 1.718348925798386e-15, 8.653448292264756e-21, 4.704247763382703e-03, 1.250496240897481e-03, 3.141813007673854e+01, 5.584694742948843e+00, 9.689094890882664e+04, 2.506651848900491e+02, 5.173810131633306e+03, 3.006003016669635e+03, 1.004019488973105e+03, 5.276151259255909e+03, 9.378563946549227e+02, 4.858861608751989e+00, 2.163348279211212e-01, 1.112281951057898e+07, -1.063883084529389e+07, 1.454459376901566e+07
82, 4.457441124497438e-03, 1.193733700801694e-03, 2.320097796868819e-42, 1.905413882993793e-60, 5.348195851107025e-55, 1.249831715915198e-37, 6.338619290729885e-46, 1.696690417576738e-39, 1.123710143873901e-20, 3.287816899513143e-15, 2.813427540022157e-20, 4.564664395531100e-03, 1.213391801340422e-03, 3.024034221146687e+01, 6.238319686635299e+00, 9.388392550495830e+04, 2.447534241169475e+02, 5.152391258986577e+03, 3.085098924022618e+03, 1.005998444939668e+03, 5.233653183889596e+03, 1.079657150099965e+03, 4.782744600388832e+00, 2.153662175455434e-01, 1.234930405028905e+07, -2.221423282650270e+07, 4.403274471324929e+07
83, 6.240417574296114e-03, 1.671227181122291e-03, 1.601551948873651e-41, 3.256976477455322e-59, 6.693539497298849e-54, 8.652064126276457e-37, 4.976211631912995e-45, 9.095402213841280e-39, 3.047858791362368e-20, 5.715896925382304e-15, 8.096211915411284e-20, 4.399112032979408e-03, 1.169384211292608e-03, 2.889350903167367e+01, 7.054926438396898e+00, 9.045688902262491e+04, 2.383430870084002e+02, 4.987554429726652e+03, 3.098787090902025e+03, 1.009305315204222e+03, 5.188745356767558e+03, 1.266935655321065e+03, 4.769780885938009e+00, 2.079119193790662e-01, 1.044320697360737e+07, -2.190339545656944e+07, 4.922088519969375e+07
84, 5.348929349396780e-03, 1.432480440961994e-03, 8.482176073190848e-42, 1.413671170806506e-59, 3.001836502077805e-54, 4.574578532889640e-37, 2.645188795339956e-45, 5.643325896257450e-39, 2.239530356703455e-20, 4.857991866154693e-15, 5.753820949937103e-20, 4.499501755509003e-03, 1.196070086902599e-03, 2.963709335694800e+01, 6.783280065021508e+00, 9.249397493365222e+04, 2.427207580058799e+02, 5.128553805762085e+03, 3.115298047361190e+03, 1.007915806178952e+03, 5.203532529645676e+03, 1.190974366174190e+03, 4.754369267482451e+00, 2.142882334283858e-01, 1.146100604388339e+07, -2.467882446789654e+07, 5.659289690711101e+07
