"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Density_5","Density_6","Density_7","Density_8","Density_9","Density_10","Momentum_x","Momentum_y","Energy","Energy_ve","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient","Metric_xx","Metric_xy","Metric_yy"
29, -1.739648995067414e-03, 0.000000000000000e+00, 2.032625129764290e-82, 4.374901448086701e-133, 4.102726013579256e-113, 1.108907662343124e-77, 7.996454666804759e-101, 2.201334681976902e-83, 1.059653986772056e-42, 1.799607731132841e-25, 2.669469529094752e-42, 1.065942355278793e-03, 2.833517653272739e-04, 7.724885620526795e+00, 2.012181733378887e-15, 2.273700246985249e+04, 5.607786830637535e+01, 3.900000000000394e+02, 1.000000000000094e+03, 9.999999999993873e+02, 5.725131016695591e+03, 1.491284741146778e-12, 8.999999999999559e+00, 1.781418399399826e-15, 4.689870044560479e+00, -3.181530876678522e+00, 1.867252970189144e+01
30, -1.276811472514798e-03, 0.000000000000000e+00, 2.062420342357464e-82, 4.466113852876118e-133, 4.176205150214396e-113, 1.125162575114525e-77, 8.099077845614851e-101, 2.231170886080788e-83, 1.070003280408870e-42, 1.810709416077595e-25, 2.696229470624768e-42, 1.065942355278789e-03, 2.833517653272728e-04, 7.724885620526760e+00, 3.810478897205894e-15, 2.273700246985242e+04, 5.607786830641133e+01, 3.900000000000065e+02, 1.000000000000013e+03, 9.999999999998593e+02, 5.725131016695585e+03, 2.824053584028323e-12, 8.999999999999917e+00, 2.930471825852528e-16, 1.945118942605799e+01, -2.291020596044562e+01, 3.797004092544791e+01
32, -8.698244975333391e-04, 0.000000000000000e+00, 2.086896901758506e-82, 4.541645514174450e-133, 4.236824885996152e-113, 1.138515872533541e-77, 8.182969720267508e-101, 2.255773766182627e-83, 1.078529549255419e-42, 1.819852417674335e-25, 2.718258694898947e-42, 1.065942355278785e-03, 2.833517653272720e-04, 7.724885620526746e+00, 2.701911168735050e-15, 2.273700246985237e+04, 5.607786830630303e+01, 3.900000000000051e+02, 1.000000000000013e+03, 9.999999999998593e+02, 5.725131016695595e+03, 2.002462715483740e-12, 8.999999999999931e+00, 2.287824495621710e-16, 2.165011399023764e+01, -3.485050562433812e+01, 7.281302539710509e+01
33, -6.320296631140042e-04, 0.000000000000000e+00, 2.102645666152466e-82, 4.590510381582469e-133, 4.275955383677762e-113, 1.147107681991420e-77, 8.236790103782098e-101, 2.271620203839735e-83, 1.084010545889994e-42, 1.825721127563368e-25, 2.732416736742968e-42, 1.065942355278783e-03, 2.833517653272714e-04, 7.724885620526736e+00, 8.142112688142948e-15, 2.273700246985233e+04, 5.607786830652235e+01, 3.900000000000208e+02, 1.000000000000055e+03, 9.999999999997699e+02, 5.725131016695600e+03, 6.034349786157672e-12, 8.999999999999750e+00, 9.408356914579168e-16, 2.386917082180139e+01, -3.007663987018794e+01, 4.952803305150532e+01
34, -4.197285447692004e-04, 0.000000000000000e+00, 2.116209361758321e-82, 4.632716356676464e-133, 4.309723504994343e-113, 1.154507417324496e-77, 8.283088234194774e-101, 2.285257993692663e-83, 1.088717343937011e-42, 1.830751183325548e-25, 2.744576630731202e-42, 1.065942355278781e-03, 2.833517653272708e-04, 7.724885620526719e+00, 1.139598018469341e-14, 2.273700246985226e+04, 5.607786830642767e+01, 3.900000000000512e+02, 1.000000000000135e+03, 9.999999999995177e+02, 5.725131016695600e+03, 8.445882932903295e-12, 8.999999999999389e+00, 2.313530388830943e-15, 8.392901860224738e+01, -1.624575642940697e+02, 3.341987270442942e+02
37, -2.024349951639539e-04, 0.000000000000000e+00, 2.134002772812755e-82, 4.688510335997854e-133, 4.354178966300954e-113, 1.164214692881368e-77, 8.343461585444715e-101, 2.303279107871822e-83, 1.094950925271603e-42, 1.837431345986897e-25, 2.760657248392460e-42, 1.065942355278781e-03, 2.833517653272710e-04, 7.724885620526709e+00, 7.026917610971876e-15, 2.273700246985229e+04, 5.607786830653589e+01, 3.899999999997560e+02, 9.999999999993778e+02, 1.000000000003052e+03, 5.725131016695588e+03, 5.207847202221297e-12, 9.000000000002778e+00, -1.103296936540267e-14, 1.256306508781519e+08, -2.868690547331941e+08, 6.563799814168948e+08
38, 0.000000000000000e+00, 0.000000000000000e+00, 5.972131741364806e-77, 9.548220859667601e-120, 1.342152360658652e-103, 3.249688044240987e-72, 5.286326626238658e-90, 9.001578342461133e-75, 2.648137364788360e-39, 2.071815900828364e-24, 5.686206701192796e-39, 1.756234021235726e-03, 4.668470183031677e-04, 1.259487429861534e+01, 3.449381428636949e-01, 3.725316316440221e+04, 9.239338305662970e+01, 8.506126595116197e+02, 1.323788391182847e+03, 1.000000510141050e+03, 5.665503899591416e+03, 1.551621990960982e+02, 7.743711247055352e+00, 2.082995722903295e-02, 1.551804118084495e+08, -3.788239025403773e+08, 9.292798772099223e+08
39, 4.263733966255164e-04, 1.141857578061800e-04, 1.340687885606022e-46, 3.167850987025032e-67, 9.011366246792503e-61, 7.145255701641999e-42, 8.402197533694272e-51, 1.801596718430258e-43, 6.770966857481464e-23, 2.014917744402768e-16, 1.529833351892228e-22, 4.643380053727509e-03, 1.234316216813441e-03, 3.094734080344503e+01, 6.859939907767123e+00, 9.594498136682418e+04, 2.448866953061603e+02, 4.799173736135253e+03, 2.824888775481956e+03, 1.000775565057065e+03, 5.265216060678779e+03, 1.167113711225425e+03, 5.044154245002232e+00, 1.993929138561939e-01, 6.112520026792597e+07, -1.695951364547583e+08, 4.820888369562363e+08
47, 8.914882248994977e-04, 2.387467401603415e-04, 3.327070841549641e-45, 5.862963243471905e-65, 7.493467069822265e-59, 1.775886788435523e-40, 3.529628678151058e-49, 4.181915251068840e-42, 3.902403820343531e-22, 5.572441733518969e-16, 8.939429891476172e-22, 4.914704128451653e-03, 1.306440337942288e-03, 3.228207475043308e+01, 8.712986703870703e+00, 1.013768510439453e+05, 2.598604206190420e+02, 5.254031906163578e+03, 2.921893889360361e+03, 1.001580151455500e+03, 5.189089390997916e+03, 1.400544023842669e+03, 4.942934917700694e+00, 2.199626399184607e-01, 1.167480969391991e+08, -2.418534692624986e+08, 5.038730044682375e+08
48, 1.303986530134066e-03, 3.492166520961068e-04, 7.741333231343106e-45, 1.502714933799413e-64, 1.937828716289853e-58, 4.159653083482880e-40, 6.731297799193239e-49, 6.790210155315578e-42, 6.032968168215270e-22, 7.125004239607710e-16, 1.415001206025018e-21, 4.603298697347496e-03, 1.223661679041027e-03, 3.028185605996105e+01, 8.217720891516024e+00, 9.504350009225719e+04, 2.439482722834736e+02, 4.831037978031492e+03, 2.868404582661159e+03, 1.002294538006600e+03, 5.196852922265050e+03, 1.410292907570492e+03, 4.998129069463237e+00, 2.008338877029352e-01, 1.041835715790772e+08, -2.699758866113686e+08, 7.035903739667084e+08
56, 1.782976449799005e-03, 4.774934803206855e-04, 2.492454381802358e-44, 7.337411988647936e-64, 7.905906649639385e-58, 1.344272342714433e-39, 1.879717426806449e-48, 1.652909233464519e-41, 1.116708403957726e-21, 1.017219639861039e-15, 2.682399495090110e-21, 4.335529837397171e-03, 1.152482615003294e-03, 2.855574764278425e+01, 7.651904242651202e+00, 8.953251324992572e+04, 2.306010354248722e+02, 4.532431970662198e+03, 2.857315697506887e+03, 1.003448997963318e+03, 5.203294979822545e+03, 1.394294256621599e+03, 5.009728753566284e+00, 1.873302415625325e-01, 3.595810654717042e+07, -9.556504204640752e+07, 2.578290831083020e+08
82, 3.995373375117190e-03, 1.069988747344573e-03, 4.901389729298315e-43, 4.583167478537835e-62, 3.113324000919706e-56, 2.658499028455509e-38, 3.062532217236784e-47, 1.650897072126459e-40, 5.033178654474669e-21, 2.400457225681762e-15, 1.334201106244999e-20, 4.150716214642667e-03, 1.103354943130461e-03, 2.734184801911682e+01, 7.323274894028708e+00, 8.572093649154218e+04, 2.241225376930360e+02, 4.334237385652415e+03, 2.854031515924924e+03, 1.008223467812488e+03, 5.203935614509803e+03, 1.393828647179807e+03, 5.013074016385599e+00, 1.783674294393117e-01, 2.606962367889366e+06, -3.281836055394980e+06, 5.910288695928440e+06
110, 2.228611738002565e-03, 5.968377065116793e-04, 5.429194824963126e-44, 2.187544767863172e-63, 2.063859312201691e-57, 2.933249886351497e-39, 3.889526196232094e-48, 3.058142697961345e-41, 1.672887399419764e-21, 1.279667848623661e-15, 4.092191481265101e-21, 4.240753932954032e-03, 1.127289020151058e-03, 2.792878741687585e+01, 7.488872092908107e+00, 8.757313517985887e+04, 2.262139910662976e+02, 4.435523821043304e+03, 2.858715620180976e+03, 1.004363299026132e+03, 5.202787619408684e+03, 1.395084234297056e+03, 5.008236492752777e+00, 1.829478335456826e-01, 2.142483578269834e+06, -7.124157494995373e+06, 3.285175526227424e+07
111, 2.674464674698533e-03, 7.162402204810351e-04, 1.037747947090886e-43, 5.353989229317179e-63, 4.563855441861490e-57, 5.614413575851964e-39, 7.082499094119647e-48, 5.020337565979616e-41, 2.324642043882828e-21, 1.542579356549559e-15, 5.798186746463881e-21, 4.195496478822299e-03, 1.115258557660081e-03, 2.763314349499544e+01, 7.404420061874156e+00, 8.664052031548259e+04, 2.244528308382872e+02, 4.386219495980801e+03, 2.857433369887297e+03, 1.005284929155660e+03, 5.203241969392443e+03, 1.394231142466021e+03, 5.009562789391198e+00, 1.807181792775016e-01, 1.542151075564752e+07, -3.937887527075104e+07, 1.006622582733252e+08
114, 3.145238363775085e-03, 8.423166850725389e-04, 1.792772857344551e-43, 1.133514625460702e-62, 8.902684035252721e-57, 9.709038007679549e-39, 1.174758309698834e-47, 7.628261164174861e-41, 3.068229595357472e-21, 1.810522449110797e-15, 7.798688662898211e-21, 4.177106042911534e-03, 1.110369960772142e-03, 2.751360732406599e+01, 7.370248534292648e+00, 8.626261061936912e+04, 2.241240443650068e+02, 4.365124823214799e+03, 2.856210942451377e+03, 1.006212355058393e+03, 5.203542730952992e+03, 1.393906757998603e+03, 5.010826838038818e+00, 1.797642299615142e-01, 4.864991254886510e+06, -1.268890162597050e+07, 3.429518592369825e+07
115, 3.565952899598004e-03, 9.549869606413694e-04, 3.016180521459535e-43, 2.346024166337583e-62, 1.700793409143249e-56, 1.634814710569236e-38, 1.931575697494763e-47, 1.138822782183341e-40, 3.963582729034001e-21, 2.090538289948516e-15, 1.028298649382070e-20, 4.157479256186722e-03, 1.105152713667798e-03, 2.738429494132551e+01, 7.336893296460121e+00, 8.585794043952132e+04, 2.237464039985078e+02, 4.343966399093479e+03, 2.855784805493927e+03, 1.007171858124862e+03, 5.203536005971483e+03, 1.394149037683900e+03, 5.011252958373190e+00, 1.788073976635306e-01, 4.309022108910534e+06, -1.141323222389393e+07, 3.064976863675298e+07
125, 4.457441124497438e-03, 1.193733700801694e-03, 7.526735122790973e-43, 8.504232328279160e-62, 5.397827800914783e-56, 4.084508309524801e-38, 4.735881915287456e-47, 2.318706770964592e-40, 6.164321628036299e-21, 2.681437113613077e-15, 1.667760075474536e-20, 4.140768103376065e-03, 1.100710508489691e-03, 2.727318524391516e+01, 7.304856195021305e+00, 8.551066665086088e+04, 2.242190304921748e+02, 4.328670044619700e+03, 2.857213449039360e+03, 1.009124764987860e+03, 5.203338077572169e+03, 1.393663264881154e+03, 5.009705251134167e+00, 1.781156615532231e-01, 2.581197530473225e+06, -2.477303197127756e+06, 4.159965300374664e+06
133, 5.348929349396780e-03, 1.432480440961994e-03, 1.644999741397656e-42, 2.587062501388235e-61, 1.464343931030364e-55, 8.933462936276464e-38, 1.044802751450442e-46, 4.364059957325764e-40, 9.035062992014925e-21, 3.345828734409914e-15, 2.542314726548742e-20, 4.147948557849578e-03, 1.102619236893378e-03, 2.731652484937766e+01, 7.315280633644693e+00, 8.565258841121037e+04, 2.260438391486412e+02, 4.342537560792593e+03, 2.861405015823393e+03, 1.011159645671652e+03, 5.202584923617303e+03, 1.393236106952916e+03, 5.005255846655952e+00, 1.787427823298439e-01, 4.736287650755373e+05, 1.687232949751740e+05, 4.974709417893950e+06
182, 8.023394024094811e-03, 2.148720661442895e-03, 8.488063589020038e-42, 2.531565642058988e-60, 1.200200982401774e-54, 4.615221596449803e-37, 5.584060509949297e-46, 1.651634724814244e-39, 2.002155344825299e-20, 5.388753973104400e-15, 6.270889928961118e-20, 4.182507872718056e-03, 1.111805890210803e-03, 2.754200964431644e+01, 7.376132280922095e+00, 8.636424039547720e+04, 2.321069316918553e+02, 4.380694753693442e+03, 2.862696702680930e+03, 1.017002003385958e+03, 5.202186889099663e+03, 1.393217820326925e+03, 5.003764873658990e+00, 1.804683378040408e-01, 2.445020308474279e+06, -8.674734881633991e+06, 3.089124538005002e+07
196, 7.131905799195436e-03, 1.909973921282586e-03, 4.991470819310450e-42, 1.204166172299144e-60, 6.037091664857196e-55, 2.713125831868393e-37, 3.236634857923489e-46, 1.066229367533524e-39, 1.549000241237036e-20, 4.608983132471121e-15, 4.677747500690867e-20, 4.178013830517460e-03, 1.110611271398766e-03, 2.751381068391572e+01, 7.366996740607928e+00, 8.627259840186809e+04, 2.303312886624516e+02, 4.374832670690658e+03, 2.861941061183646e+03, 1.014871750116167e+03, 5.202450571495921e+03, 1.392989028080706e+03, 5.004607095093664e+00, 1.802032410124100e-01, 2.610336793069631e+06, -9.604298004150415e+06, 3.546616806762616e+07
338, 8.914882248994234e-03, 2.387467401603216e-03, 1.190355158078079e-41, 3.990013472604960e-60, 1.855813749076818e-54, 6.473751204422290e-37, 7.897223360196402e-46, 2.164417771939633e-39, 2.345698655163580e-20, 5.940999648953793e-15, 7.561240019880998e-20, 4.188606574062769e-03, 1.113427063985427e-03, 2.758408091646210e+01, 7.386199661647851e+00, 8.649305292612959e+04, 2.335454951373103e+02, 4.384201461847490e+03, 2.860816781967387e+03, 1.018529810572037e+03, 5.202547324197200e+03, 1.393088042413591e+03, 5.005701051241023e+00, 1.806269191616199e-01, 1.812776530095266e+06, -6.363707073436812e+06, 2.261889410031721e+07
352, 1.196947001568144e-02, 3.205507226988957e-03, 3.757314639253818e-41, 1.883645753688945e-59, 8.272799337191150e-54, 2.044634533030258e-36, 2.585848278005638e-45, 5.533564362167976e-39, 4.004676160289087e-20, 8.357483720694381e-15, 1.438541072976137e-19, 4.203900284638600e-03, 1.117492480718359e-03, 2.768785412278138e+01, 7.413895832946441e+00, 8.681497589898547e+04, 2.388818958313885e+02, 4.394095383694109e+03, 2.856841763827741e+03, 1.024701891993179e+03, 5.203121690808062e+03, 1.393224698842066e+03, 5.009731209496207e+00, 1.810743449208489e-01, 3.144796641218481e+06, -1.068714318347533e+07, 3.637142262902658e+07
355, 1.337232337349147e-02, 3.581201102404856e-03, 5.841959075084982e-41, 3.296766919660885e-59, 1.454435631825097e-53, 3.179728614093049e-36, 4.033026483898360e-45, 7.874400747711618e-39, 4.902000588835047e-20, 9.596105041418202e-15, 1.859531376112270e-19, 4.211247440407085e-03, 1.119445522123933e-03, 2.774200648063676e+01, 7.428483145844081e+00, 8.697658136037755e+04, 2.416193905823044e+02, 4.391895999715803e+03, 2.850430127777919e+03, 1.027870217200322e+03, 5.204202657249815e+03, 1.393530484318807e+03, 5.016408276253355e+00, 1.809748837504875e-01, 1.248878497968553e+06, -3.672584454173802e+06, 1.144628286325000e+07
358, 1.515529982329097e-02, 4.058694582725674e-03, 8.814453992537789e-41, 5.600081983529758e-59, 2.480623087500717e-53, 4.798454781663427e-36, 6.119387408851276e-45, 1.100393968318099e-38, 5.898710531728264e-20, 1.092365898458768e-14, 2.360014470974328e-19, 4.217033251448218e-03, 1.120983522525945e-03, 2.778412745849416e+01, 7.439867792831386e+00, 8.710317693729058e+04, 2.443033483388899e+02, 4.390831100494437e+03, 2.845829116571728e+03, 1.031064425612604e+03, 5.204953194208861e+03, 1.393751295254392e+03, 5.021190612872608e+00, 1.809267265737876e-01, 1.066905794872153e+06, -3.291693600389706e+06, 1.063129494960812e+07
418, 1.872125272289031e-02, 5.013681543367401e-03, 1.761219956469812e-40, 1.393596377918639e-58, 6.135374010209974e-53, 9.589925274733118e-36, 1.240015356407057e-44, 1.973527056233171e-38, 8.095999614671892e-20, 1.372135565060866e-14, 3.545063771251630e-19, 4.219359755752251e-03, 1.121601960376117e-03, 2.780390141782017e+01, 7.446020853610538e+00, 8.715995795227573e+04, 2.489852886502956e+02, 4.384526615050334e+03, 2.840176087808710e+03, 1.037199029512893e+03, 5.205785567379731e+03, 1.394134848618422e+03, 5.027027718345410e+00, 1.806416233326154e-01, 3.469744514471718e+06, -1.137232399273955e+07, 3.728063276875337e+07
420, 1.693827627309051e-02, 4.536188063046503e-03, 1.324993704731606e-40, 9.628889419185301e-59, 4.228134881665092e-53, 7.214011392342327e-36, 9.284426366885819e-45, 1.553123849664368e-38, 7.117452779674294e-20, 1.248050097098824e-14, 2.995859559634467e-19, 4.218246691246462e-03, 1.121306082470756e-03, 2.779397091857547e+01, 7.443145498999022e+00, 8.713216911593988e+04, 2.469161735813978e+02, 4.388166072719529e+03, 2.843283685154412e+03, 1.034501479356396e+03, 5.205299412962122e+03, 1.393964216557402e+03, 5.023800839112138e+00, 1.808062079266788e-01, 1.413815162137836e+06, -4.690787995305633e+06, 1.570686539006488e+07
451, 2.452468653655618e-02, 6.567881437488521e-03, 4.897033469626281e-40, 5.281941818775071e-58, 2.403280599625026e-52, 2.667149249961194e-35, 3.539271588476867e-44, 4.749865927884538e-38, 1.267657173328429e-19, 1.942191288643125e-14, 6.489162158616821e-19, 4.225913369424840e-03, 1.123344060207433e-03, 2.785601108379191e+01, 7.459519790843560e+00, 8.731177847227200e+04, 2.577576987828141e+02, 4.374895247067694e+03, 2.829542236971336e+03, 1.048370146746287e+03, 5.207453828896338e+03, 1.394496318216876e+03, 5.038058407601111e+00, 1.802060708592027e-01, 4.856563973938940e+05, -1.254522458232703e+06, 3.607123108536039e+06
454, 2.139571739759007e-02, 5.729921763848764e-03, 2.771513639957042e-40, 2.489017300968785e-58, 1.114554326561402e-52, 1.509303785310661e-35, 1.964858378692605e-44, 2.890609743514253e-38, 9.884821069096207e-20, 1.599127269310239e-14, 4.641223360265798e-19, 4.223688036303893e-03, 1.122752515963524e-03, 2.783756666547449e+01, 7.454605438341902e+00, 8.725841484163416e+04, 2.528066339279613e+02, 4.379977388251991e+03, 2.834321735035159e+03, 1.041971315157067e+03, 5.206747628304847e+03, 1.394311853922722e+03, 5.033127263679195e+00, 1.804358968991840e-01, 7.011288107081609e+05, -1.911616586207879e+06, 5.661734680034280e+06
537, 3.211603615231537e-02, 8.600897604790440e-03, 1.271671603135960e-39, 1.907280827691028e-57, 8.927724125439032e-52, 6.927098896854664e-35, 9.659936942711227e-44, 1.127717697338328e-37, 1.924861220816058e-19, 2.736249934967577e-14, 1.144036099511467e-18, 4.236593430844772e-03, 1.126183063868083e-03, 2.793062876631221e+01, 7.478845102467789e+00, 8.754165357438636e+04, 2.680325983173681e+02, 4.376737934957735e+03, 2.823598009035044e+03, 1.060969475844440e+03, 5.208240319861627e+03, 1.394584523483870e+03, 5.044090756682685e+00, 1.802894014171963e-01, 2.686596344946863e+05, -6.362028255498169e+05, 1.641197865418090e+06
594, 2.763613497188353e-02, 7.401148944970346e-03, 7.604420906641483e-40, 9.539800110201210e-58, 4.383762384109413e-52, 4.142024548405467e-35, 5.608205643867165e-44, 7.047643864956829e-38, 1.538085861453162e-19, 2.269523506838229e-14, 8.424662562476868e-19, 4.229620450571287e-03, 1.124329486838026e-03, 2.788237529381911e+01, 7.466600141733386e+00, 8.739264736637181e+04, 2.621626565471699e+02, 4.374456288419198e+03, 2.826778608828426e+03, 1.053874268908473e+03, 5.207813972797947e+03, 1.394596555625378e+03, 5.040870076619220e+00, 1.801862201458438e-01, 3.817633341503334e+05, -7.987494437755171e+05, 1.987286423620247e+06
603, 2.995100578447728e-02, 8.021087430934517e-03, 9.832914508704041e-40, 1.345316598086767e-57, 6.249051201881055e-52, 5.356057138538047e-35, 7.353361011523047e-44, 8.897065115424125e-38, 1.719328752479141e-19, 2.489738996756239e-14, 9.815408072102619e-19, 4.233276115334644e-03, 1.125301245823552e-03, 2.790783196184670e+01, 7.472959204038185e+00, 8.747092116466771e+04, 2.650397977820506e+02, 4.375496880430260e+03, 2.825009382411115e+03, 1.057343127241168e+03, 5.208067380720815e+03, 1.394578952647287e+03, 5.042672994722459e+00, 1.802332780949376e-01, 3.159912841152004e+05, -6.546720896752549e+05, 1.601171856592200e+06
