"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 2.723645610617033e-46, 1.986415925905664e-27, 6.003045663439298e-46, 1.666969678214811e-03, 4.484740758648985e-04, 1.105651627488426e+01, -6.858160097003810e-17, 2.979055421587063e+04, 7.576551309509929e+01, 1.287505567266624e-43, 9.390067318380782e-25, 2.837724071775582e-43, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999791e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003517e+03, -3.241948685129349e-14, 8.410000000000155e+00, -7.239738317342849e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 5.357922374446061e-43, 5.708225731865054e-26, 1.165416356520948e-42, 2.190312339828742e-03, 5.892718477711846e-04, 1.445413173680706e+01, 5.952431317121462e-02, 3.903386523034040e+04, 9.955219164723313e+01, 1.927598522954773e-40, 2.053625775153767e-23, 4.192772292057268e-40, 7.879999999999999e-01, 2.120000000000000e-01, 8.762097160314662e+02, 1.090890988639237e+03, 9.547006037970691e+02, 5.200105757288718e+03, 2.141482651857067e+01, 7.827765592112842e+00, 1.012706510477630e-02
2, 1.931920337076797e-01, 5.173816881076040e-02, 1.178011878369920e-16, 2.129209954343232e-12, 4.089391657447176e-16, 1.092847349636570e-02, 2.940147689786300e-03, 6.225096426680283e+01, 1.876754618097057e+01, 1.848632442852262e+05, 9.711324184201028e+02, 8.494080719179772e-15, 1.535271549663714e-10, 2.948664904700476e-14, 7.879999999999777e-01, 2.119999998464571e-01, 1.426643615272871e+04, 3.559879792126340e+03, 1.190436183758568e+03, 4.488619555013995e+03, 1.353238070762807e+03, 3.906596178741749e+00, 4.735556098956381e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 1.888882451082026e-05, 2.075936781002366e-03, 8.662159867818209e-04, 1.055046913081529e-02, 4.145087191533508e-04, 3.907903164245936e+01, 3.594666972560290e+01, 1.822662640449009e+05, 9.880454867914435e+03, 1.356369247445910e-03, 1.490689273851054e-01, 6.220126220368246e-02, 7.576083872751173e-01, 2.976505388864898e-02, 1.768755715066400e+04, 3.871075846490926e+03, 4.251989166109062e+03, 2.806188215123383e+03, 2.581259481550733e+03, 2.817174400202445e+00, 5.919587700753305e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 4.318744841883719e-07, 1.356986780625946e-04, 5.130220334060320e-05, 6.688451048470743e-04, 2.344878355525422e-05, 3.675394959567691e+00, 3.777640301344419e-03, 1.185977323426954e+04, 4.386408947875699e+02, 4.909189541906673e-04, 1.542509584578478e-01, 5.831607315022753e-02, 7.602874247228186e-01, 2.665462471491540e-02, 7.715967607652424e+02, 2.664364191915416e+03, 3.388841376314626e+03, 4.177882963332524e+03, 4.294106954546614e+00, 3.713223227629998e+00, 6.506466912916624e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 2.779674543145518e-45, 7.457020597328311e-27, 6.374869925787515e-45, 1.666969678214812e-03, 4.484740758648988e-04, 1.105651627488426e+01, -3.707936345443867e-17, 2.979055421587064e+04, 7.576551309500239e+01, 1.313991231288855e-42, 3.525038461999839e-24, 3.013490627436132e-42, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999794e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003515e+03, -1.752793634098272e-14, 8.410000000000149e+00, -7.121699105647042e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 5.362726308500403e-45, 1.106765453513926e-26, 1.248194516743348e-44, 1.666969678214812e-03, 4.484740758648986e-04, 1.105651627488426e+01, -1.471947457004580e-17, 2.979055421587063e+04, 7.576551309504376e+01, 2.535036111528935e-42, 5.231835880200024e-24, 5.900390943205930e-42, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999792e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003516e+03, -6.958102545462983e-15, 8.410000000000153e+00, -7.200391913444247e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 7.829729586911778e-45, 1.381910101949861e-26, 1.841948869885437e-44, 1.666969678214812e-03, 4.484740758648986e-04, 1.105651627488426e+01, -3.145176102702343e-17, 2.979055421587063e+04, 7.576551309523421e+01, 3.701223240661378e-42, 6.532483311290108e-24, 8.707151236392701e-42, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999793e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003517e+03, -1.486768956459729e-14, 8.410000000000155e+00, -7.161045509545644e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 1.021059788114055e-44, 1.610433623114737e-26, 2.423251672310930e-44, 1.666969678214812e-03, 4.484740758648988e-04, 1.105651627488426e+01, -4.885983574907599e-17, 2.979055421587064e+04, 7.576551309499129e+01, 4.826693151944616e-42, 7.612746120093980e-24, 1.145505129898916e-41, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999794e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003515e+03, -2.309673119639697e-14, 8.410000000000149e+00, -7.121699105647042e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 1.177724219156899e-44, 1.747895524086662e-26, 2.809445803999772e-44, 1.666969678214812e-03, 4.484740758648987e-04, 1.105651627488426e+01, -2.519061758367173e-17, 2.979055421587063e+04, 7.576551309496470e+01, 5.567267940287304e-42, 8.262547849432450e-24, 1.328064524798474e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999793e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003515e+03, -1.190795904409687e-14, 8.410000000000153e+00, -7.161045509545644e-16
11, -7.278131510363134e-03, 0.000000000000000e+00, 1.303793464025548e-44, 1.853061064775599e-26, 3.121963871841540e-44, 1.666969678214812e-03, 4.484740758648986e-04, 1.105651627488426e+01, 4.279630259803012e-17, 2.979055421587063e+04, 7.576551309480621e+01, 6.163214982724711e-42, 8.759680143714067e-24, 1.475796208630326e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999793e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003516e+03, 2.023041383893847e-14, 8.410000000000153e+00, -7.161045509545644e-16
12, -5.219729353472306e-03, 0.000000000000000e+00, 1.405673936356176e-44, 1.934525200161833e-26, 3.375784686744416e-44, 1.666969678214812e-03, 4.484740758648985e-04, 1.105651627488426e+01, 6.252019350620376e-17, 2.979055421587063e+04, 7.576551309561060e+01, 6.644818297084395e-42, 9.144772563350033e-24, 1.595780875872541e-41, 7.880000000000000e-01, 2.119999999999999e-01, 5.835999999999792e+02, 9.546999999999665e+02, 9.547000000001148e+02, 5.226570668003516e+03, 2.955417433606131e-14, 8.410000000000153e+00, -7.200391913444247e-16
13, -3.716075109627959e-03, 0.000000000000000e+00, 1.477335017769843e-44, 1.990173339026527e-26, 3.554959995741886e-44, 1.666969678214813e-03, 4.484740758648988e-04, 1.105651627488426e+01, 1.581493282338690e-16, 2.979055421587064e+04, 7.576551309492629e+01, 6.983570302546441e-42, 9.407829138394269e-24, 1.680479563158327e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999846e+02, 9.546999999999746e+02, 9.547000000001051e+02, 5.226570668003515e+03, 7.475941061012476e-14, 8.410000000000114e+00, -5.351110930209932e-16
14, -2.617116624604489e-03, 0.000000000000000e+00, 1.532830187248651e-44, 2.032484130131722e-26, 3.694028260584790e-44, 1.666969678214814e-03, 4.484740758648992e-04, 1.105651627488427e+01, 1.298177254048239e-16, 2.979055421587066e+04, 7.576551309524039e+01, 7.245903769800213e-42, 9.607838195707165e-24, 1.746219086875138e-41, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999825e+02, 9.546999999999708e+02, 9.547000000000984e+02, 5.226570668003515e+03, 6.136666368673974e-14, 8.410000000000133e+00, -6.059346200384776e-16
15, -1.739648995067414e-03, 0.000000000000000e+00, 1.584649547107840e-44, 2.071310754635320e-26, 3.824174955886034e-44, 1.666969678214815e-03, 4.484740758648995e-04, 1.105651627488428e+01, -3.256957012175787e-17, 2.979055421587067e+04, 7.576551309459686e+01, 7.490861168262133e-42, 9.791377107714248e-24, 1.807741259256346e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999879e+02, 9.546999999999789e+02, 9.547000000000928e+02, 5.226570668003515e+03, -1.539609363706608e-14, 8.410000000000098e+00, -4.210065217150461e-16
16, -8.698244975333391e-04, 0.000000000000000e+00, 1.637092229185862e-44, 2.109922298811434e-26, 3.956191086759490e-44, 1.666969678214815e-03, 4.484740758648996e-04, 1.105651627488428e+01, -1.142176400821664e-16, 2.979055421587067e+04, 7.576551309524032e+01, 7.738765098474808e-42, 9.973899304778810e-24, 1.870147140111772e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999825e+02, 9.546999999999698e+02, 9.547000000000760e+02, 5.226570668003514e+03, -5.399228405949971e-14, 8.410000000000133e+00, -6.059346200384776e-16
17, 8.914882248994977e-04, 2.387467401603415e-04, 2.054060973935084e-35, 1.013946564549223e-22, 4.564396773408136e-35, 3.300195007677675e-03, 8.878697228777502e-04, 2.149748399674828e+01, 2.927545375458084e-01, 5.840124519431871e+04, 1.500061556860535e+02, 4.904558802420115e-33, 2.421038426535381e-20, 1.089858220219724e-32, 7.879999999999999e-01, 2.120000000000000e-01, 1.732201391822795e+03, 1.431324548107190e+03, 9.547170472956550e+02, 5.133035275196728e+03, 6.990210428456845e+01, 6.746182503160192e+00, 3.975247723207951e-02
18, 1.782976449799005e-03, 4.774934803206855e-04, 3.417826442495827e-33, 1.137080055596294e-21, 7.701624826704329e-33, 3.657435469807207e-03, 9.839801010141217e-04, 2.369981311204426e+01, 5.223371697222184e-01, 6.454578537727564e+04, 1.662622574622952e+02, 7.363758729087516e-31, 2.449856166176217e-19, 1.659326709532600e-30, 7.879999999999999e-01, 2.120000000000000e-01, 2.097003898585138e+03, 1.563514470490517e+03, 9.547486822890817e+02, 5.106160556067256e+03, 1.125383327030524e+02, 6.421871299948404e+00, 5.237809604772597e-02
19, 2.674464674698533e-03, 7.162402204810351e-04, 4.460596094656775e-31, 1.174311158587106e-20, 1.019798049924962e-30, 4.096600051417969e-03, 1.102130978300266e-03, 2.638110605598500e+01, 8.489142764021832e-01, 7.206732311906370e+04, 1.862700557633910e+02, 8.580163253605627e-29, 2.258841920988462e-18, 1.961628797672638e-28, 7.879999999999999e-01, 2.120000000000000e-01, 2.577562956949366e+03, 1.715793645769652e+03, 9.548169068399553e+02, 5.074527977150383e+03, 1.632925942022035e+02, 6.093972487484012e+00, 6.900998693894023e-02
20, 3.565952899598004e-03, 9.549869606413694e-04, 1.176884924954795e-28, 1.791464474742823e-19, 2.756816609744234e-28, 4.701499296754401e-03, 1.264870369177580e-03, 3.001244189103481e+01, 1.394815202140616e+00, 8.235140188464514e+04, 2.139077752337476e+02, 1.972531021124650e-26, 3.002603886534386e-17, 4.620593030776619e-26, 7.880000000000000e-01, 2.120000000000000e-01, 3.315462097162208e+03, 1.923034303763677e+03, 9.549971781290737e+02, 5.030268583994402e+03, 2.337795477382205e+02, 5.709246523340730e+00, 9.454827983995351e-02
21, 4.457441124497438e-03, 1.193733700801694e-03, 5.729102702420718e-27, 1.281495709155394e-18, 1.370443332957895e-26, 5.116959045169385e-03, 1.376643804030341e-03, 3.241794672187746e+01, 1.968324813686543e+00, 8.931008950312401e+04, 2.330692410101501e+02, 8.822687243841490e-25, 1.973474108157578e-16, 2.110451416237735e-24, 7.880000000000000e-01, 2.119999999999998e-01, 3.926941251217393e+03, 2.092771453142850e+03, 9.553188439304746e+02, 4.992289715696527e+03, 3.031175234144662e+02, 5.435638502030023e+00, 1.157112449229874e-01
22, 5.348929349396780e-03, 1.432480440961994e-03, 1.102218790698670e-25, 5.905575939906313e-18, 2.694814425731904e-25, 5.428562905022956e-03, 1.460476314549317e-03, 3.415774740519541e+01, 2.569081525062144e+00, 9.446220606343650e+04, 2.476984598508443e+02, 1.599960104113188e-23, 8.572423166249549e-16, 3.911742029390300e-23, 7.879999999999999e-01, 2.119999999999991e-01, 4.452614645422239e+03, 2.236709463608946e+03, 9.558291681783021e+02, 4.958274487413379e+03, 3.729230511220185e+02, 5.227130268881514e+00, 1.339045187457498e-01
23, 6.240417574296114e-03, 1.671227181122291e-03, 1.092601348895757e-24, 1.970769867207708e-17, 2.720150375446188e-24, 5.673099514280029e-03, 1.526265351557551e-03, 3.547121315682021e+01, 3.183974309111454e+00, 9.845764417578207e+04, 2.594828746385862e+02, 1.517635748787181e-22, 2.737421847529075e-15, 3.778319929795246e-22, 7.879999999999999e-01, 2.119999999999972e-01, 4.912922056267551e+03, 2.361559063056646e+03, 9.565299397246787e+02, 4.926992008022552e+03, 4.422576669533777e+02, 5.061015665696488e+00, 1.498355109939368e-01
