"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 5.224446425839257e-50, 1.230498292336811e-29, 1.132225017083257e-49, 9.249109585414923e-04, 2.384990522025232e-04, 6.394561562973992e+00, 1.796796127787582e-17, 1.801175912133290e+04, 3.369972869414121e+01, 4.490632174033089e-47, 1.057665209146595e-26, 9.731951819455164e-47, 7.950000000000000e-01, 2.050000000000000e-01, 3.023000000000081e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121457e+03, 1.544422096418535e-14, 9.112999999999877e+00, 4.593141042285414e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 1.653729606446973e-46, 4.062408224126595e-28, 3.562361968014878e-46, 1.215298414668324e-03, 3.133788364868004e-04, 8.365965415453172e+00, 2.933219585622986e-02, 2.361005528396162e+04, 4.428022078936819e+01, 1.081804288771456e-43, 2.657466264417091e-25, 2.330355845436326e-43, 7.950000000000000e-01, 2.050000000000000e-01, 4.539335905950121e+02, 1.026693732937548e+03, 8.984002184230036e+02, 5.472682614418148e+03, 1.918795863159826e+01, 8.487909522181836e+00, 8.628527058040462e-03
2, 1.931920337076797e-01, 5.173816881076040e-02, 1.255219429744768e-17, 2.382499795832833e-13, 3.640491847314790e-17, 6.320996534747830e-03, 1.629942502432562e-03, 3.771554008602978e+01, 1.127890552567129e+01, 1.166750306858712e+05, 4.070721681534860e+02, 1.578705891011687e-15, 2.996501148632027e-11, 4.578694202259526e-15, 7.949999999999962e-01, 2.049999999700325e-01, 8.486319359825542e+03, 3.690331158942102e+03, 1.070665675181499e+03, 4.743532796382035e+03, 1.418562697134329e+03, 4.050303615656415e+00, 4.657017763193728e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 2.690502321071563e-05, 1.210290328597336e-03, 4.434557134369799e-04, 5.890253835168857e-03, 1.324432830161109e-04, 2.267915597908823e+01, 2.086073333723223e+01, 1.105665194606326e+05, 6.260652975747625e+03, 3.492640157248595e-03, 1.571122451923809e-01, 5.756661945916697e-02, 7.646355448191824e-01, 1.719295037202110e-02, 1.069732798840834e+04, 4.194269089099832e+03, 4.713454976781703e+03, 2.944064767560602e+03, 2.708008626963524e+03, 2.823825128310780e+00, 5.915165624919239e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 9.636917328295661e-07, 7.824230482720914e-05, 2.487059987659325e-05, 3.691778222706031e-04, 6.935503037183360e-06, 2.105219763283734e+00, 2.670011356834577e-03, 7.105487139676015e+03, 3.014662836279429e+02, 2.006897040505761e-03, 1.629403310735324e-01, 5.179325668944516e-02, 7.688162653007499e-01, 1.444324989576684e-02, 4.535217523580923e+02, 2.843412592257994e+03, 3.970452127677081e+03, 4.384139832914360e+03, 5.560323605158238e+00, 3.751356088415145e+00, 8.605091898608745e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 5.396488177642597e-49, 4.619300012282303e-29, 1.188914893531675e-48, 9.249109585414922e-04, 2.384990522025231e-04, 6.394561562973991e+00, 1.798171569478818e-17, 1.801175912133290e+04, 3.369972869410999e+01, 4.638509319849736e-46, 3.970483294473462e-26, 1.021922523059045e-45, 7.949999999999999e-01, 2.050000000000000e-01, 3.023000000000080e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121456e+03, 1.545604346595629e-14, 9.112999999999875e+00, 4.560794978607348e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 1.045853012100009e-48, 6.855930738403041e-29, 2.318433360716049e-48, 9.249109585414921e-04, 2.384990522025231e-04, 6.394561562973991e+00, -7.127276140363266e-18, 1.801175912133290e+04, 3.369972869406942e+01, 8.989547987739706e-46, 5.892961789127625e-26, 1.992791311150384e-45, 7.950000000000000e-01, 2.050000000000000e-01, 3.023000000000080e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121457e+03, -6.126194612856463e-15, 9.112999999999877e+00, 4.528448914929281e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 1.532003190694504e-48, 8.560332196485706e-29, 3.411386913150600e-48, 9.249109585414928e-04, 2.384990522025233e-04, 6.394561562973997e+00, -1.726721275099694e-16, 1.801175912133291e+04, 3.369972869411792e+01, 1.316821392756255e-45, 7.357966767890591e-26, 2.932231011979151e-45, 7.950000000000000e-01, 2.050000000000000e-01, 3.023000000000082e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121458e+03, -1.484189803382759e-13, 9.112999999999877e+00, 4.657833169641546e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 2.003293269857341e-48, 9.975936043012149e-29, 4.477398369198550e-48, 9.249109585414947e-04, 2.384990522025238e-04, 6.394561562974009e+00, -8.388628916909688e-16, 1.801175912133294e+04, 3.369972869410682e+01, 1.721915104182579e-45, 8.574738012295756e-26, 3.848512844010329e-45, 7.950000000000000e-01, 2.050000000000000e-01, 3.023000000000089e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121457e+03, -7.210380553236800e-13, 9.112999999999877e+00, 5.045985933778342e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 2.314347567748957e-48, 1.082745274803440e-28, 5.183853115170651e-48, 9.249109585414959e-04, 2.384990522025240e-04, 6.394561562974014e+00, -1.721350714767442e-15, 1.801175912133295e+04, 3.369972869397795e+01, 1.989279399675178e-45, 9.306652554167090e-26, 4.455740510480472e-45, 7.950000000000000e-01, 2.049999999999999e-01, 3.023000000000092e+02, 8.984000000000237e+02, 8.983999999998337e+02, 5.496395513121454e+03, -1.479573580140169e-12, 9.112999999999872e+00, 5.240062315846739e-16
