"PointID","x","y","Density_0","Density_1","Density_2","Density_3","Density_4","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Velocity_x","Velocity_y","Mach","Pressure_Coefficient"
0, -5.000000000000000e-02, 0.000000000000000e+00, 2.207629168793797e-46, 1.787094344982304e-27, 4.852019847532515e-46, 1.666969678214813e-03, 4.484740758648987e-04, 1.228969252528158e+01, -5.169979783036617e-17, 3.659527076143202e+04, 7.576551309459512e+01, 1.043577341414208e-43, 8.447846186105522e-25, 2.293617988270885e-43, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999831e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705928e+03, -2.443922119444736e-14, 9.348000000000138e+00, -4.745105779670763e-16
1, 0.000000000000000e+00, 0.000000000000000e+00, 4.378229131344364e-43, 5.148117296250140e-26, 9.508613330226489e-43, 2.190342522825771e-03, 5.892799680698771e-04, 1.608202878718165e+01, 5.358136993073839e-02, 4.797542648971674e+04, 9.955354307285310e+01, 1.575116457607024e-40, 1.852092258251702e-23, 3.420829037529708e-40, 7.880000000000000e-01, 2.119999999999999e-01, 8.763688630444776e+02, 1.091074093220586e+03, 9.547005444834475e+02, 5.785688106876595e+03, 1.927649172009450e+01, 8.708491592370917e+00, 8.201141962265079e-03
2, 1.931920337076797e-01, 5.173816881076040e-02, 8.479971639014922e-15, 4.239245030764921e-11, 3.059441318224938e-14, 1.165191816221087e-02, 3.134779970780996e-03, 7.432255904421518e+01, 2.212159201899903e+01, 2.428488975136752e+05, 1.409664346310115e+03, 5.734864902503571e-13, 2.866931468047995e-09, 2.069049683660927e-12, 7.879999999984607e-01, 2.119999971319653e-01, 1.702695094230570e+04, 3.984912571617110e+03, 1.335658746402003e+03, 5.026312038190166e+03, 1.496046768288460e+03, 4.130333521721889e+00, 4.606167951429561e-01
3, 3.346696875411197e-01, 1.931032050318336e-01, 1.529018027889835e-04, 2.834081448279119e-03, 3.913943069088845e-04, 1.117143507203128e-02, 5.302723494359812e-05, 4.531498677575005e+01, 4.189526259864490e+01, 2.350337043909321e+05, 1.161436344014152e+04, 1.047068955100725e-02, 1.940774174399577e-01, 2.680261582873796e-02, 7.650179811150113e-01, 3.631296065285786e-03, 2.161083888368648e+04, 4.320866907507174e+03, 4.816753800020543e+03, 3.103162617328299e+03, 2.868980485035470e+03, 2.877908944354424e+00, 5.890222387937982e-01
4, 4.846696875411197e-01, 1.931032050318336e-01, 6.290979199377699e-06, 1.609763353025928e-04, 1.452186955178488e-05, 6.209039007141833e-04, 1.841962497716640e-06, 3.719300254174907e+00, 1.050648092516067e-02, 1.334085680724244e+04, 4.977604228114482e+02, 7.819397328629284e-03, 2.000861688371406e-01, 1.805001485160882e-02, 7.717549444544739e-01, 2.289474528147472e-03, 7.988264094096538e+02, 2.892432422752060e+03, 4.076243127099379e+03, 4.622918873224431e+03, 1.305907177178754e+01, 3.842296834383460e+00, 6.028996114006154e-03
6, -3.640905996670419e-02, 0.000000000000000e+00, 2.257560186268228e-45, 6.708765856186771e-27, 5.143147289103860e-45, 1.666969678214813e-03, 4.484740758648988e-04, 1.228969252528158e+01, -1.141025223140798e-17, 3.659527076143201e+04, 7.576551309512961e+01, 1.067180435270113e-42, 3.171327927414127e-24, 2.431238022370064e-42, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999831e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705928e+03, -5.393786627227923e-15, 9.348000000000138e+00, -4.745105779670763e-16
7, -2.648758523368654e-02, 0.000000000000000e+00, 4.358709664786076e-45, 9.957100410851873e-27, 1.006369030646998e-44, 1.666969678214813e-03, 4.484740758648990e-04, 1.228969252528158e+01, 2.712271407004146e-17, 3.659527076143203e+04, 7.576551309484232e+01, 2.060423330272970e-42, 4.706861334246884e-24, 4.757247876272661e-42, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999833e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705926e+03, 1.282128821328115e-14, 9.348000000000136e+00, -4.681413084641626e-16
8, -1.924472747190228e-02, 0.000000000000000e+00, 6.367310573034809e-45, 1.243246037377418e-26, 1.484406208875286e-44, 1.666969678214813e-03, 4.484740758648990e-04, 1.228969252528158e+01, 4.832266871056994e-17, 3.659527076143202e+04, 7.576551309490387e+01, 3.009917215125768e-42, 5.876998785620138e-24, 7.016996816921051e-42, 7.879999999999999e-01, 2.120000000000000e-01, 5.835999999999833e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705926e+03, 2.284280478617210e-14, 9.348000000000138e+00, -4.681413084641626e-16
9, -1.395714581734536e-02, 0.000000000000000e+00, 8.307228312648990e-45, 1.448838978432548e-26, 1.952143964243544e-44, 1.666969678214812e-03, 4.484740758648986e-04, 1.228969252528157e+01, 5.618132569884429e-17, 3.659527076143200e+04, 7.576551309517863e+01, 3.926943600664492e-42, 6.848865518822748e-24, 9.228058937888390e-42, 7.880000000000001e-01, 2.120000000000000e-01, 5.835999999999830e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705927e+03, 2.655770241609901e-14, 9.348000000000136e+00, -4.776952127185332e-16
10, -1.009678458521239e-02, 0.000000000000000e+00, 9.584361308619263e-45, 1.572507633456499e-26, 2.262770405095362e-44, 1.666969678214811e-03, 4.484740758648984e-04, 1.228969252528157e+01, 1.698662880852538e-16, 3.659527076143197e+04, 7.576551309534189e+01, 4.530662320912800e-42, 7.433464635605941e-24, 1.069643378951356e-41, 7.880000000000000e-01, 2.120000000000000e-01, 5.835999999999826e+02, 9.546999999999723e+02, 9.547000000001648e+02, 5.809510416705928e+03, 8.029818224079960e-14, 9.348000000000138e+00, -4.872491169729039e-16
